instance instanceType n m R beta duplDist seed alpha ubAlg testType tau time ttb iter iterTb bsSteps disp dispReal bal dispFirstFail balFirstFail dispFirstEC dispFirstECReal balFirstEC ubTime ub ubReal ecTime ecTimeMax ecNodes maxEcIter avgDispStep maxDispStep feasible balAlg th1 th2 balTime balTtb bbTime balTimeMax balNodes balCalls avgBalStep maxBalStep geNodes geNumBB avgBbNodes avgBbMoves avgBbDepth numMaxNodeIncr geDidReachTh2 balShakes balVnsShifts balVnsSwaps
weee-300-9-100-8 weee 300 9 44851 1 0 1 0.001 ubs full 1 0.680511 0 0 0 0 2147483647 -1 8.991 NA NA -1 -1 -1 0.0771535 1139 0.916087 0 0 0 1 NA 0 0 2ge 2048 262144 0.552193 0.635065 0.471836 0 310582 1 NA 0 310582 925 335.764 1.16757 48.4249 35 107 36 NA NA
weee-700-14-100-1 weee 700 14 244651 1 0 1 0.001 ubs full 1 0.263389 0 0 0 0 2147483647 -1 13.986 NA NA -1 -1 -1 0.152275 6326 0.950567 0 0 0 1 NA 0 0 2ge 2048 262144 0.0624548 0.239866 0.050099 0 28365 1 NA 0 28365 61 465 1.57377 80.8197 1 11 0 NA NA
weee-700-14-100-1 weee 700 14 244651 1 0 1 0.01 ubs full 1 0.235858 0 0 0 0 2147483647 -1 13.86 NA NA -1 -1 -1 0.158797 6326 0.950567 0 0 0 1 NA 0 0 2ge 2048 262144 0.0287781 0.21414 0.0218875 0 12552 1 NA 0 12552 47 267.064 1.14894 58.7447 1 4 0 NA NA
weee-700-14-100-1 weee 700 14 244651 1 0 1 0.05 ubs full 1 0.235769 0 0 0 0 2147483647 -1 13.3 NA NA -1 -1 -1 0.182721 6326 0.950567 0 0 0 1 NA 0 0 2ge 2048 262144 0.00438479 0.216327 0.00157633 0 1068 1 NA 0 1068 22 48.5455 0.227273 46.5455 0 0 0 NA NA
weee-200-4-100-8 weee 200 4 19901 1 0 1 0.001 ubs full 1 0.111143 0 0 0 0 2147483647 -1 3.996 NA NA -1 -1 -1 0.0204701 86 0.348355 0 0 0 1 NA 0 0 2ge 2048 262144 0.0852073 0.108265 0.0730579 0 39033 1 NA 0 39033 284 137.44 0.785211 69.7289 3 5 36 NA NA
weee-200-4-100-8 weee 200 4 19901 1 0 1 0.01 ubs full 1 0.0801826 0 0 0 0 2147483647 -1 3.96 NA NA -1 -1 -1 0.0201956 86 0.348355 0 0 0 1 NA 0 0 2ge 2048 262144 0.0542556 0.0769394 0.0413025 0 23844 1 NA 0 23844 250 95.376 1.052 62.58 2 2 36 NA NA
weee-200-4-100-8 weee 200 4 19901 1 0 1 0.05 ubs full 1 0.0521739 0 0 0 0 2147483647 -1 3.8 NA NA -1 -1 -1 0.0203918 86 0.348355 0 0 0 1 NA 0 0 2ge 2048 262144 0.0259604 0.0486605 0.0182537 0 12809 1 NA 0 12809 218 58.7569 0.509174 55.3349 0 0 36 NA NA
weee-200-8-100-4 weee 200 8 19901 1 0 1 0.001 ubs full 1 2.48292 0 0 0 0 2147483647 -1 7.992 NA NA -1 -1 -1 0.045421 862 1.24501 0 0 0 1 NA 0 0 2ge 2048 262144 2.43126 2.27106 2.40471 0 1987573 1 NA 0 1987573 274 7253.92 0.689781 38.3832 7 100 0 NA NA
weee-200-8-100-4 weee 200 8 19901 1 0 1 0.01 ubs full 1 0.0696605 0 0 0 0 2147483647 -1 7.92 NA NA -1 -1 -1 0.0495051 862 1.24501 0 0 0 1 NA 0 0 2ge 2048 262144 0.0136157 0.0648479 0.0120722 0 7879 1 NA 0 7879 26 303.038 1.53846 39.9231 1 3 0 NA NA
weee-200-8-100-4 weee 200 8 19901 1 0 1 0.05 ubs full 1 0.039869 0 0 0 0 2147483647 -1 7.6 NA NA -1 -1 -1 0.032262 862 1.24501 0 0 0 1 NA 0 0 2ge 2048 262144 0.000980756 0.0355667 0.000435705 0 271 1 NA 0 271 11 24.6364 0.363636 22.0909 0 0 0 NA NA
weee-700-12-100-8 weee 700 12 244651 1 0 1 0.001 ubs full 1 0.316089 0 0 0 0 2147483647 -1 11.988 NA NA -1 -1 -1 0.176053 4413 0.783287 0 0 0 1 NA 0 0 2ge 2048 262144 0.0874335 0.294045 0.0786391 0 37903 1 NA 0 37903 49 773.531 3.5102 116.02 1 16 0 NA NA
weee-700-12-100-8 weee 700 12 244651 1 0 1 0.01 ubs full 1 0.235803 0 0 0 0 2147483647 -1 11.88 NA NA -1 -1 -1 0.160354 4413 0.783287 0 0 0 1 NA 0 0 2ge 2048 262144 0.0287085 0.21584 0.023173 0 11190 1 NA 0 11190 36 310.833 2.77778 75.0833 1 4 0 NA NA
weee-700-12-100-8 weee 700 12 244651 1 0 1 0.05 ubs full 1 0.185944 0 0 0 0 2147483647 -1 11.4 NA NA -1 -1 -1 0.135747 4413 0.783287 0 0 0 1 NA 0 0 2ge 2048 262144 0.00400373 0.1686 0.00226845 0 1036 1 NA 0 1036 14 74 0.5 65.2143 0 0 0 NA NA
weee-200-6-100-10 weee 200 6 19901 1 0 1 0.001 ubs full 1 0.0493301 0 0 0 0 2147483647 -1 5.994 NA NA -1 -1 -1 0.026561 595 1.00584 0 0 0 1 NA 0 0 2ge 2048 262144 0.0168774 0.0451785 0.0160075 0 8357 1 NA 0 8357 18 464.278 1.61111 48.8333 1 3 0 NA NA
weee-200-6-100-10 weee 200 6 19901 1 0 1 0.01 ubs full 1 0.0389764 0 0 0 0 2147483647 -1 5.94 NA NA -1 -1 -1 0.0281807 595 1.00584 0 0 0 1 NA 0 0 2ge 2048 262144 0.00476301 0.0348024 0.00402389 0 3088 1 NA 0 3088 18 171.556 1.05556 46.5556 1 1 0 NA NA
weee-200-6-100-10 weee 200 6 19901 1 0 1 0.05 ubs full 1 0.0374197 0 0 0 0 2147483647 -1 5.7 NA NA -1 -1 -1 0.0295603 595 1.00584 0 0 0 1 NA 0 0 2ge 2048 262144 0.00117558 0.0332497 0.000732746 0 384 1 NA 0 384 9 42.6667 0.555556 35.8889 0 0 0 NA NA
weee-600-12-050-7 weee 600 12 179701 0.5 0 1 0.001 ubs full 1 0.366628 0.364917 1 1 0 3549 0.836 0 NA NA 3549 0.836 1.85556 0.255325 3549 0.836 0.0107992 0.0107992 0 1 3533 3533 1 2ge 2048 262144 0.13458 0.36269 0.121541 0.0703262 54309 2 1.85556 1.85556 54309 44 1234.3 10.7273 78.5 0 23 0 NA NA
weee-600-12-050-7 weee 600 12 179701 0.5 0 1 0.01 ubs full 1 0.283076 0.281042 1 1 0 3549 0.836 0 NA NA 3549 0.836 1.66632 0.239403 3549 0.836 0.0152381 0.0152381 8 1 3519 3519 1 2ge 2048 262144 0.0583175 0.278352 0.0499129 0.0451499 20466 2 1.66632 1.66632 20466 24 852.75 12.375 52.2917 0 9 0 NA NA
weee-600-12-050-7 weee 600 12 179701 0.5 0 1 0.05 ubs full 1 0.245146 0.243266 2 2 0 3549 0.836 0 NA NA 3506 0.830066 0.817805 0.255406 3549 0.836 0.0102745 0.0102746 9 1 1501 3002 1 2ge 2048 262144 0.016572 0.239733 0.0127233 0.01643 4456 2 0.408902 0.817805 4456 10 445.6 16.4 20.1 0 2 0 NA NA
study-200-8-000-4 study 200 8 46 0 19855 1 0.001 none full 1 10.3021 10.1239 8 8 2 13 32 0 14 0.0118716 12 31 0.761994 0.00351812 45 66 9.8145 3.70334 3518021 1 1.5 10 1 2ge 2048 262144 0.469879 10.2976 0.227704 0.192451 28876 11 0.670534 0.790861 28876 2868 10.0683 2.88389 2.15516 0 1 73 NA NA
study-200-8-000-4 study 200 8 46 0 19855 1 0.01 none full 1 9.39888 3.38864 5 4 0 14 33 0 NA NA 13 32 0.662785 0.00359995 45 66 3.33618 2.86785 3057970 1 1.6 7 1 2ge 2048 262144 0.0407623 3.38773 0.0271106 0.0164938 3694 5 0.456308 0.662785 3694 132 27.9848 7.33333 5.25 0 1 2 NA NA
study-200-8-000-4 study 200 8 46 0 19855 1 0.05 none full 1 10.5489 4.12912 6 5 0 14 33 0 NA NA 12 31 0.256474 0.00363967 45 66 4.09621 2.36243 3595441 1 1 4 1 2ge 2048 262144 0.0202331 4.12819 0.0149977 0.0055863 197 6 0.330128 0.58998 197 34 5.79412 20.7647 2.67647 0 0 0 NA NA
weee-500-8-075-10 weee 500 8 124751 0.75 0 1 0.001 ubs full 1 0.331097 0.329812 1 1 0 2053 0.749791 0 NA NA 2053 0.749791 3.16958 0.0844789 2053 0.749791 0.0150323 0.0150323 6 1 2007 2007 1 2ge 2048 262144 0.238756 0.328047 0.220486 0.205204 99385 2 3.16958 3.16958 99385 59 1684.49 11.4915 73.7458 0 47 0 NA NA
weee-500-8-075-10 weee 500 8 124751 0.75 0 1 0.01 ubs full 1 0.302377 0.299935 4 4 0 2053 0.749791 0 NA NA 1738 0.683242 2.75172 0.144566 2053 0.749791 0.0308249 0.0140463 20 1 506.25 1710 1 2ge 2048 262144 0.122141 0.298195 0.111069 0.0441943 44729 5 1.14279 2.75172 44729 41 1090.95 16.2927 50.122 0 20 0 NA NA
weee-500-8-075-10 weee 500 8 124751 0.75 0 1 0.05 ubs full 1 0.231085 0.229604 2 2 0 2053 0.749791 0 NA NA 1919 0.721885 1.86709 0.139844 2053 0.749791 0.0175167 0.0118403 7 1 756.5 1385 1 2ge 2048 262144 0.0812529 0.228145 0.0749192 0.0426651 29064 3 1.17843 1.86709 29064 25 1162.56 16.48 36 0 14 0 NA NA
weee-400-11-050-8 weee 400 11 79801 0.5 0 1 0.001 ubs full 1 0.219338 0.218132 1 1 0 2701 1.10534 0 NA NA 2701 1.10534 0.72844 0.159368 2701 1.10534 0.0108563 0.0108563 4 1 2671 2671 1 2ge 2048 262144 0.0599365 0.216436 0.0521908 0.0303689 33879 2 0.72844 0.72844 33879 32 1058.72 8.90625 43.5312 0 14 0 NA NA
weee-400-11-050-8 weee 400 11 79801 0.5 0 1 0.01 ubs full 1 0.161575 0.159943 2 2 0 2701 1.10534 0 NA NA 2690 1.10218 1.00124 0.11258 2701 1.10534 0.0109992 0.00807196 6 1 1348.5 2686 1 2ge 2048 262144 0.0449179 0.158322 0.0377235 0.0191498 25756 3 0.567685 1.00124 25756 30 858.533 11.6 27.2 0 12 0 NA NA
weee-400-11-050-8 weee 400 11 79801 0.5 0 1 0.05 ubs full 1 0.110503 0.109544 1 1 0 2701 1.10534 0 NA NA 2701 1.10534 0.493382 0.0968545 2701 1.10534 0.0077516 0.00775166 2 1 2448 2448 1 2ge 2048 262144 0.0147378 0.108268 0.0119765 0.0147225 6654 2 0.493382 0.493382 6654 11 604.909 18.1818 12.7273 0 3 0 NA NA
weee-600-10-050-5 weee 600 10 179701 0.5 0 1 0.001 ubs full 1 0.376577 0.374297 2 2 0 3279 0.794875 0 NA NA 3133 0.775954 1.64914 0.177148 3279 0.794875 0.0309632 0.0229685 16 1 1635.5 3125 1 2ge 2048 262144 0.18443 0.372048 0.164833 0.069594 78870 3 1.01341 1.64914 78870 60 1314.5 11.7333 71.9667 0 36 0 NA NA
weee-600-10-050-5 weee 600 10 179701 0.5 0 1 0.01 ubs full 1 0.290402 0.287094 4 4 0 3279 0.794875 0 NA NA 2985 0.753144 0.70832 0.175979 3279 0.794875 0.0385718 0.0146959 502 1 762.5 2756 1 2ge 2048 262144 0.0879746 0.284955 0.0736579 0.0270371 28659 5 0.309574 0.70832 28659 41 699 11.7073 30.878 0 13 0 NA NA
weee-600-10-050-5 weee 600 10 179701 0.5 0 1 0.05 ubs full 1 0.220871 0.218027 3 3 0 3279 0.794875 0 NA NA 2985 0.753144 0.408984 0.187287 3279 0.794875 0.0307312 0.0133306 478 1 775 2031 1 2ge 2048 262144 0.0341285 0.215745 0.0266745 0.0158762 8485 4 0.207699 0.408984 8485 14 606.071 14.7143 24.7857 0 4 0 NA NA
study-100-4-000-5 study 100 4 43 0 4908 1 0.001 none full 1 0.0537509 0.0120565 7 1 0 11 30 0 NA NA 11 30 0.17964 0.000469215 42 61 0.0267846 0.0064573 20280 1 0.857143 6 1 2ge 2048 262144 0.0212229 0.0504342 0.0194696 0.0056634 8316 7 0.142552 0.414497 8316 34 244.588 7.85294 18.2353 0 2 0 NA NA
study-100-4-000-5 study 100 4 43 0 4908 1 0.01 none full 1 0.0264772 0.00386158 4 1 0 11 30 0 NA NA 11 30 0.139261 0.000471446 42 61 0.0169052 0.0105315 12710 1 1.75 7 1 2ge 2048 262144 0.00296912 0.0218076 0.00221168 0.00149212 467 4 0.170026 0.282625 467 10 46.7 12.1 18 0 0 0 NA NA
study-100-4-000-5 study 100 4 43 0 4908 1 0.05 none full 1 0.0199857 0.00298366 5 1 0 11 30 0 NA NA 11 30 0.0520608 0.000479056 42 61 0.0133452 0.0060108 10008 1 0.8 4 1 2ge 2048 262144 0.00142203 0.0169604 0.000731808 0.000563501 84 5 0.053575 0.152149 84 6 14 7.66667 6.66667 0 0 0 NA NA
study-200-4-000-3 study 200 4 46 0 19855 1 0.001 none full 1 0.112728 0.027873 3 1 0 11 29 0 NA NA 11 29 0.340327 0.0018773 45 63 0.0686498 0.0626985 56192 1 3 9 1 2ge 2048 262144 0.0183762 0.0929142 0.0170778 0.00515068 8126 3 0.144029 0.340327 8126 16 507.875 13.5 39.6875 0 2 0 NA NA
study-200-4-000-3 study 200 4 46 0 19855 1 0.01 none full 1 0.196503 0.0130928 6 1 0 11 29 0 NA NA 11 29 0.368654 0.0018422 45 63 0.181431 0.0517078 113227 1 1.16667 7 1 2ge 2048 262144 0.00688589 0.195466 0.00491986 0.00259945 1255 7 0.098913 0.368654 1255 14 89.6429 11.3571 19.5 0 0 0 NA NA
study-200-4-000-3 study 200 4 46 0 19855 1 0.05 none full 1 0.0999371 0.0169033 2 1 0 11 29 0 NA NA 11 29 0.136003 0.00212609 45 63 0.0882512 0.082198 47062 1 2.5 5 1 2ge 2048 262144 0.00458594 0.0163567 0.00397738 0.00447486 16 3 0.0680013 0.136003 16 3 5.33333 61.3333 2.33333 0 0 0 NA NA
weee-200-6-025-5 weee 200 6 19901 0.25 0 1 0.001 ubs full 1 0.0612563 0.0608155 2 2 0 337 0.753571 0 NA NA 326 0.743643 0.393004 0.0307607 337 0.753571 0.00905165 0.00877257 5444 1 145 279 1 2ge 2048 262144 0.0202027 0.0603673 0.0180698 0.0108487 13495 3 0.227401 0.393004 13495 16 843.438 7.75 50.3125 0 5 0 NA NA
weee-200-6-025-5 weee 200 6 19901 0.25 0 1 0.01 ubs full 1 0.0514838 0.0509065 1 1 0 337 0.753571 0 NA NA 337 0.753571 0.271032 0.0394357 337 0.753571 0.000835884 0.000835961 0 1 204 204 1 2ge 2048 262144 0.00902387 0.0503186 0.00723415 0.00850241 4351 2 0.271032 0.271032 4351 8 543.875 5.375 27.75 0 2 0 NA NA
weee-200-6-025-5 weee 200 6 19901 0.25 0 1 0.05 ubs full 1 0.0415435 0.0412766 1 1 0 337 0.753571 0 NA NA 337 0.753571 0.115453 0.0400255 337 0.753571 0.000568145 0.000568215 0 1 204 204 1 2ge 2048 262144 0.000672654 0.0408037 0.000132537 0.000691675 26 2 0.115453 0.115453 26 2 13 2.5 6 0 0 0 NA NA
weee-700-12-100-10 weee 700 12 244650 1 1 1 0.001 ubs full 1 1.80455 1.80215 1 1 0 3060 0.637672 0 NA NA 3060 0.637672 32.9612 0.240942 3060 0.637672 0.0284813 0.0284814 282 1 3025 3025 1 2ge 2048 262144 1.5821 1.79884 1.31221 1.53729 584990 2 32.9612 32.9612 584990 1234 474.06 2.5859 43.8874 22 235 22 NA NA
weee-700-12-100-10 weee 700 12 244650 1 1 1 0.01 ubs full 1 8.09312 5.6967 1 1 10 3041 0.634682 0 3060 0.0650402 3060 0.637672 30.4957 0.301298 3060 0.637672 0.0235453 0.0235454 2 1 3044 3044 1 2ge 2048 262144 7.78558 8.08404 5.90194 1.83996 2459672 12 30.4957 30.4957 2459672 9535 257.962 1.35092 35.8372 194 813 213 NA NA
weee-700-12-100-10 weee 700 12 244650 1 1 1 0.05 ubs full 1 1.8858 1.88328 1 1 5 2417 0.56582 0 3060 0.0250402 3060 0.637672 32.0095 0.302498 3060 0.637672 0.012331 0.0123311 0 1 2538 2538 1 2ge 2048 262144 1.6115 1.88073 1.07606 0.671703 465940 7 32.0095 32.0095 465940 3488 133.584 0.565654 35.5972 63 111 115 NA NA
weee-200-4-050-4 weee 200 4 19901 0.5 0 1 0.001 ubs full 1 0.0508076 0.0505884 1 1 0 140 0.440158 0 NA NA 140 0.440158 0.259575 0.0237883 140 0.440158 0.000434487 0.00043455 0 1 135 135 1 2ge 2048 262144 0.024984 0.0503217 0.0238375 0.0168758 13383 2 0.259575 0.259575 13383 9 1487 6.88889 85.8889 0 6 0 NA NA
weee-200-4-050-4 weee 200 4 19901 0.5 0 1 0.01 ubs full 1 0.0324048 0.0321915 1 1 0 140 0.440158 0 NA NA 140 0.440158 0.0780281 0.0260691 140 0.440158 0.000282173 0.000282236 0 1 100 100 1 2ge 2048 262144 0.00442717 0.0319516 0.00392595 0.00442257 2106 2 0.0780281 0.0780281 2106 3 702 5 31.6667 0 1 0 NA NA
weee-200-4-050-4 weee 200 4 19901 0.5 0 1 0.05 ubs full 1 0.0260255 0.0258174 1 1 0 140 0.440158 0 NA NA 140 0.440158 0.0150313 0.0235892 140 0.440158 0.000282162 0.000282225 0 1 100 100 1 2ge 2048 262144 0.00043209 0.0255506 0.000135887 0.000418561 25 2 0.0150313 0.0150313 25 1 25 4 12 0 0 0 NA NA
study-100-4-010-4 study 100 4 41 0.1 4910 1 0.001 none full 1 0.0754905 0.0234129 8 1 0 10 30 0 NA NA 10 30 0.588697 0.000603101 40 60 0.0164102 0.00341283 11128 1 1 8 1 2ge 2048 262144 0.0543993 0.0738065 0.0526 0.015677 26935 8 0.222758 0.588697 26935 29 928.793 10.4828 23.5862 0 11 0 NA NA
study-100-4-010-4 study 100 4 41 0.1 4910 1 0.01 none full 1 0.134083 0.00714518 19 1 0 10 30 0 NA NA 10 30 0.120546 0.0004553 40 60 0.0260582 0.00215406 12934 1 0.421053 8 1 2ge 2048 262144 0.101956 0.13266 0.0975768 0.00869809 50654 19 0.291923 0.787805 50654 74 684.514 10.3108 16.0811 0 21 0 NA NA
study-100-4-010-4 study 100 4 41 0.1 4910 1 0.05 none full 1 0.0100273 0.00303291 5 1 0 10 30 0 NA NA 10 30 0.133964 0.000464873 40 60 0.00514534 0.00174864 2459 1 0.4 2 1 2ge 2048 262144 0.0017439 0.00909494 0.00101541 0.000591281 35 5 0.14885 0.295776 35 6 5.83333 12.3333 2.5 0 0 0 NA NA
weee-400-7-050-3 weee 400 7 79801 0.5 0 1 0.001 ubs full 1 0.09488 0.0942511 1 1 0 971 0.628095 0 NA NA 971 0.628095 1.24757 0.0539654 971 0.628095 0.0043452 0.00434526 0 1 967 967 1 2ge 2048 262144 0.0380856 0.09343 0.0357221 0.0182096 17808 2 1.24757 1.24757 17808 15 1187.2 11.8667 99.8 0 7 0 NA NA
weee-400-7-050-3 weee 400 7 79801 0.5 0 1 0.01 ubs full 1 0.0699546 0.0693261 1 1 0 971 0.628095 0 NA NA 971 0.628095 1.16768 0.0538047 971 0.628095 0.00309574 0.00309581 0 1 924 924 1 2ge 2048 262144 0.0145665 0.0684595 0.0126234 0.012476 5251 2 1.16768 1.16768 5251 11 477.364 11 57.4545 0 2 0 NA NA
weee-400-7-050-3 weee 400 7 79801 0.5 0 1 0.05 ubs full 1 0.0623307 0.0617272 1 1 0 971 0.628095 0 NA NA 971 0.628095 0.555642 0.0541583 971 0.628095 0.00219801 0.00219808 0 1 897 897 1 2ge 2048 262144 0.00733749 0.0608786 0.00622654 0.00729595 2113 2 0.555642 0.555642 2113 4 528.25 18.25 26 0 1 0 NA NA
weee-400-9-025-6 weee 400 9 79801 0.25 0 1 0.001 ubs full 1 2.52928 2.52807 2 2 0 875 0.616204 0 NA NA 871 0.613505 0.33559 0.0739146 875 0.616204 2.37754 2.37711 1146764 1 424 844 1 2ge 2048 262144 0.0823147 2.52666 0.0743683 0.0545593 39356 3 0.193617 0.33559 39356 32 1229.88 6.59375 74.5312 0 17 0 NA NA
weee-400-9-025-6 weee 400 9 79801 0.25 0 1 0.01 ubs full 1 0.106914 0.106012 1 1 0 875 0.616204 0 NA NA 875 0.616204 0.377827 0.0819637 875 0.616204 0.00117246 0.00117252 0 1 845 845 1 2ge 2048 262144 0.0320295 0.104751 0.02797 0.0299257 12861 2 0.377827 0.377827 12861 14 918.643 11 48.4286 0 6 0 NA NA
weee-400-9-025-6 weee 400 9 79801 0.25 0 1 0.05 ubs full 1 2.36811 0.0705371 1 0 0 582 0.49463 0 NA NA 871 0.613505 0 0.080878 875 0.616204 2.29465 2.29465 1037348 1 289 289 1 2ge 2048 262144 0.000753218 0 0 0.00064022 0 2 0 0 0 0 NA NA NA 0 0 0 NA NA
weee-700-14-075-3 weee 700 14 244651 0.75 0 1 0.001 ubs full 1 0.422549 0.42013 1 1 0 5734 0.886844 0 NA NA 5734 0.886844 2.61678 0.254729 5734 0.886844 0.0239359 0.023936 3 1 5646 5646 1 2ge 2048 262144 0.197062 0.416816 0.177798 0.155258 79190 2 2.61678 2.61678 79190 56 1414.11 11.8036 59.2321 0 36 0 NA NA
weee-700-14-075-3 weee 700 14 244651 0.75 0 1 0.01 ubs full 1 0.341214 0.338223 2 2 0 5734 0.886844 0 NA NA 5581 0.875373 2.23139 0.253844 5734 0.886844 0.0212516 0.0186865 3 1 1943 3733 1 2ge 2048 262144 0.115195 0.335135 0.0994348 0.0935991 40374 3 1.29947 2.23139 40374 38 1062.47 16.8947 27.7632 0 19 0 NA NA
weee-700-14-075-3 weee 700 14 244651 0.75 0 1 0.05 ubs full 1 0.443477 0.43551 7 7 0 5734 0.886844 0 NA NA 5490 0.868581 1.48549 0.3044 5734 0.886844 0.0718561 0.0211319 57 1 555 3642 1 2ge 2048 262144 0.105191 0.432466 0.0806794 0.0469994 25411 8 0.262324 1.48549 25411 42 605.024 15.4762 20.3571 0 12 0 NA NA
weee-500-8-025-3 weee 500 8 124751 0.25 0 1 0.001 ubs full 1 0.194476 0.193282 1 1 0 1761 0.690672 0 NA NA 1761 0.690672 0.499017 0.100008 1761 0.690672 0.0156822 0.0156823 3 1 1724 1724 1 2ge 2048 262144 0.0844971 0.191823 0.0761351 0.0458743 34226 2 0.499017 0.499017 34226 29 1180.21 9.51724 87.5517 0 14 0 NA NA
weee-500-8-025-3 weee 500 8 124751 0.25 0 1 0.01 ubs full 1 0.136826 0.135382 2 2 0 1761 0.690672 0 NA NA 1699 0.680132 0.458134 0.101396 1761 0.690672 0.00985154 0.00882667 6 1 548.5 1038 1 2ge 2048 262144 0.0337848 0.133996 0.0289382 0.0248914 12407 3 0.258016 0.458134 12407 15 827.133 11.8 29.6 0 6 0 NA NA
weee-500-8-025-3 weee 500 8 124751 0.25 0 1 0.05 ubs full 1 0.119485 0.118073 2 2 0 1761 0.690672 0 NA NA 1699 0.680132 0.183228 0.100397 1761 0.690672 0.0171798 0.0089249 11 1 550 1038 1 2ge 2048 262144 0.00939399 0.116559 0.00508246 0.00839903 534 3 0.10062 0.183228 534 10 53.4 6.5 11.4 0 0 0 NA NA
weee-300-5-025-8 weee 300 5 44851 0.25 0 1 0.001 ubs full 1 0.060103 0.0594921 1 1 0 285 0.454899 0 NA NA 285 0.454899 0.1316 0.031773 285 0.454899 0.00108918 0.00108925 0 1 280 280 1 2ge 2048 262144 0.024883 0.05875 0.0229755 0.00855282 10847 2 0.1316 0.1316 10847 10 1084.7 4.5 88.1 0 5 0 NA NA
