            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType       time  ubAlg  umdpAlg     ubTime      ub     lb  p1  p2  p3    disp   dispReal    umdpTime  timeLastEC  ecTtb  ecIterTb  ecNumAlt  ecTime  ecInsertTime  ecNodes  lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
  weee-1200-23-050-3          weee  1200  23   719398   0.5         3     1  0.001    ubi      umdp   0.924174    ubi      fer   0.575229   23499   5403   3   6  19   23499    1.07397    0.228369    0.228369      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.178819
  weee-3600-59-075-2          weee  3600  59  6478145  0.75        56     1  0.001    ubi      umdp    1800.51    ubi      fer    25.6782  219863  31051   3   6  19   31051   0.397706     1773.11     1773.11      0         0         0       0             0        0       0          0        0         0        0     3034             NA        1.00846
 weee-1200-23-050-10          weee  1200  23   719398   0.5         3     1  0.001    ubi      umdp   0.844741    ubi      fer   0.597832   19737    628   3   6  19   19737   0.978801    0.115062    0.115062      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0623332
  weee-3200-53-075-8          weee  3200  53  5118364  0.75        37     1  0.001    ubi      umdp    1800.36    ubi      fer    16.4488  178575  20141   3   6  19   20141   0.359055     1782.61     1782.61      0         0         0       0             0        0       0          0        0         0        0     4007             NA       0.960902
 study-1200-23-010-1         study  1200  23       56   0.1    719345     1  0.001    ubi      umdp    1.35791    ubi      fer   0.277914      25     10   3   9  15      17         31    0.860933    0.860933      0         0         0       0             0        0       0          0        0         0        0        9             NA        0.40706
  weee-2400-41-075-4          weee  2400  41  2878785  0.75        16     1  0.001    ubi      umdp    14.2425    ubi      fer    6.58833   88900   8641   3   6  19   88874    1.03744     6.97638     6.97638      0         0         0       0             0        0       0          0        0         0        0       27             NA       0.655371
 study-1600-29-010-5         study  1600  29       56   0.1   1279145     1  0.001    ubi      umdp    2.79758    ubi      fer   0.801738      27     11   3   9  15      17         31     1.55251     1.55251      0         0         0       0             0        0       0          0        0         0        0       11             NA        0.53982
   weee-800-17-075-3          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.287816    ubi      fer   0.147666    9694   1904   3   6  19    9694    1.02114   0.0929128   0.0929128      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0738886
   weee-400-11-100-8          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0416543    ubi      fer   0.022371    1831    830   3   6  19    1831   0.896163  0.00771381  0.00771381      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00307558
  weee-2800-47-100-4          weee  2800  47  3918573     1        28     1  0.001    ubi      umdp    1800.34    ubi      fer    10.8792  141426    802   3   6  19     802  0.0814045     1788.49     1788.49      0         0         0       0             0        0       0          0        0         0        0     5215             NA       0.888498
  weee-4000-65-050-7          weee  4000  65  7997904   0.5        97     1  0.001    ubi      umdp    1800.63    ubi      fer    37.2953  296913  10740   3   6  19   10740   0.207855     1761.14     1761.14      0         0         0       0             0        0       0          0        0         0        0     2414             NA        1.14034
  weee-2800-47-100-1          weee  2800  47  3918579     1        22     1  0.001    ubi      umdp    1521.51    ubi      fer    11.0258  136495   7948   3   6  19  131936    1.08866     1509.52     1509.52      0         0         0       0             0        0       0          0        0         0        0     4562             NA       0.859931
 study-2800-47-010-1         study  2800  47       60   0.1   3918541     1  0.001    ubi      umdp    10.8446    ubi      fer    4.16268      30     14   3   9  15      19         31     4.87258     4.87258      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.11013
  weee-1200-23-075-8          weee  1200  23   719401  0.75         0     1  0.001    ubi      umdp   0.873405    ubi      fer   0.589569   18523   1405   3   6  19   18523   0.949079    0.144438    0.144438      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0915446
  weee-3600-59-100-9          weee  3600  59  6478137     1        64     1  0.001    ubi      umdp    1800.28    ubi      fer    26.0491  231774  24679   3   6  19   24679   0.354954     1772.43     1772.43      0         0         0       0             0        0       0          0        0         0        0     3064             NA        1.09017
   weee-800-17-025-2          weee   800  17   319601  0.25         0     1  0.001    ubi      umdp   0.239053    ubi      fer   0.158917   10067    365   3   6  19   10067    1.04106   0.0318996   0.0318996      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0136103
  weee-1600-29-075-2          weee  1600  29  1279197  0.75         4     1  0.001    ubi      umdp    405.217    ubi      fer    1.91314   43050   3139   3   6  19   38706    1.02262     403.067     403.067      0         0         0       0             0        0       0          0        0         0        0     4345             NA       0.598852
 weee-3600-59-025-10          weee  3600  59  6478145  0.25        56     1  0.001    ubi      umdp     1800.2    ubi      fer    25.0359  212104  35969   3   6  19   35969   0.428248      1773.3      1773.3      0         0         0       0             0        0       0          0        0         0        0     3068             NA       0.983692
  weee-3200-53-075-2          weee  3200  53  5118369  0.75        32     1  0.001    ubi      umdp     709.55    ubi      fer    17.3684  167868   5754   3   6  19  166338    1.06432     690.893     690.893      0         0         0       0             0        0       0          0        0         0        0     1531             NA       0.903085
  study-400-11-000-1         study   400  11       56     0     79745     1  0.001    ubi      umdp   0.423907    ubi      fer  0.0124746      23     10   3   9  15      17         31    0.396179    0.396179      0         0         0       0             0        0       0          0        0         0        0        7             NA       0.326566
  weee-2800-47-100-8          weee  2800  47  3918585     1        16     1  0.001    ubi      umdp    1800.13    ubi      fer    11.0903  132824   6942   3   6  19    6942   0.239372     1788.08     1788.08      0         0         0       0             0        0       0          0        0         0        0     5389             NA       0.849091
  weee-2400-41-025-7          weee  2400  41  2878788  0.25        13     1  0.001    ubi      umdp    86.3863    ubi      fer    6.52933   88650   6396   3   6  19   88313    1.02715     79.1543     79.1543      0         0         0       0             0        0       0          0        0         0        0      340             NA       0.709252
   weee-800-17-050-5          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp   0.264948    ubi      fer   0.167962   10479   1341   3   6  19   10479    1.08147   0.0467327   0.0467327      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0277234
  weee-400-11-100-10          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0471839    ubi      fer  0.0244301    2044    442   3   6  19    2044   0.944965   0.0102824   0.0102824      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00521692
   weee-800-17-050-6          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp    8.71975    ubi      fer   0.181781   10857    655   3   6  19   10363    1.05712     8.48627     8.48627      0         0         0       0             0        0       0          0        0         0        0      495             NA       0.553078
   weee-800-17-050-9          weee   800  17   319600   0.5         1     1  0.001    ubi      umdp   0.262495    ubi      fer   0.165211    6549    112   3   6  19    6549    0.84055   0.0463114   0.0463114      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0271299
 study-1600-29-010-1         study  1600  29       61   0.1   1279140     1  0.001    ubi      umdp    2.70222    ubi      fer    0.81515      29      9   3   9  15      20         31     1.43519     1.43519      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.487468
 study-400-11-010-10         study   400  11       51   0.1     79750     1  0.001    ubi      umdp   0.385697    ubi      fer  0.0140135      20      7   3   9  15      15         31    0.354565    0.354565      0         0         0       0             0        0       0          0        0         0        0        6             NA        0.30896
   weee-400-11-050-2          weee   400  11    79801   0.5         0     1  0.001    ubi      umdp  0.0499592    ubi      fer  0.0263683    2410    260   3   6  19    2410    1.02263   0.0110169   0.0110169      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00577649
  weee-3200-53-025-6          weee  3200  53  5118375  0.25        26     1  0.001    ubi      umdp     1502.2    ubi      fer    16.9618  174055  29968   3   6  19  170719    1.07564     1483.92     1483.92      0         0         0       0             0        0       0          0        0         0        0     3349             NA       0.899601
 study-1200-23-010-8         study  1200  23       56   0.1    719345     1  0.001    ubi      umdp    1.42354    ubi      fer   0.283463      26      8   3   9  15      17         31    0.908807    0.908807      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.432292
study-3200-53-000-10         study  3200  53       60     0   5118341     1  0.001    ubi      umdp    15.3446    ubi      fer    6.24175      31     13   3   9  15      19         31     6.74546     6.74546      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.33614
 study-2000-35-000-9         study  2000  35       57     0   1998944     1  0.001    ubi      umdp    4.71759    ubi      fer    1.54474      28     11   3   9  15      18         31     2.34523     2.34523      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.673149
  weee-2000-35-075-4          weee  2000  35  1998996  0.75         5     1  0.001    ubi      umdp    785.401    ubi      fer    3.56341   68462  20523   3   6  19   63471    1.05773     781.385     781.385      0         0         0       0             0        0       0          0        0         0        0     4997             NA       0.725854
  weee-2000-35-100-2          weee  2000  35  1998992     1         9     1  0.001    ubi      umdp    146.006    ubi      fer    3.64536   63524  15717   3   6  19   62602     1.0462     141.945     141.945      0         0         0       0             0        0       0          0        0         0        0      931             NA       0.614656
   weee-800-17-075-6          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp    8.06155    ubi      fer   0.161465   10857   2238   3   6  19   10363    1.05712      7.8514      7.8514      0         0         0       0             0        0       0          0        0         0        0      495             NA       0.518065
   weee-400-11-100-6          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0484473    ubi      fer  0.0272541    2248     21   3   6  19    2248   0.981995  0.00853969  0.00853969      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00342153
 study-1600-29-000-1         study  1600  29       61     0   1279140     1  0.001    ubi      umdp    2.57949    ubi      fer   0.817712      29     14   3   9  15      20         31      1.3076      1.3076      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.449856
  weee-1600-29-075-3          weee  1600  29  1279195  0.75         6     1  0.001    ubi      umdp    88.6155    ubi      fer    1.86947   37717   5212   3   6  19   36799    1.00263     86.4959     86.4959      0         0         0       0             0        0       0          0        0         0        0      922             NA       0.605702
   weee-400-11-075-2          weee   400  11    79801  0.75         0     1  0.001    ubi      umdp  0.0462964    ubi      fer  0.0245966    2410    740   3   6  19    2410    1.02263   0.0100534   0.0100534      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00531282
   weee-800-17-050-8          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp   0.223757    ubi      fer   0.142808    8715     91   3   6  19    8715   0.974881   0.0333211   0.0333211      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0144377
  weee-3200-53-100-2          weee  3200  53  5118369     1        32     1  0.001    ubi      umdp    712.093    ubi      fer    17.5869  167868  36601   3   6  19  166338    1.06432     693.206     693.206      0         0         0       0             0        0       0          0        0         0        0     1531             NA       0.870969
  weee-1600-29-050-4          weee  1600  29  1279197   0.5         4     1  0.001    ubi      umdp    2.17518    ubi      fer    1.77266   37411   1454   3   6  19   37411    1.00622    0.165151    0.165151      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.078176
  weee-3600-59-025-8          weee  3600  59  6478121  0.25        80     1  0.001    ubi      umdp     1800.1    ubi      fer    26.0545  225539  19427   3   6  19   19427   0.313445     1772.27     1772.27      0         0         0       0             0        0       0          0        0         0        0     2998             NA        1.01194
 study-3200-53-000-2         study  3200  53       59     0   5118342     1  0.001    ubi      umdp     15.017    ubi      fer    6.28973      30      9   3   9  15      19         31     6.28027     6.28027      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.27768
  weee-1200-23-075-1          weee  1200  23   719399  0.75         2     1  0.001    ubi      umdp   0.820996    ubi      fer    0.59653   18837   5883   3   6  19   18837   0.950634   0.0895219   0.0895219      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0399893
   weee-800-17-025-9          weee   800  17   319600  0.25         1     1  0.001    ubi      umdp   0.282762    ubi      fer   0.182082    6549     34   3   6  19    6549    0.84055   0.0474158   0.0474158      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0279055
  weee-2400-41-075-9          weee  2400  41  2878786  0.75        15     1  0.001    ubi      umdp    785.748    ubi      fer    6.41993   84322  21022   3   6  19   80895   0.982603     778.649     778.649      0         0         0       0             0        0       0          0        0         0        0     3430             NA        0.66841
  weee-2400-41-100-1          weee  2400  41  2878787     1        14     1  0.001    ubi      umdp    8.47452    ubi      fer    6.95278   87054  22494   3   6  19   87054    1.02686    0.850842    0.850842      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.639351
  weee-2400-41-025-4          weee  2400  41  2878785  0.25        16     1  0.001    ubi      umdp    14.4718    ubi      fer    6.69298   88900  26379   3   6  19   88874    1.03744      7.0454      7.0454      0         0         0       0             0        0       0          0        0         0        0       27             NA         0.6553
  weee-2000-35-025-1          weee  2000  35  1998995  0.25         6     1  0.001    ubi      umdp    171.391    ubi      fer    3.70895   59846  15451   3   6  19   58751    1.00145     167.237     167.237      0         0         0       0             0        0       0          0        0         0        0     1098             NA       0.592906
  weee-2400-41-050-4          weee  2400  41  2878785   0.5        16     1  0.001    ubi      umdp    14.5015    ubi      fer    6.68818   88900  31130   3   6  19   88874    1.03744     7.11963     7.11963      0         0         0       0             0        0       0          0        0         0        0       27             NA       0.669444
   weee-800-17-100-9          weee   800  17   319600     1         1     1  0.001    ubi      umdp   0.261066    ubi      fer   0.161366    6549    690   3   6  19    6549    0.84055   0.0468339   0.0468339      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0271645
  weee-4000-65-050-8          weee  4000  65  7997895   0.5       106     1  0.001    ubi      umdp    1800.73    ubi      fer    37.2361  293601  51579   3   6  19   51579   0.464116     1761.32     1761.32      0         0         0       0             0        0       0          0        0         0        0     2392             NA        1.13702
  weee-3200-53-025-2          weee  3200  53  5118369  0.25        32     1  0.001    ubi      umdp    707.876    ubi      fer    17.5635  167868  13495   3   6  19  166338    1.06432     688.981     688.981      0         0         0       0             0        0       0          0        0         0        0     1531             NA          0.879
  weee-2000-35-025-9          weee  2000  35  1998992  0.25         9     1  0.001    ubi      umdp    4.74711    ubi      fer      3.743   65324  16591   3   6  19   65324    1.07328     0.59497     0.59497      0         0         0       0             0        0       0          0        0         0        0        1             NA        0.46178
  weee-3200-53-075-4          weee  3200  53  5118361  0.75        40     1  0.001    ubi      umdp     1800.3    ubi      fer     17.612  179204   1979   3   6  19    1979   0.109063     1781.41     1781.41      0         0         0       0             0        0       0          0        0         0        0     4014             NA       0.873448
   weee-400-11-100-4          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0464555    ubi      fer  0.0258739    1990    391   3   6  19    1990   0.925352  0.00818475  0.00818475      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00328205
  weee-2000-35-075-5          weee  2000  35  1998997  0.75         4     1  0.001    ubi      umdp    373.074    ubi      fer    3.66581   70090   6491   3   6  19   67758    1.09168     368.959     368.959      0         0         0       0             0        0       0          0        0         0        0     2340             NA       0.705922
  weee-2400-41-075-1          weee  2400  41  2878787  0.75        14     1  0.001    ubi      umdp    8.35368    ubi      fer    6.89206   87054   5872   3   6  19   87054    1.02686    0.809456    0.809456      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.602283
 study-1600-29-000-5         study  1600  29       56     0   1279145     1  0.001    ubi      umdp    2.81447    ubi      fer   0.799983      27     10   3   9  15      17         31     1.55648     1.55648      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.495959
   weee-400-11-075-5          weee   400  11    79801  0.75         0     1  0.001    ubi      umdp  0.0475642    ubi      fer  0.0260772    2361    632   3   6  19    2361    1.03687  0.00862555  0.00862555      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00344424
   weee-800-17-050-4          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp   0.260179    ubi      fer   0.165387    6975   1027   3   6  19    6975   0.868085   0.0373057   0.0373057      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0173769
  weee-3200-53-050-5          weee  3200  53  5118377   0.5        24     1  0.001    ubi      umdp    1800.06    ubi      fer    17.2047  171809  54382   3   6  19   54382   0.596041     1781.51     1781.51      0         0         0       0             0        0       0          0        0         0        0     3982             NA       0.841934
study-3600-59-010-10         study  3600  59       59   0.1   6478142     1  0.001    ubi      umdp    20.9915    ubi      fer    9.12968      31     13   3   9  15      19         31     8.59958     8.59958      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.53508
 study-1200-23-000-4         study  1200  23       56     0    719345     1  0.001    ubi      umdp    1.39905    ubi      fer   0.278783      26      9   3   9  15      17         31    0.900317    0.900317      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.397315
  weee-1200-23-025-5          weee  1200  23   719400  0.25         1     1  0.001    ubi      umdp   0.766279    ubi      fer   0.559307   17147   2704   3   6  19   17147   0.910504   0.0820926   0.0820926      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0361653
  weee-1600-29-100-6          weee  1600  29  1279198     1         3     1  0.001    ubi      umdp    252.465    ubi      fer    1.80806   44332  11636   3   6  19   41577    1.07343     250.393     250.393      0         0         0       0             0        0       0          0        0         0        0     2760             NA       0.643384
 study-1600-29-000-2         study  1600  29       56     0   1279145     1  0.001    ubi      umdp    2.98764    ubi      fer   0.790268      29     13   3   9  15      18         31      1.7375      1.7375      0         0         0       0             0        0       0          0        0         0        0       12             NA       0.521512
   weee-800-17-025-4          weee   800  17   319601  0.25         0     1  0.001    ubi      umdp   0.250371    ubi      fer    0.16517    6975    850   3   6  19    6975   0.868085   0.0335057   0.0335057      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0146842
   weee-400-11-025-1          weee   400  11    79801  0.25         0     1  0.001    ubi      umdp   0.058121    ubi      fer  0.0264881    3076    360   3   6  19    3076    1.17441   0.0160631   0.0160631      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00990111
   weee-800-17-050-3          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp   0.292825    ubi      fer   0.148402    9694   2696   3   6  19    9694    1.02114   0.0981509   0.0981509      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0802013
study-1600-29-010-10         study  1600  29       57   0.1   1279144     1  0.001    ubi      umdp    2.65308    ubi      fer   0.781566      27     10   3   9  15      18         31     1.42374     1.42374      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.515629
 study-3600-59-000-1         study  3600  59       61     0   6478140     1  0.001    ubi      umdp    20.3038    ubi      fer    9.09774      32     15   3   9  15      21         31     7.90987     7.90987      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.46939
  weee-3200-53-025-8          weee  3200  53  5118364  0.25        37     1  0.001    ubi      umdp    1800.23    ubi      fer    16.4818  178575  18029   3   6  19   18029   0.339787     1782.34     1782.34      0         0         0       0             0        0       0          0        0         0        0     4007             NA       0.960229
  weee-2000-35-075-2          weee  2000  35  1998992  0.75         9     1  0.001    ubi      umdp    144.234    ubi      fer    3.59329   63524   2096   3   6  19   62602     1.0462      140.23      140.23      0         0         0       0             0        0       0          0        0         0        0      931             NA       0.666117
  weee-1600-29-050-3          weee  1600  29  1279195   0.5         6     1  0.001    ubi      umdp    86.7229    ubi      fer    1.83239   37717   7462   3   6  19   36799    1.00263     84.6423     84.6423      0         0         0       0             0        0       0          0        0         0        0      922             NA       0.594952
 weee-1600-29-050-10          weee  1600  29  1279200   0.5         1     1  0.001    ubi      umdp    2.45955    ubi      fer    1.78825   39733  10930   3   6  19   39733    1.04167    0.434025    0.434025      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.344014
  weee-3600-59-075-9          weee  3600  59  6478137  0.75        64     1  0.001    ubi      umdp    1800.21    ubi      fer    26.1298  231774  38105   3   6  19   38105   0.442431     1772.24     1772.24      0         0         0       0             0        0       0          0        0         0        0     3068             NA        1.06474
  study-400-11-000-6         study   400  11       50     0     79751     1  0.001    ubi      umdp   0.397361    ubi      fer    0.01507      20     10   3   9  15      15         31    0.364118    0.364118      0         0         0       0             0        0       0          0        0         0        0        6             NA       0.334602
  weee-2800-47-075-5          weee  2800  47  3918584  0.75        17     1  0.001    ubi      umdp    1800.24    ubi      fer    10.9025  134434  17612   3   6  19   17612   0.386025     1788.35     1788.35      0         0         0       0             0        0       0          0        0         0        0     5308             NA       0.815216
   weee-800-17-050-7          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp   0.305018    ubi      fer    0.14731    9088   1381   3   6  19    9088   0.992865    0.110168    0.110168      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0904829
 study-4000-65-010-9         study  4000  65       60   0.1   7997941     1  0.001    ubi      umdp    27.0507    ubi      fer    12.6385      31     12   3   9  15      19         31     10.2574     10.2574      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.60395
 study-2000-35-010-6         study  2000  35       59   0.1   1998942     1  0.001    ubi      umdp     4.5973    ubi      fer      1.522      30     13   3   9  15      20         31     2.31223     2.31223      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.602315
  weee-2000-35-100-7          weee  2000  35  1998995     1         6     1  0.001    ubi      umdp    4.48027    ubi      fer    3.80266   58792   8612   3   6  19   58792    1.01506    0.288026    0.288026      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.143155
   weee-800-17-075-8          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.243984    ubi      fer   0.165002    8715   2549   3   6  19    8715   0.974881   0.0313476   0.0313476      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0133483
 study-2000-35-000-2         study  2000  35       58     0   1998943     1  0.001    ubi      umdp    4.64761    ubi      fer    1.55704      28     13   3   9  15      18         31     2.26332     2.26332      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.667472
  weee-3600-59-025-5          weee  3600  59  6478139  0.25        62     1  0.001    ubi      umdp    73.9414    ubi      fer     26.264  184209  12746   3   6  19  184133   0.992109     45.9098     45.9098      0         0         0       0             0        0       0          0        0         0        0       77             NA       0.912627
  study-800-17-000-5         study   800  17       54     0    319547     1  0.001    ubi      umdp     0.6695    ubi      fer  0.0878031      24     13   3   9  15      17         31    0.502263    0.502263      0         0         0       0             0        0       0          0        0         0        0        8             NA        0.34631
  weee-4000-65-050-4          weee  4000  65  7997891   0.5       110     1  0.001    ubi      umdp    1800.23    ubi      fer      36.66  288015  31264   3   6  19   31264   0.359533     1761.18     1761.18      0         0         0       0             0        0       0          0        0         0        0     2422             NA        1.22583
  weee-4000-65-025-3          weee  4000  65  7997907  0.25        94     1  0.001    ubi      umdp    1800.32    ubi      fer    37.2237  269334  24313   3   6  19   24313   0.315362     1760.88     1760.88      0         0         0       0             0        0       0          0        0         0        0     2461             NA        1.10332
 study-1200-23-010-9         study  1200  23       58   0.1    719343     1  0.001    ubi      umdp    1.41846    ubi      fer   0.267885      28     12   3   9  15      19         31    0.916537    0.916537      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.417947
  study-400-11-010-7         study   400  11       50   0.1     79751     1  0.001    ubi      umdp   0.395037    ubi      fer  0.0140577      20      9   3   9  15      15         31    0.363856    0.363856      0         0         0       0             0        0       0          0        0         0        0        6             NA       0.339564
  weee-3200-53-100-4          weee  3200  53  5118361     1        40     1  0.001    ubi      umdp    1800.43    ubi      fer    17.6166  179204  25672   3   6  19   25672   0.405681     1781.57     1781.57      0         0         0       0             0        0       0          0        0         0        0     4003             NA       0.857844
  weee-3200-53-050-9          weee  3200  53  5118362   0.5        39     1  0.001    ubi      umdp    1800.49    ubi      fer    17.4449  192066  19548   3   6  19   19548   0.354212      1781.7      1781.7      0         0         0       0             0        0       0          0        0         0        0     3898             NA       0.877363
  weee-1200-23-025-1          weee  1200  23   719399  0.25         2     1  0.001    ubi      umdp   0.833051    ubi      fer   0.594396   18837   1892   3   6  19   18837   0.950634   0.0882573   0.0882573      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.039091
  weee-2800-47-100-2          weee  2800  47  3918567     1        34     1  0.001    ubi      umdp    1800.11    ubi      fer    11.1617  140403  13983   3   6  19   13983   0.340555     1788.04     1788.04      0         0         0       0             0        0       0          0        0         0        0     5334             NA       0.866593
  study-400-11-010-3         study   400  11       53   0.1     79748     1  0.001    ubi      umdp   0.381407    ubi      fer  0.0161599      20      9   3   9  15      15         31    0.348306    0.348306      0         0         0       0             0        0       0          0        0         0        0        6             NA       0.324202
 study-800-17-010-10         study   800  17       55   0.1    319546     1  0.001    ubi      umdp   0.667099    ubi      fer  0.0950375      24      8   3   9  15      17         31    0.488465    0.488465      0         0         0       0             0        0       0          0        0         0        0        8             NA       0.338449
  weee-2000-35-075-7          weee  2000  35  1998995  0.75         6     1  0.001    ubi      umdp    4.51091    ubi      fer    3.79193   58792  21329   3   6  19   58792    1.01506    0.280211    0.280211      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.147362
  weee-2800-47-075-3          weee  2800  47  3918567  0.75        34     1  0.001    ubi      umdp    1800.05    ubi      fer     10.739  127382    458   3   6  19     458  0.0629561     1788.27     1788.27      0         0         0       0             0        0       0          0        0         0        0     5403             NA       0.773762
  weee-3200-53-025-5          weee  3200  53  5118377  0.25        24     1  0.001    ubi      umdp     1800.3    ubi      fer    17.4629  171809  34299   3   6  19   34299   0.469007     1781.48     1781.48      0         0         0       0             0        0       0          0        0         0        0     3976             NA       0.846281
  weee-4000-65-025-2          weee  4000  65  7997897  0.25       104     1  0.001    ubi      umdp    1800.49    ubi      fer    37.6053  301117  43838   3   6  19   43838   0.424801     1760.62     1760.62      0         0         0       0             0        0       0          0        0         0        0     2460             NA         1.0935
 study-4000-65-010-1         study  4000  65       62   0.1   7997939     1  0.001    ubi      umdp    27.5592    ubi      fer    12.8348      33     14   3   9  15      21         31     10.5447     10.5447      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.62449
  weee-3200-53-075-3          weee  3200  53  5118372  0.75        29     1  0.001    ubi      umdp     669.11    ubi      fer    17.4552  165692   6263   3   6  19  164219    1.05409      650.33      650.33      0         0         0       0             0        0       0          0        0         0        0     1484             NA       0.938997
  study-400-11-000-3         study   400  11       53     0     79748     1  0.001    ubi      umdp   0.415386    ubi      fer  0.0143757      20      9   3   9  15      15         31     0.38411     0.38411      0         0         0       0             0        0       0          0        0         0        0        6             NA       0.356629
 study-3200-53-000-8         study  3200  53       60     0   5118341     1  0.001    ubi      umdp    15.5765    ubi      fer    6.25746      32      9   3   9  15      20         31     6.94125     6.94125      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.40012
   weee-400-11-050-1          weee   400  11    79801   0.5         0     1  0.001    ubi      umdp  0.0555842    ubi      fer  0.0272578    3076     35   3   6  19    3076    1.17441   0.0149365   0.0149365      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00975615
  weee-4000-65-100-7          weee  4000  65  7997904     1        97     1  0.001    ubi      umdp    1800.08    ubi      fer     37.552  296913  53542   3   6  19   53542   0.471005     1760.37     1760.37      0         0         0       0             0        0       0          0        0         0        0     2414             NA        1.12355
   weee-800-17-025-5          weee   800  17   319601  0.25         0     1  0.001    ubi      umdp   0.235237    ubi      fer   0.144301   10479    435   3   6  19   10479    1.08147   0.0439202   0.0439202      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0257189
  study-400-11-010-2         study   400  11       52   0.1     79749     1  0.001    ubi      umdp   0.356241    ubi      fer  0.0129859      21      9   3   9  15      16         31    0.327873    0.327873      0         0         0       0             0        0       0          0        0         0        0        6             NA       0.298394
  weee-2800-47-050-7          weee  2800  47  3918571   0.5        30     1  0.001    ubi      umdp    126.881    ubi      fer    11.0246  133815  30922   3   6  19  133488    1.09893     114.869     114.869      0         0         0       0             0        0       0          0        0         0        0      340             NA       0.890131
  weee-1200-23-050-7          weee  1200  23   719398   0.5         3     1  0.001    ubi      umdp   0.890237    ubi      fer   0.599585   22100   3389   3   6  19   22100    1.03646    0.162235    0.162235      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.112988
  weee-3200-53-025-7          weee  3200  53  5118363  0.25        38     1  0.001    ubi      umdp    926.373    ubi      fer    17.2652  168866  16693   3   6  19  166873    1.07026     907.728     907.728      0         0         0       0             0        0       0          0        0         0        0     1995             NA       0.957875
