            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType       time  ubAlg  umdpAlg     ubTime      ub     lb  p1  p2  p3    disp   dispReal    umdpTime  timeLastEC  ecTtb  ecIterTb  ecNumAlt  ecTime  ecInsertTime  ecNodes  lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
  weee-3600-59-100-1          weee  3600  59  6478133     1        68     1  0.001    ubi      umdp    1800.34    ubi      fer    26.5035  238664  23250   3   6  19   23250   0.341228     1772.12     1772.12      0         0         0       0             0        0       0          0        0         0        0     3059             NA        1.07206
  weee-2000-35-050-4          weee  2000  35  1998996   0.5         5     1  0.001    ubi      umdp     777.44    ubi      fer    3.54281   68462   7672   3   6  19   63471    1.05773     773.402     773.402      0         0         0       0             0        0       0          0        0         0        0     4997             NA       0.667746
  weee-2000-35-075-1          weee  2000  35  1998995  0.75         6     1  0.001    ubi      umdp    172.072    ubi      fer    3.71822   59846   9506   3   6  19   58751    1.00145     167.942     167.942      0         0         0       0             0        0       0          0        0         0        0     1098             NA       0.597089
   weee-800-17-075-4          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.237853    ubi      fer   0.146571    6975   3348   3   6  19    6975   0.868085   0.0387543   0.0387543      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0175405
 study-3200-53-000-1         study  3200  53       61     0   5118340     1  0.001    ubi      umdp    15.7793    ubi      fer    6.31433      31     13   3   9  15      19         31     6.99826     6.99826      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.41244
 study-1200-23-000-9         study  1200  23       58     0    719343     1  0.001    ubi      umdp    1.40965    ubi      fer   0.285399      28     11   3   9  15      19         31    0.916119    0.916119      0         0         0       0             0        0       0          0        0         0        0       10             NA         0.4027
   weee-400-11-050-8          weee   400  11    79801   0.5         0     1  0.001    ubi      umdp  0.0424021    ubi      fer    0.02227    1831    480   3   6  19    1831   0.896163  0.00849825  0.00849825      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00347931
   weee-400-11-100-9          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0539346    ubi      fer  0.0304578    1808    215   3   6  19    1808   0.871153  0.00925525  0.00925525      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00378078
 study-4000-65-010-7         study  4000  65       63   0.1   7997938     1  0.001    ubi      umdp     26.814    ubi      fer    12.6709      32     11   3   9  15      21         32     9.87701     9.87701      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.63478
 study-2000-35-010-7         study  2000  35       58   0.1   1998943     1  0.001    ubi      umdp    4.67786    ubi      fer    1.53743      29      8   3   9  15      19         31     2.36665     2.36665      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.656478
 study-1600-29-000-8         study  1600  29       57     0   1279144     1  0.001    ubi      umdp    2.77145    ubi      fer   0.775502      28      4   3   9  15      18         31     1.60396     1.60396      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.522495
   weee-400-11-025-9          weee   400  11    79801  0.25         0     1  0.001    ubi      umdp   0.049356    ubi      fer  0.0279465    1808     37   3   6  19    1808   0.871153  0.00837867  0.00837867      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00333393
  weee-3600-59-050-4          weee  3600  59  6478145   0.5        56     1  0.001    ubi      umdp    1800.36    ubi      fer    26.1006  221389  29052   3   6  19   29052   0.383328      1772.5      1772.5      0         0         0       0             0        0       0          0        0         0        0     3033             NA        1.05057
 study-2400-41-010-4         study  2400  41       61   0.1   2878740     1  0.001    ubi      umdp    7.59155    ubi      fer    2.60899      30     11   3   9  15      19         31     3.71848     3.71848      0         0         0       0             0        0       0          0        0         0        0       12             NA       0.946143
 study-3200-53-010-2         study  3200  53       59   0.1   5118342     1  0.001    ubi      umdp    15.0255    ubi      fer    6.30881      30     11   3   9  15      19         31     6.33564     6.33564      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.32067
   weee-400-11-100-7          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0451416    ubi      fer  0.0244008    2362    232   3   6  19    2362    1.01333  0.00833459  0.00833459      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00338956
  weee-1600-29-025-9          weee  1600  29  1279196  0.25         5     1  0.001    ubi      umdp    2.22573    ubi      fer    1.74809   33579   4546   3   6  19   33579   0.942502    0.203303    0.203303      0         0         0       0             0        0       0          0        0         0        0        1             NA         0.1144
 study-2400-41-010-8         study  2400  41       61   0.1   2878740     1  0.001    ubi      umdp    7.25366    ubi      fer    2.64355      29     10   3   9  15      19         31     3.36977     3.36977      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.834772
 weee-2800-47-025-10          weee  2800  47  3918581  0.25        20     1  0.001    ubi      umdp     12.257    ubi      fer    10.6691  114566  23967   3   6  19  114566    1.01032    0.591094    0.591094      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.310511
  weee-2800-47-075-7          weee  2800  47  3918571  0.75        30     1  0.001    ubi      umdp    126.287    ubi      fer    10.9765  133815  25518   3   6  19  133488    1.09893     114.329     114.329      0         0         0       0             0        0       0          0        0         0        0      340             NA       0.818538
 weee-2000-35-100-10          weee  2000  35  1998996     1         5     1  0.001    ubi      umdp    4.33984    ubi      fer    3.62812   57297   5996   3   6  19   57297    0.99847    0.291489    0.291489      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.154639
  weee-4000-65-025-8          weee  4000  65  7997895  0.25       106     1  0.001    ubi      umdp    1800.13    ubi      fer    36.8737  293601  59057   3   6  19   59057   0.497552     1760.94     1760.94      0         0         0       0             0        0       0          0        0         0        0     2395             NA        1.14794
  weee-3600-59-050-9          weee  3600  59  6478137   0.5        64     1  0.001    ubi      umdp    1800.19    ubi      fer    26.1895  231774  26549   3   6  19   26549   0.368512     1772.14     1772.14      0         0         0       0             0        0       0          0        0         0        0     3072             NA        1.06804
   weee-400-11-050-4          weee   400  11    79801   0.5         0     1  0.001    ubi      umdp  0.0430464    ubi      fer  0.0226356    1990    439   3   6  19    1990   0.925352  0.00845671  0.00845671      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00332443
  weee-1200-23-050-8          weee  1200  23   719401   0.5         0     1  0.001    ubi      umdp   0.855633    ubi      fer   0.594917   18523    909   3   6  19   18523   0.949079     0.12625     0.12625      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0788665
  weee-1200-23-025-2          weee  1200  23   719401  0.25         0     1  0.001    ubi      umdp   0.777725    ubi      fer   0.557191   20401   2830   3   6  19   20401   0.992155   0.0851386   0.0851386      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0382661
  weee-3600-59-050-5          weee  3600  59  6478139   0.5        62     1  0.001    ubi      umdp     73.164    ubi      fer    26.5699  184209  55300   3   6  19  184133   0.992109     44.8831     44.8831      0         0         0       0             0        0       0          0        0         0        0       77             NA       0.880468
  weee-1200-23-100-8          weee  1200  23   719401     1         0     1  0.001    ubi      umdp   0.830226    ubi      fer   0.553168   18523   6660   3   6  19   18523   0.949079    0.142631    0.142631      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0942388
  weee-800-17-075-10          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.255682    ubi      fer   0.168664    9439   2495   3   6  19    9439    1.01164   0.0403662   0.0403662      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0215664
   weee-400-11-075-6          weee   400  11    79801  0.75         0     1  0.001    ubi      umdp  0.0527926    ubi      fer  0.0294785    2248    538   3   6  19    2248   0.981995    0.009608    0.009608      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00389452
  weee-800-17-050-10          weee   800  17   319601   0.5         0     1  0.001    ubi      umdp   0.256872    ubi      fer   0.164009    9439   1321   3   6  19    9439    1.01164   0.0427143   0.0427143      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0235214
  study-400-11-000-7         study   400  11       50     0     79751     1  0.001    ubi      umdp     0.3943    ubi      fer  0.0142263      20      9   3   9  15      15         31    0.362197    0.362197      0         0         0       0             0        0       0          0        0         0        0        6             NA       0.331534
   weee-400-11-100-5          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0414205    ubi      fer  0.0221841    2361    839   3   6  19    2361    1.03687  0.00769139  0.00769139      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0031066
  weee-3200-53-075-9          weee  3200  53  5118362  0.75        39     1  0.001    ubi      umdp    1800.25    ubi      fer    17.4958  192066  30347   3   6  19   30347   0.441622     1781.41     1781.41      0         0         0       0             0        0       0          0        0         0        0     3898             NA       0.959785
  study-800-17-010-9         study   800  17       56   0.1    319545     1  0.001    ubi      umdp   0.654557    ubi      fer  0.0836626      25      7   3   9  15      18         31     0.49974     0.49974      0         0         0       0             0        0       0          0        0         0        0        8             NA       0.347204
  weee-4000-65-050-9          weee  4000  65  7997881   0.5       120     1  0.001    ubi      umdp    1800.62    ubi      fer    35.7762  300652  48767   3   6  19   48767   0.447425     1762.56     1762.56      0         0         0       0             0        0       0          0        0         0        0     2490             NA         1.1474
 study-2800-47-010-7         study  2800  47       59   0.1   3918542     1  0.001    ubi      umdp    10.7474    ubi      fer    4.12621      30     13   3   9  15      19         31     4.82841     4.82841      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.03508
  weee-1200-23-100-1          weee  1200  23   719399     1         2     1  0.001    ubi      umdp   0.845389    ubi      fer   0.615428   18837   2955   3   6  19   18837   0.950634   0.0908918   0.0908918      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0404315
   weee-400-11-075-3          weee   400  11    79801  0.75         0     1  0.001    ubi      umdp  0.0469614    ubi      fer  0.0262694    2065    351   3   6  19    2065   0.944323  0.00832471  0.00832471      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00332062
 study-1600-29-000-3         study  1600  29       56     0   1279145     1  0.001    ubi      umdp    2.85801    ubi      fer   0.812843      27      9   3   9  15      17         31     1.57339     1.57339      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.529493
  weee-3600-59-050-1          weee  3600  59  6478133   0.5        68     1  0.001    ubi      umdp    1800.54    ubi      fer     26.398  238664  45213   3   6  19   45213   0.480535     1772.43     1772.43      0         0         0       0             0        0       0          0        0         0        0     3056             NA        1.04618
 study-2000-35-010-3         study  2000  35       61   0.1   1998940     1  0.001    ubi      umdp    4.95202    ubi      fer    1.52781      31     14   3   9  15      20         31     2.62327     2.62327      0         0         0       0             0        0       0          0        0         0        0       12             NA       0.713679
  weee-3200-53-075-5          weee  3200  53  5118377  0.75        24     1  0.001    ubi      umdp    1800.37    ubi      fer    17.3456  171809  34872   3   6  19   34872   0.473144     1781.75     1781.75      0         0         0       0             0        0       0          0        0         0        0     3970             NA       0.842797
  weee-1600-29-025-8          weee  1600  29  1279196  0.25         5     1  0.001    ubi      umdp     2.3473    ubi      fer    1.79209   39314  12052   3   6  19   39314    1.03645    0.297966    0.297966      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.212392
  weee-1600-29-050-2          weee  1600  29  1279197   0.5         4     1  0.001    ubi      umdp    399.806    ubi      fer    1.86344   43050  10881   3   6  19   38706    1.02262     397.695     397.695      0         0         0       0             0        0       0          0        0         0        0     4345             NA       0.584182
 weee-3200-53-025-10          weee  3200  53  5118370  0.25        31     1  0.001    ubi      umdp    1800.44    ubi      fer    17.9707  167640  30660   3   6  19   30660   0.443766     1781.12     1781.12      0         0         0       0             0        0       0          0        0         0        0     3870             NA       0.930378
  weee-2800-47-100-9          weee  2800  47  3918580     1        21     1  0.001    ubi      umdp    1066.88    ubi      fer    10.9788  124723  15626   3   6  19  121574    1.04356     1054.92     1054.92      0         0         0       0             0        0       0          0        0         0        0     3169             NA       0.786252
  weee-1600-29-050-9          weee  1600  29  1279196   0.5         5     1  0.001    ubi      umdp    2.30281    ubi      fer    1.82406   33579   2328   3   6  19   33579   0.942502    0.203554    0.203554      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.113549
 study-3600-59-010-9         study  3600  59       61   0.1   6478140     1  0.001    ubi      umdp    20.6953    ubi      fer    9.04485      32     15   3   9  15      20         31     8.58172     8.58172      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.56878
 study-2400-41-000-9         study  2400  41       60     0   2878741     1  0.001    ubi      umdp    7.40449    ubi      fer    2.62686      31      9   3   9  15      20         31     3.57967     3.57967      0         0         0       0             0        0       0          0        0         0        0       12             NA       0.907546
  weee-4000-65-075-5          weee  4000  65  7997903  0.75        98     1  0.001    ubi      umdp    1800.27    ubi      fer    37.5692  286621  44930   3   6  19   44930   0.429852     1760.57     1760.57      0         0         0       0             0        0       0          0        0         0        0     2470             NA        1.11428
  weee-2400-41-100-4          weee  2400  41  2878785     1        16     1  0.001    ubi      umdp    14.3029    ubi      fer    6.62913   88900  13523   3   6  19   88874    1.03744     6.95841     6.95841      0         0         0       0             0        0       0          0        0         0        0       27             NA       0.627117
  weee-2000-35-025-4          weee  2000  35  1998996  0.25         5     1  0.001    ubi      umdp    783.963    ubi      fer    3.56771   68462  12223   3   6  19   63471    1.05773     779.939     779.939      0         0         0       0             0        0       0          0        0         0        0     4997             NA       0.673139
  weee-3200-53-075-6          weee  3200  53  5118375  0.75        26     1  0.001    ubi      umdp    1491.45    ubi      fer    17.1347  174055  19295   3   6  19  170719    1.07564     1472.99     1472.99      0         0         0       0             0        0       0          0        0         0        0     3349             NA       0.894514
 study-1600-29-010-8         study  1600  29       57   0.1   1279144     1  0.001    ubi      umdp    2.69248    ubi      fer    0.77546      28     10   3   9  15      18         31     1.53094     1.53094      0         0         0       0             0        0       0          0        0         0        0       11             NA       0.537539
  weee-4000-65-100-2          weee  4000  65  7997897     1       104     1  0.001    ubi      umdp    1800.35    ubi      fer    37.5167  301117  16761   3   6  19   16761   0.262855     1760.63     1760.63      0         0         0       0             0        0       0          0        0         0        0     2472             NA        1.08914
 weee-2000-35-025-10          weee  2000  35  1998996  0.25         5     1  0.001    ubi      umdp    4.20857    ubi      fer    3.52265   57297  19892   3   6  19   57297    0.99847    0.261335    0.261335      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.128769
 study-2800-47-010-4         study  2800  47       60   0.1   3918541     1  0.001    ubi      umdp    10.9571    ubi      fer    4.21652      30     13   3   9  15      19         31     4.92541     4.92541      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.11097
 study-2800-47-000-3         study  2800  47       61     0   3918540     1  0.001    ubi      umdp    10.9404    ubi      fer    4.20478      30      9   3   9  15      19         31     5.00352     5.00352      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.07519
  weee-1200-23-050-2          weee  1200  23   719401   0.5         0     1  0.001    ubi      umdp   0.774854    ubi      fer    0.54341   20401   3200   3   6  19   20401   0.992155   0.0901153   0.0901153      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0380558
   weee-400-11-100-3          weee   400  11    79801     1         0     1  0.001    ubi      umdp  0.0473702    ubi      fer  0.0258976    2065    704   3   6  19    2065   0.944323  0.00856919  0.00856919      0         0         0       0             0        0       0          0        0         0        0        1             NA     0.00333789
  weee-2800-47-050-3          weee  2800  47  3918567   0.5        34     1  0.001    ubi      umdp    1800.38    ubi      fer    10.7094  127382  25100   3   6  19   25100   0.463321     1788.66     1788.66      0         0         0       0             0        0       0          0        0         0        0     5413             NA       0.787306
 study-3600-59-010-7         study  3600  59       65   0.1   6478136     1  0.001    ubi      umdp     20.878    ubi      fer    9.01656      34     17   3   9  15      22         31     8.56487     8.56487      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.51206
  weee-3600-59-075-1          weee  3600  59  6478133  0.75        68     1  0.001    ubi      umdp    1800.31    ubi      fer    26.0862  238664  36911   3   6  19   36911   0.433656     1772.55     1772.55      0         0         0       0             0        0       0          0        0         0        0     3072             NA        1.00124
  weee-1200-23-025-3          weee  1200  23   719398  0.25         3     1  0.001    ubi      umdp   0.961565    ubi      fer   0.592521   23499   4960   3   6  19   23499    1.07397    0.224047    0.224047      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.173711
 weee-4000-65-100-10          weee  4000  65  7997920     1        81     1  0.001    ubi      umdp    1800.24    ubi      fer    37.2044  254456   6798   3   6  19    6798    0.16502     1760.83     1760.83      0         0         0       0             0        0       0          0        0         0        0     2485             NA        1.10969
  weee-3600-59-050-3          weee  3600  59  6478127   0.5        74     1  0.001    ubi      umdp    1800.14    ubi      fer    26.5281  216931  16925   3   6  19   16925   0.291957     1771.81     1771.81      0         0         0       0             0        0       0          0        0         0        0     3089             NA       0.971494
  weee-4000-65-075-9          weee  4000  65  7997881  0.75       120     1  0.001    ubi      umdp    1800.66    ubi      fer    35.7722  300652  52047   3   6  19   52047    0.46255     1762.64     1762.64      0         0         0       0             0        0       0          0        0         0        0     2490             NA        1.15636
  weee-3600-59-100-3          weee  3600  59  6478127     1        74     1  0.001    ubi      umdp    1800.17    ubi      fer    26.4631  216931  55161   3   6  19   55161   0.531842      1771.9      1771.9      0         0         0       0             0        0       0          0        0         0        0     3095             NA        1.01972
 weee-3200-53-100-10          weee  3200  53  5118370     1        31     1  0.001    ubi      umdp    1800.33    ubi      fer    17.7427  167640  20818   3   6  19   20818   0.364863     1781.29     1781.29      0         0         0       0             0        0       0          0        0         0        0     3881             NA       0.919825
 study-2800-47-010-9         study  2800  47       59   0.1   3918542     1  0.001    ubi      umdp    11.0429    ubi      fer    4.17174      31     12   3   9  15      19         31     5.23067     5.23067      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.16496
  weee-2000-35-100-5          weee  2000  35  1998997     1         4     1  0.001    ubi      umdp    372.095    ubi      fer    3.65339   70090   7448   3   6  19   67758    1.09168      368.02      368.02      0         0         0       0             0        0       0          0        0         0        0     2340             NA       0.661679
 weee-2800-47-100-10          weee  2800  47  3918581     1        20     1  0.001    ubi      umdp    12.2602    ubi      fer    10.6718  114566  28124   3   6  19  114566    1.01032    0.579504    0.579504      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.307107
 study-3600-59-010-3         study  3600  59       62   0.1   6478139     1  0.001    ubi      umdp    21.0246    ubi      fer    9.05138      32     14   3   9  15      20         31      8.7288      8.7288      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.57001
  weee-3200-53-050-8          weee  3200  53  5118364   0.5        37     1  0.001    ubi      umdp    1800.27    ubi      fer    16.4256  178575  29467   3   6  19   29467   0.436536     1782.52     1782.52      0         0         0       0             0        0       0          0        0         0        0     3998             NA       0.982929
  weee-1600-29-025-2          weee  1600  29  1279197  0.25         4     1  0.001    ubi      umdp    402.878    ubi      fer    1.84803   43050   4329   3   6  19   38706    1.02262     400.794     400.794      0         0         0       0             0        0       0          0        0         0        0     4345             NA       0.540628
  weee-2000-35-025-8          weee  2000  35  1998995  0.25         6     1  0.001    ubi      umdp    4.93604    ubi      fer    3.71903   63272   6801   3   6  19   63272    1.05148    0.757723    0.757723      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.621354
  weee-2800-47-050-2          weee  2800  47  3918567   0.5        34     1  0.001    ubi      umdp    1800.28    ubi      fer    11.2742  140403  17088   3   6  19   17088   0.377933     1788.02     1788.02      0         0         0       0             0        0       0          0        0         0        0     5336             NA        0.82651
  weee-2800-47-100-7          weee  2800  47  3918571     1        30     1  0.001    ubi      umdp    127.153    ubi      fer    10.8694  133815  32825   3   6  19  133488    1.09893     115.329     115.329      0         0         0       0             0        0       0          0        0         0        0      340             NA       0.879585
  weee-2800-47-075-6          weee  2800  47  3918579  0.75        22     1  0.001    ubi      umdp    708.368    ubi      fer    11.0366  119413  17563   3   6  19  117272    1.02094     696.302     696.302      0         0         0       0             0        0       0          0        0         0        0     2142             NA       0.719766
  weee-3200-53-075-7          weee  3200  53  5118363  0.75        38     1  0.001    ubi      umdp    929.182    ubi      fer    17.0322  168866  45715   3   6  19  166873    1.07026     910.882     910.882      0         0         0       0             0        0       0          0        0         0        0     1995             NA       0.978847
study-1600-29-000-10         study  1600  29       57     0   1279144     1  0.001    ubi      umdp    2.65004    ubi      fer   0.804128      27     10   3   9  15      18         31     1.41758     1.41758      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.457597
 weee-1600-29-025-10          weee  1600  29  1279200  0.25         1     1  0.001    ubi      umdp    2.42616    ubi      fer    1.75095   39733  14783   3   6  19   39733    1.04167    0.417741    0.417741      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.328542
 study-1200-23-000-3         study  1200  23       57     0    719344     1  0.001    ubi      umdp    1.37439    ubi      fer   0.274761      26     12   3   9  15      17         31    0.866181    0.866181      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.396752
 study-1200-23-010-6         study  1200  23       58   0.1    719343     1  0.001    ubi      umdp     1.3518    ubi      fer   0.253103      28     14   3   9  15      19         31     0.89771     0.89771      0         0         0       0             0        0       0          0        0         0        0       10             NA       0.391436
  weee-2400-41-025-6          weee  2400  41  2878792  0.25         9     1  0.001    ubi      umdp    7.63937    ubi      fer    6.38771   80192  26713   3   6  19   80192   0.981346    0.522172    0.522172      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.320452
  weee-2800-47-100-5          weee  2800  47  3918584     1        17     1  0.001    ubi      umdp    1800.06    ubi      fer    10.7718  134434   4718   3   6  19    4718   0.198696     1788.33     1788.33      0         0         0       0             0        0       0          0        0         0        0     5285             NA       0.872365
   weee-800-17-075-2          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.269038    ubi      fer   0.187702   10067   1526   3   6  19   10067    1.04106    0.032244    0.032244      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0133823
  weee-1200-23-025-4          weee  1200  23   719400  0.25         1     1  0.001    ubi      umdp   0.828407    ubi      fer   0.598015   17315   5343   3   6  19   17315    0.91158    0.105514    0.105514      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0514144
 study-3200-53-000-6         study  3200  53       61     0   5118340     1  0.001    ubi      umdp    15.2009    ubi      fer    6.31547      30     12   3   9  15      19         31      6.4289      6.4289      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.31373
 study-2800-47-000-6         study  2800  47       59     0   3918542     1  0.001    ubi      umdp    10.9834    ubi      fer    4.16108      31     13   3   9  15      20         31     4.96965     4.96965      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.10739
  weee-2800-47-075-1          weee  2800  47  3918579  0.75        22     1  0.001    ubi      umdp    1526.86    ubi      fer    11.1308  136495  14762   3   6  19  131936    1.08866     1514.81     1514.81      0         0         0       0             0        0       0          0        0         0        0     4562             NA        0.84455
  weee-3600-59-050-8          weee  3600  59  6478121   0.5        80     1  0.001    ubi      umdp    1800.45    ubi      fer    25.9702  225539  54463   3   6  19   54463   0.529405     1772.72     1772.72      0         0         0       0             0        0       0          0        0         0        0     2994             NA         1.0147
   weee-800-17-025-1          weee   800  17   319601  0.25         0     1  0.001    ubi      umdp   0.257011    ubi      fer   0.171137    8243   2858   3   6  19    8243   0.944979   0.0344495   0.0344495      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0154092
  weee-3600-59-100-6          weee  3600  59  6478130     1        71     1  0.001    ubi      umdp    1800.37    ubi      fer    25.6866  225660  36955   3   6  19   36955    0.43482     1772.96     1772.96      0         0         0       0             0        0       0          0        0         0        0     3111             NA        1.00251
  weee-2400-41-025-5          weee  2400  41  2878790  0.25        11     1  0.001    ubi      umdp    1669.39    ubi      fer    6.47293  102200    602   3   6  19   95098    1.08252     1662.21     1662.21      0         0         0       0             0        0       0          0        0         0        0     7108             NA       0.753215
  weee-2800-47-025-7          weee  2800  47  3918571  0.25        30     1  0.001    ubi      umdp    127.063    ubi      fer    11.0903  133815  22895   3   6  19  133488    1.09893     114.961     114.961      0         0         0       0             0        0       0          0        0         0        0      340             NA        0.89894
  weee-2400-41-100-5          weee  2400  41  2878790     1        11     1  0.001    ubi      umdp    1668.71    ubi      fer    6.53646  102200  17779   3   6  19   95098    1.08252      1661.5      1661.5      0         0         0       0             0        0       0          0        0         0        0     7108             NA       0.718383
   weee-800-17-025-6          weee   800  17   319601  0.25         0     1  0.001    ubi      umdp    9.04002    ubi      fer   0.176098   10857    103   3   6  19   10363    1.05712     8.81139     8.81139      0         0         0       0             0        0       0          0        0         0        0      495             NA       0.482905
  weee-2400-41-025-2          weee  2400  41  2878782  0.25        19     1  0.001    ubi      umdp    1538.32    ubi      fer    6.55343  101478  29397   3   6  19   95020    1.07618     1531.06     1531.06      0         0         0       0             0        0       0          0        0         0        0     6460             NA       0.750658
 study-4000-65-010-4         study  4000  65       60   0.1   7997941     1  0.001    ubi      umdp    26.9924    ubi      fer     12.756      31     11   3   9  15      20         32     9.88412     9.88412      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.57058
  weee-4000-65-100-4          weee  4000  65  7997891     1       110     1  0.001    ubi      umdp    1800.28    ubi      fer    37.0431  288015  43660   3   6  19   43660   0.424873     1761.09     1761.09      0         0         0       0             0        0       0          0        0         0        0     2409             NA         1.3572
 weee-1200-23-025-10          weee  1200  23   719398  0.25         3     1  0.001    ubi      umdp   0.863703    ubi      fer   0.610061   19737   5746   3   6  19   19737   0.978801      0.1166      0.1166      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0615953
 study-2800-47-010-3         study  2800  47       61   0.1   3918540     1  0.001    ubi      umdp    10.7576    ubi      fer    4.18665      30     10   3   9  15      19         31     4.84861     4.84861      0         0         0       0             0        0       0          0        0         0        0       12             NA        1.08731
  weee-1200-23-075-3          weee  1200  23   719398  0.75         3     1  0.001    ubi      umdp   0.952786    ubi      fer    0.60061   23499   4586   3   6  19   23499    1.07397    0.230555    0.230555      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.181011
 study-4000-65-010-5         study  4000  65       61   0.1   7997940     1  0.001    ubi      umdp    27.1703    ubi      fer    12.7223      32      8   3   9  15      20         31     10.3764     10.3764      0         0         0       0             0        0       0          0        0         0        0       13             NA        1.55313
  weee-2000-35-025-6          weee  2000  35  1998994  0.25         7     1  0.001    ubi      umdp    4.40845    ubi      fer    3.55163   62788  17854   3   6  19   62788     1.0489    0.393012    0.393012      0         0         0       0             0        0       0          0        0         0        0        1             NA       0.261463
  weee-2800-47-075-2          weee  2800  47  3918567  0.75        34     1  0.001    ubi      umdp    1800.03    ubi      fer    11.0872  140403   2773   3   6  19    2773    0.15044     1787.98     1787.98      0         0         0       0             0        0       0          0        0         0        0     5332             NA       0.825188
  weee-2400-41-025-8          weee  2400  41  2878785  0.25        16     1  0.001    ubi      umdp     511.27    ubi      fer    6.31087   99433  11902   3   6  19   97362    1.09098     504.238     504.238      0         0         0       0             0        0       0          0        0         0        0     2079             NA       0.823557
 weee-3200-53-050-10          weee  3200  53  5118370   0.5        31     1  0.001    ubi      umdp    1800.19    ubi      fer    17.6854  167640  50285   3   6  19   50285   0.572265     1781.17     1781.17      0         0         0       0             0        0       0          0        0         0        0     3859             NA       0.910584
   weee-800-17-075-7          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.321342    ubi      fer   0.160694    9088   2920   3   6  19    9088   0.992865    0.108213    0.108213      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0888811
 study-2000-35-010-1         study  2000  35       59   0.1   1998942     1  0.001    ubi      umdp     4.8313    ubi      fer    1.52288      29     11   3   9  15      18         31     2.50044     2.50044      0         0         0       0             0        0       0          0        0         0        0       12             NA       0.610751
   weee-800-17-075-5          weee   800  17   319601  0.75         0     1  0.001    ubi      umdp   0.276407    ubi      fer   0.172881   10479   1850   3   6  19   10479    1.08147   0.0500925   0.0500925      0         0         0       0             0        0       0          0        0         0        0        1             NA      0.0277796
