instance n m beta time alpha nsolved ubi lbColor ub lb vs timelim memlim
weee-400-9-025-8 400 9 0.25 12.586599111557 0.01 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-025-8 400 9 0.25 77.9592518806458 0.001 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-050-8 400 9 0.5 12.2848708629608 0.05 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-050-8 400 9 0.5 12.2906851768494 0.01 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-050-8 400 9 0.5 59.9648160934448 0.001 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-075-8 400 9 0.75 11.8270511627197 0.05 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-075-8 400 9 0.75 13.3452010154724 0.01 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-075-8 400 9 0.75 16.5532529354095 0.001 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-100-8 400 9 1 12.6292979717255 0.05 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-100-8 400 9 1 12.5944530963898 0.01 1 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0.806475580287463 0 0
weee-400-9-100-8 400 9 1 1951.24925088882 0.001 210 0.806475580287463 0.806475580287463 0.744498876359125 0.744498876359125 0.744498876359126 0 0
weee-500-10-025-8 500 10 0.25 17.622200012207 0.05 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-025-8 500 10 0.25 19.6331720352173 0.01 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-025-8 500 10 0.25 1428.62214493752 0.001 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-050-8 500 10 0.5 20.5338249206543 0.05 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-050-8 500 10 0.5 25.488664150238 0.01 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-050-8 500 10 0.5 944.987327814102 0.001 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-075-8 500 10 0.75 24.7322969436646 0.05 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-075-8 500 10 0.75 45.9016311168671 0.01 1 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0.914556961648644 0 0
weee-500-10-075-8 500 10 0.75 3609.50869607925 0.001 1 0.914556961648644 0.914556961648644 0.914191540885169 0.914191540885169 NA 1 0
weee-500-10-100-8 500 10 1 3610.0469379425 0.05 1 0.914556961648644 0.914556961648644 0.914191540885169 0.914191540885169 NA 1 0
weee-500-10-100-8 500 10 1 3621.38830804825 0.01 84 0.914556961648644 0.914556961648644 0.900037839426766 0.900037839426766 NA 1 0
weee-500-10-100-8 500 10 1 3620.00344991684 0.001 112 0.914556961648644 0.914556961648644 0.896456928692059 0.896456928692059 NA 1 0
weee-500-12-025-8 500 12 0.25 18.4124019145966 0.05 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-025-8 500 12 0.25 18.8800618648529 0.01 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-025-8 500 12 0.25 3609.75670003891 0.001 1 0.97436796026963 0.97436796026963 0.974191875659 0.974191875659 NA 1 0
weee-500-12-050-8 500 12 0.5 20.1225731372833 0.05 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-050-8 500 12 0.5 20.3692750930786 0.01 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-050-8 500 12 0.5 3494.09323406219 0.001 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-075-8 500 12 0.75 22.6923520565033 0.05 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-075-8 500 12 0.75 27.0136342048645 0.01 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-075-8 500 12 0.75 3610.10301184654 0.001 1 0.97436796026963 0.97436796026963 0.974191875659 0.974191875659 NA 1 0
weee-500-12-100-8 500 12 1 39.7670080661774 0.05 1 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0.97436796026963 0 0
weee-500-12-100-8 500 12 1 3610.39320206642 0.01 1 0.97436796026963 0.97436796026963 0.974191875659 0.974191875659 NA 1 0
weee-500-12-100-8 500 12 1 3627.53585410118 0.001 46 0.97436796026963 0.97436796026963 0.967712975835293 0.967712975835293 NA 1 0
weee-500-8-025-8 500 8 0.25 12.1160399913788 0.05 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-025-8 500 8 0.25 12.3126580715179 0.01 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-025-8 500 8 0.25 28.167496919632 0.001 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-050-8 500 8 0.5 12.4688568115234 0.05 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-050-8 500 8 0.5 12.1138589382172 0.01 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-050-8 500 8 0.5 16.7065210342407 0.001 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-075-8 500 8 0.75 12.2345621585846 0.05 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-075-8 500 8 0.75 12.598406791687 0.01 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-075-8 500 8 0.75 13.8935260772705 0.001 1 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0.582411703350816 0 0
weee-500-8-100-8 500 8 1 3602.86567997932 0.05 237 0.582411703350816 0.582411703350816 0.523732420707368 0.523732420707368 NA 1 0
weee-500-8-100-8 500 8 1 3609.5220708847 0.01 237 0.582411703350816 0.582411703350816 0.523732420707368 0.523732420707368 NA 1 0
weee-500-8-100-8 500 8 1 3613.1110329628 0.001 235 0.582411703350816 0.582411703350816 0.523969770597503 0.523969770597503 NA 1 0
weee-600-10-025-8 600 10 0.25 20.4712319374084 0.05 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-025-8 600 10 0.25 19.6753060817719 0.01 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-025-8 600 10 0.25 501.884005069733 0.001 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-050-8 600 10 0.5 20.3856070041656 0.05 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-050-8 600 10 0.5 21.1409552097321 0.01 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-050-8 600 10 0.5 240.966202020645 0.001 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-075-8 600 10 0.75 21.8398058414459 0.05 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-075-8 600 10 0.75 21.5737791061401 0.01 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-075-8 600 10 0.75 1182.38590312004 0.001 1 0.805603789713032 0.805603789713032 0.805603789713032 0.805603789713032 0.805610085649379 0 0
weee-600-10-100-8 600 10 1 1932.48017191887 0.05 61 0.805603789713032 0.805603789713032 0.798759307050629 0.798759307050629 0.798759307050629 0 0
weee-600-10-100-8 600 10 1 3623.28547596931 0.01 113 0.805603789713032 0.805603789713032 0.79151141021466 0.79151141021466 NA 1 0
weee-600-10-100-8 600 10 1 3610.4786400795 0.001 113 0.805603789713032 0.805603789713032 0.79151141021466 0.79151141021466 NA 1 0
weee-600-12-025-8 600 12 0.25 31.4318499565125 0.05 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-025-8 600 12 0.25 34.2752931118011 0.01 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-025-8 600 12 0.25 399.736438035965 0.001 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-050-8 600 12 0.5 28.021290063858 0.05 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-050-8 600 12 0.5 32.1593508720398 0.01 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-050-8 600 12 0.5 1762.92524313927 0.001 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-075-8 600 12 0.75 28.9526810646057 0.05 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-075-8 600 12 0.75 33.5591778755188 0.01 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-075-8 600 12 0.75 403.169323205948 0.001 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-100-8 600 12 1 33.9638938903809 0.05 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-100-8 600 12 1 53.787682056427 0.01 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-12-100-8 600 12 1 1420.80904197693 0.001 1 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0.878566268476089 0 0
weee-600-14-025-8 600 14 0.25 313.200749874115 0.05 1 1.03688405799106 1.0338154211565 1.03688405799106 1.0338154211565 1.03381542115651 0 0
weee-600-14-025-8 600 14 0.25 3136.23199915886 0.01 1 1.03688405799106 1.0338154211565 1.03688405799106 1.0338154211565 1.03381542115651 0 0
weee-600-14-025-8 600 14 0.25 3611.21959686279 0.001 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-050-8 600 14 0.5 1021.29612493515 0.05 1 1.03688405799106 1.0338154211565 1.03688405799106 1.0338154211565 1.03381542115651 0 0
weee-600-14-050-8 600 14 0.5 3611.12045311928 0.01 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-050-8 600 14 0.5 3610.92202687263 0.001 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-075-8 600 14 0.75 619.465909957886 0.05 1 1.03688405799106 1.0338154211565 1.03688405799106 1.0338154211565 1.03381542115651 0 0
weee-600-14-075-8 600 14 0.75 3611.03672218323 0.01 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-075-8 600 14 0.75 3610.91103577614 0.001 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-100-8 600 14 1 3610.97881293297 0.05 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-100-8 600 14 1 3611.04311084747 0.01 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-600-14-100-8 600 14 1 3611.1254389286 0.001 1 1.03688405799106 1.0338154211565 1.03379041517128 1.03379041517128 NA 1 0
weee-700-12-025-8 700 12 0.25 23.3157298564911 0.05 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-025-8 700 12 0.25 24.3141431808472 0.01 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-025-8 700 12 0.25 37.5777280330658 0.001 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-050-8 700 12 0.5 24.5592379570007 0.05 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-050-8 700 12 0.5 27.013081073761 0.01 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-050-8 700 12 0.5 1284.04772996902 0.001 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-075-8 700 12 0.75 30.8979830741882 0.05 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-075-8 700 12 0.75 33.4628739356995 0.01 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-075-8 700 12 0.75 1387.8445289135 0.001 1 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0.783286580058666 0 0
weee-700-12-100-8 700 12 1 3640.29730296135 0.05 75 0.783286580058666 0.783286580058666 0.776971237562884 0.776971237562884 NA 1 0
weee-700-12-100-8 700 12 1 3615.107172966 0.01 74 0.783286580058666 0.783286580058666 0.777080836078203 0.777080836078203 NA 1 0
weee-700-12-100-8 700 12 1 3620.06463193893 0.001 74 0.783286580058666 0.783286580058666 0.777080836078203 0.777080836078203 NA 1 0
weee-700-14-025-8 700 14 0.25 38.060271024704 0.05 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-025-8 700 14 0.25 47.3768129348755 0.01 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-025-8 700 14 0.25 279.261586904526 0.001 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-050-8 700 14 0.5 32.901230096817 0.05 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-050-8 700 14 0.5 53.1821939945221 0.01 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-050-8 700 14 0.5 524.532732009888 0.001 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-075-8 700 14 0.75 34.2121911048889 0.05 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-075-8 700 14 0.75 56.8854050636292 0.01 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-075-8 700 14 0.75 494.996768951416 0.001 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-100-8 700 14 1 47.0588619709015 0.05 1 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0.720184372296428 0 0
weee-700-14-100-8 700 14 1 3642.13943791389 0.01 81 0.720184372296428 0.720184372296428 0.711915182377789 0.711915182377789 NA 1 0
weee-700-14-100-8 700 14 1 3623.99715709686 0.001 81 0.720184372296428 0.720184372296428 0.711915182377789 0.711915182377789 NA 1 0
weee-700-16-025-8 700 16 0.25 84.2109980583191 0.05 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-025-8 700 16 0.25 83.650043964386 0.01 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-025-8 700 16 0.25 3624.95959687233 0.001 1 1.00749209158186 1.00749209158186 1.0073533837239 1.0073533837239 NA 1 0
weee-700-16-050-8 700 16 0.5 88.4563879966736 0.05 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-050-8 700 16 0.5 90.4110379219055 0.01 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-050-8 700 16 0.5 3624.70850110054 0.001 1 1.00749209158186 1.00749209158186 1.0073533837239 1.0073533837239 NA 1 0
weee-700-16-075-8 700 16 0.75 101.019769906998 0.05 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-075-8 700 16 0.75 101.325144052505 0.01 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-075-8 700 16 0.75 3623.67319512367 0.001 1 1.00749209158186 1.00749209158186 1.0073533837239 1.0073533837239 NA 1 0
weee-700-16-100-8 700 16 1 722.827260017395 0.05 1 1.00749209158186 1.00749209158186 1.00749209158186 1.00749209158186 1.00750003037221 0 0
weee-700-16-100-8 700 16 1 3623.05388498306 0.01 1 1.00749209158186 1.00749209158186 1.0073533837239 1.0073533837239 NA 1 0
weee-700-16-100-8 700 16 1 3623.28976583481 0.001 1 1.00749209158186 1.00749209158186 1.0073533837239 1.0073533837239 NA 1 0
study-100-4-000-8 100 4 0 13.1804468631744 0.001 1 30 30 30 30 30 0 0
study-100-4-010-8 100 4 0.1 9.30586099624634 0.001 1 30 30 30 30 30 0 0
study-100-5-000-8 100 5 0 16.6883800029755 0.001 1 30 30 30 30 30 0 0
study-100-5-010-8 100 5 0.1 32.5318441390991 0.001 1 30 30 30 30 30 0 0
study-200-4-000-8 200 4 0 19.4369759559631 0.001 1 30 29 30 29 29 0 0
study-200-4-010-8 200 4 0.1 22.162318944931 0.001 1 30 29 30 29 29 0 0
study-200-6-000-8 200 6 0 2968.47223591805 0.001 1 33 30 33 30 31 0 0
study-200-6-010-8 200 6 0.1 3601.64259195328 0.001 1 33 30 29 29 NA 1 0
study-200-8-000-8 200 8 0 3602.08951210976 0.001 1 34 31 30 30 NA 1 0
study-200-8-010-8 200 8 0.1 3601.94664096832 0.001 1 34 31 30 30 NA 1 0
study-300-5-000-8 300 5 0 135.138741970062 0.001 1 30 29 30 29 29 0 0
study-300-5-010-8 300 5 0.1 384.414147138596 0.001 1 30 29 30 29 29 0 0
study-300-7-000-8 300 7 0 3605.44172692299 0.001 0 33 29 33 29 NA 1 0
study-300-7-010-8 300 7 0.1 3605.64297318459 0.001 0 33 29 33 29 NA 1 0
weee-200-4-025-9 200 4 0.25 7.49957895278931 0.05 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-025-9 200 4 0.25 7.53704404830933 0.01 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-025-9 200 4 0.25 7.31155610084534 0.001 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-050-9 200 4 0.5 7.49694991111755 0.05 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-050-9 200 4 0.5 7.80420684814453 0.01 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-050-9 200 4 0.5 7.57031416893005 0.001 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-075-9 200 4 0.75 7.29882097244263 0.05 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-075-9 200 4 0.75 7.45162487030029 0.01 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-075-9 200 4 0.75 7.5379741191864 0.001 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-100-9 200 4 1 7.61131691932678 0.05 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-100-9 200 4 1 7.48318409919739 0.01 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-4-100-9 200 4 1 7.7452609539032 0.001 1 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521163 0.540845054521164 0 0
weee-200-6-025-9 200 6 0.25 7.87965393066406 0.05 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-025-9 200 6 0.25 8.58468198776245 0.01 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-025-9 200 6 0.25 8.21843004226685 0.001 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-050-9 200 6 0.5 7.83093905448914 0.05 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-050-9 200 6 0.5 7.86197710037231 0.01 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-050-9 200 6 0.5 19.6495599746704 0.001 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-075-9 200 6 0.75 8.10381078720093 0.05 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-075-9 200 6 0.75 7.83677005767822 0.01 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-075-9 200 6 0.75 9.61479115486145 0.001 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-100-9 200 6 1 7.8887939453125 0.05 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-100-9 200 6 1 7.97976899147034 0.01 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-6-100-9 200 6 1 14.0477390289307 0.001 1 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0.85186277876428 0 0
weee-200-8-025-9 200 8 0.25 7.70862793922424 0.05 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0 0
weee-200-8-025-9 200 8 0.25 8.18487691879272 0.01 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0 0
weee-200-8-025-9 200 8 0.25 25.2611589431763 0.001 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939570914199136 0 0
weee-200-8-050-9 200 8 0.5 7.89036703109741 0.05 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0 0
weee-200-8-050-9 200 8 0.5 7.881991147995 0.01 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0 0
weee-200-8-050-9 200 8 0.5 19.1152319908142 0.001 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939570914199136 0 0
weee-200-8-075-9 200 8 0.75 7.97643899917603 0.05 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0 0
weee-200-8-075-9 200 8 0.75 8.31519794464111 0.01 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0 0
weee-200-8-075-9 200 8 0.75 32.7849600315094 0.001 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939570914199136 0 0
weee-200-8-100-9 200 8 1 8.21752190589905 0.05 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939570914199136 0 0
weee-200-8-100-9 200 8 1 8.5956609249115 0.01 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939570914199136 0 0
weee-200-8-100-9 200 8 1 25.939786195755 0.001 1 0.939561701546758 0.939561701546758 0.939561701546758 0.939561701546758 0.939570914199136 0 0
weee-300-5-025-9 300 5 0.25 8.55160808563232 0.05 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-025-9 300 5 0.25 8.80901694297791 0.01 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-025-9 300 5 0.25 8.93344902992249 0.001 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-050-9 300 5 0.5 8.46183395385742 0.05 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-050-9 300 5 0.5 8.72859787940979 0.01 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-050-9 300 5 0.5 8.73369812965393 0.001 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-075-9 300 5 0.75 8.70874881744385 0.05 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-075-9 300 5 0.75 8.69332194328308 0.01 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-075-9 300 5 0.75 8.70997500419617 0.001 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-100-9 300 5 1 8.78399801254272 0.05 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-100-9 300 5 1 8.80803298950195 0.01 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-5-100-9 300 5 1 8.62386798858643 0.001 1 0.38550057872849 0.38550057872849 0.38550057872849 0.38550057872849 0.385500578728491 0 0
weee-300-7-025-9 300 7 0.25 9.30410289764404 0.05 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-025-9 300 7 0.25 9.86648297309875 0.01 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-025-9 300 7 0.25 50.4283258914948 0.001 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-050-9 300 7 0.5 9.37216210365295 0.05 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-050-9 300 7 0.5 9.56167984008789 0.01 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-050-9 300 7 0.5 16.5920300483704 0.001 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-075-9 300 7 0.75 9.88533306121826 0.05 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-075-9 300 7 0.75 9.73481893539429 0.01 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
weee-300-7-075-9 300 7 0.75 105.166033029556 0.001 1 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0.935530054773421 0 0
