instance n m beta time alpha nsolved ubi lbColor ub lb vs timelim memlim
weee-300-5-025-10 300 5 0.25 8.77868914604187 0.05 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-025-10 300 5 0.25 9.0333399772644 0.01 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-025-10 300 5 0.25 9.05487704277039 0.001 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-050-10 300 5 0.5 8.72495198249817 0.05 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-050-10 300 5 0.5 8.79460191726685 0.01 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-050-10 300 5 0.5 8.87489199638367 0.001 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-075-10 300 5 0.75 9.10131692886353 0.05 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-075-10 300 5 0.75 8.78956389427185 0.01 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-075-10 300 5 0.75 11.6602740287781 0.001 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-100-10 300 5 1 8.94799709320068 0.05 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-100-10 300 5 1 8.68335700035095 0.01 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-5-100-10 300 5 1 9.05446195602417 0.001 1 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0.577337751580476 0 0
weee-300-9-025-10 300 9 0.25 10.2584300041199 0.05 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-025-10 300 9 0.25 10.7144320011139 0.01 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-025-10 300 9 0.25 21.9327809810638 0.001 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-050-10 300 9 0.5 10.1911110877991 0.05 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-050-10 300 9 0.5 10.5780401229858 0.01 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-050-10 300 9 0.5 53.5008068084717 0.001 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-075-10 300 9 0.75 10.1205580234528 0.05 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-075-10 300 9 0.75 10.6474328041077 0.01 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-075-10 300 9 0.75 31.8274209499359 0.001 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-100-10 300 9 1 10.1997392177582 0.05 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-100-10 300 9 1 10.3958919048309 0.01 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-300-9-100-10 300 9 1 101.525574922562 0.001 1 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265893 1.01786761265894 0 0
weee-400-11-025-10 400 11 0.25 17.4509510993958 0.05 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-025-10 400 11 0.25 24.3603591918945 0.01 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-025-10 400 11 0.25 119.71612405777 0.001 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-050-10 400 11 0.5 15.7389280796051 0.05 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-050-10 400 11 0.5 18.9393000602722 0.01 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-050-10 400 11 0.5 1103.17408204079 0.001 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-075-10 400 11 0.75 19.0165328979492 0.05 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-075-10 400 11 0.75 22.0153050422668 0.01 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-075-10 400 11 0.75 2901.5577340126 0.001 1 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 1.00530491896737 0 0
weee-400-11-100-10 400 11 1 3605.63291192055 0.05 293 1.00530491896737 1.00530491896737 0.9379028579144 0.9379028579144 NA 1 0
weee-400-11-100-10 400 11 1 3606.98152709007 0.01 293 1.00530491896737 1.00530491896737 0.9379028579144 0.9379028579144 NA 1 0
weee-400-11-100-10 400 11 1 3605.2109940052 0.001 312 1.00530491896737 1.00530491896737 0.934181180553322 0.934181180553322 NA 1 0
weee-400-7-025-10 400 7 0.25 11.8411560058594 0.05 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-025-10 400 7 0.25 12.2837300300598 0.01 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-025-10 400 7 0.25 14.3685948848724 0.001 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-050-10 400 7 0.5 12.1900219917297 0.05 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-050-10 400 7 0.5 12.0176651477814 0.01 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-050-10 400 7 0.5 18.2737801074982 0.001 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-075-10 400 7 0.75 11.7158801555634 0.05 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-075-10 400 7 0.75 11.8915090560913 0.01 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-075-10 400 7 0.75 84.8318090438843 0.001 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-100-10 400 7 1 12.008917093277 0.05 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-100-10 400 7 1 11.955756187439 0.01 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-7-100-10 400 7 1 91.3812348842621 0.001 1 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351579 0.767077850351578 0 0
weee-400-9-025-10 400 9 0.25 12.275652885437 0.05 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-025-10 400 9 0.25 12.1979229450226 0.01 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-025-10 400 9 0.25 47.5364999771118 0.001 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-050-10 400 9 0.5 11.8357970714569 0.05 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-050-10 400 9 0.5 11.9694440364838 0.01 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-050-10 400 9 0.5 51.9280319213867 0.001 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-075-10 400 9 0.75 12.3251221179962 0.05 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-075-10 400 9 0.75 11.6165928840637 0.01 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-075-10 400 9 0.75 69.3289141654968 0.001 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-100-10 400 9 1 12.0014791488647 0.05 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-100-10 400 9 1 11.902575969696 0.01 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-400-9-100-10 400 9 1 63.3938729763031 0.001 1 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406188 0.842674575406189 0 0
weee-500-10-025-10 500 10 0.25 14.3868081569672 0.05 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-025-10 500 10 0.25 14.9099190235138 0.01 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-025-10 500 10 0.25 175.770744085312 0.001 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-050-10 500 10 0.5 14.5991530418396 0.05 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-050-10 500 10 0.5 15.0058290958405 0.01 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-050-10 500 10 0.5 146.4123878479 0.001 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-075-10 500 10 0.75 14.9822421073914 0.05 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-075-10 500 10 0.75 15.4395728111267 0.01 1 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0.774812469827378 0 0
weee-500-10-075-10 500 10 0.75 3610.06896400452 0.001 1 0.774812469827378 0.774812469827378 0.774622936531058 0.774622936531058 NA 1 0
weee-500-10-100-10 500 10 1 3604.55428195 0.05 246 0.774812469827378 0.774812469827378 0.731521709588991 0.731521709588991 NA 1 0
weee-500-10-100-10 500 10 1 3603.4945268631 0.01 244 0.774812469827378 0.774812469827378 0.732328567876469 0.732328567876469 NA 1 0
weee-500-10-100-10 500 10 1 3601.49795103073 0.001 252 0.774812469827378 0.774812469827378 0.73002071888406 0.73002071888406 NA 1 0
weee-500-12-025-10 500 12 0.25 48.8879411220551 0.05 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-025-10 500 12 0.25 48.5347151756287 0.01 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-025-10 500 12 0.25 177.791443824768 0.001 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-050-10 500 12 0.5 47.9956991672516 0.05 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-050-10 500 12 0.5 60.7219800949097 0.01 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-050-10 500 12 0.5 200.780715942383 0.001 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-075-10 500 12 0.75 31.7084848880768 0.05 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-075-10 500 12 0.75 92.3963508605957 0.01 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-075-10 500 12 0.75 226.587211847305 0.001 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-100-10 500 12 1 53.8080639839172 0.05 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-100-10 500 12 1 58.1092221736908 0.01 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-12-100-10 500 12 1 2447.44312906265 0.001 1 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0.805210315942363 0 0
weee-500-8-025-10 500 8 0.25 14.3154640197754 0.05 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-025-10 500 8 0.25 13.4586079120636 0.01 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-025-10 500 8 0.25 25.2758870124817 0.001 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-050-10 500 8 0.5 14.4587190151215 0.05 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-050-10 500 8 0.5 14.2408139705658 0.01 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-050-10 500 8 0.5 111.967036962509 0.001 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-075-10 500 8 0.75 14.2258200645447 0.05 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-075-10 500 8 0.75 14.1017661094666 0.01 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-075-10 500 8 0.75 217.939424991608 0.001 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-100-10 500 8 1 14.6438691616058 0.05 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-100-10 500 8 1 15.3410921096802 0.01 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-500-8-100-10 500 8 1 1098.82058596611 0.001 1 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0.749790940996222 0 0
weee-600-10-025-10 600 10 0.25 18.0187540054321 0.05 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-025-10 600 10 0.25 17.6768770217896 0.01 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-025-10 600 10 0.25 23.9962828159332 0.001 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-050-10 600 10 0.5 17.8515617847443 0.05 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-050-10 600 10 0.5 18.4437839984894 0.01 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-050-10 600 10 0.5 49.7816219329834 0.001 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-075-10 600 10 0.75 18.1603310108185 0.05 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-075-10 600 10 0.75 18.8245320320129 0.01 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-075-10 600 10 0.75 28.1552488803864 0.001 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-100-10 600 10 1 17.9640629291534 0.05 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-100-10 600 10 1 19.3563120365143 0.01 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-10-100-10 600 10 1 31.9849240779877 0.001 1 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621624 0.731922553621626 0 0
weee-600-12-025-10 600 12 0.25 21.9911210536957 0.05 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-025-10 600 12 0.25 23.7436418533325 0.01 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-025-10 600 12 0.25 153.866252183914 0.001 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-050-10 600 12 0.5 26.1243779659271 0.05 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-050-10 600 12 0.5 24.4793319702148 0.01 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-050-10 600 12 0.5 3603.05509400368 0.001 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 1 0
weee-600-12-075-10 600 12 0.75 28.2389450073242 0.05 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-075-10 600 12 0.75 59.0048360824585 0.01 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-075-10 600 12 0.75 1578.18761181831 0.001 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-100-10 600 12 1 124.175237894058 0.05 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-100-10 600 12 1 373.339486837387 0.01 1 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507735 0.878823723507734 0 0
weee-600-12-100-10 600 12 1 3615.18007993698 0.001 1 0.878823723507735 0.878823723507735 0.878737756386967 0.878737756386967 NA 1 0
weee-600-14-025-10 600 14 0.25 22.6291689872742 0.05 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-025-10 600 14 0.25 24.8527598381042 0.01 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-025-10 600 14 0.25 653.622404098511 0.001 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-050-10 600 14 0.5 25.0727581977844 0.05 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-050-10 600 14 0.5 31.4309678077698 0.01 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-050-10 600 14 0.5 321.220230102539 0.001 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-075-10 600 14 0.75 27.3324348926544 0.05 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-075-10 600 14 0.75 30.4589018821716 0.01 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-075-10 600 14 0.75 720.696433067322 0.001 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-100-10 600 14 1 26.1460399627686 0.05 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-100-10 600 14 1 38.1456089019775 0.01 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-600-14-100-10 600 14 1 634.102667808533 0.001 1 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782464 0.930591895782465 0 0
weee-700-12-025-10 700 12 0.25 42.5230710506439 0.05 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-025-10 700 12 0.25 80.0599410533905 0.01 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-025-10 700 12 0.25 1231.09130311012 0.001 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-050-10 700 12 0.5 42.6004028320312 0.05 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-050-10 700 12 0.5 55.3572638034821 0.01 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-050-10 700 12 0.5 3184.20412182808 0.001 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-075-10 700 12 0.75 46.0985472202301 0.05 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-075-10 700 12 0.75 62.2549159526825 0.01 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-075-10 700 12 0.75 2911.97596311569 0.001 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-100-10 700 12 1 56.8116490840912 0.05 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-100-10 700 12 1 80.3256480693817 0.01 1 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215664 0.637671901215665 0 0
weee-700-12-100-10 700 12 1 3617.91401195526 0.001 1 0.637671901215664 0.637671901215664 0.637644142327051 0.637644142327051 NA 1 0
weee-700-14-025-10 700 14 0.25 45.2517938613892 0.05 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-025-10 700 14 0.25 57.9492018222809 0.01 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-025-10 700 14 0.25 635.495129823685 0.001 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-050-10 700 14 0.5 60.6694059371948 0.05 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-050-10 700 14 0.5 73.6277549266815 0.01 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-050-10 700 14 0.5 1283.70631790161 0.001 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-075-10 700 14 0.75 407.384289979935 0.05 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-075-10 700 14 0.75 233.375138998032 0.01 1 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0.925908765483944 0 0
weee-700-14-075-10 700 14 0.75 3619.69308686256 0.001 1 0.925908765483944 0.925908765483944 0.925846869682023 0.925846869682023 NA 1 0
weee-700-14-100-10 700 14 1 3634.48835587502 0.05 85 0.925908765483944 0.925908765483944 0.91916151018197 0.91916151018197 NA 1 0
weee-700-14-100-10 700 14 1 3601.25823116302 0.01 84 0.925908765483944 0.925908765483944 0.919218418277179 0.919218418277179 NA 1 0
weee-700-14-100-10 700 14 1 3623.78506207466 0.001 86 0.925908765483944 0.925908765483944 0.919136586150285 0.919136586150285 NA 1 0
weee-700-16-025-10 700 16 0.25 92.8788230419159 0.05 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-025-10 700 16 0.25 96.1787331104279 0.01 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-025-10 700 16 0.25 3624.93901109695 0.001 1 1.03205858515881 1.03205858515881 1.0320231366108 1.0320231366108 NA 1 0
weee-700-16-050-10 700 16 0.5 97.804426908493 0.05 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-050-10 700 16 0.5 99.0935978889465 0.01 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-050-10 700 16 0.5 2078.55815696716 0.001 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-075-10 700 16 0.75 121.290858983994 0.05 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-075-10 700 16 0.75 121.023745059967 0.01 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-075-10 700 16 0.75 3624.59310889244 0.001 1 1.03205858515881 1.03205858515881 1.0320231366108 1.0320231366108 NA 1 0
weee-700-16-100-10 700 16 1 149.875710010529 0.05 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-100-10 700 16 1 2376.46283388138 0.01 1 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 1.03205858515881 0 0
weee-700-16-100-10 700 16 1 3623.43849205971 0.001 1 1.03205858515881 1.03205858515881 1.0320231366108 1.0320231366108 NA 1 0
study-100-4-000-10 100 4 0 9.19898509979248 0.001 1 30 30 30 30 30 0 0
study-100-4-010-10 100 4 0.1 10.2841219902039 0.001 1 30 30 30 30 30 0 0
study-100-5-000-10 100 5 0 25.6080069541931 0.001 1 34 32 34 32 32 0 0
study-100-5-010-10 100 5 0.1 230.403609991074 0.001 1 34 32 34 32 32 0 0
study-200-4-000-10 200 4 0 19.3479700088501 0.001 1 30 29 30 29 29 0 0
study-200-4-010-10 200 4 0.1 22.6930420398712 0.001 1 30 29 30 29 29 0 0
study-200-6-000-10 200 6 0 3601.65257501602 0.001 1 33 31 30 30 NA 1 0
study-200-6-010-10 200 6 0.1 3601.59913682938 0.001 1 33 31 30 30 NA 1 0
study-200-8-000-10 200 8 0 3604.41964888573 0.001 0 36 32 36 32 NA 1 0
study-200-8-010-10 200 8 0.1 3604.44535398483 0.001 0 36 32 36 32 NA 1 0
study-300-5-000-10 300 5 0 150.104250907898 0.001 1 29 29 29 29 29 0 0
study-300-5-010-10 300 5 0.1 1558.5678589344 0.001 1 29 29 29 29 29 0 0
study-300-7-000-10 300 7 0 3602.21035814285 0.001 1 32 30 29 29 NA 1 0
study-300-7-010-10 300 7 0.1 3602.40443301201 0.001 1 32 30 29 29 NA 1 0
weee-200-4-025-1 200 4 0.25 7.13811016082764 0.05 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
weee-200-4-025-1 200 4 0.25 7.05544590950012 0.01 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
weee-200-4-025-1 200 4 0.25 7.23673701286316 0.001 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
weee-200-4-050-1 200 4 0.5 7.0492160320282 0.05 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
weee-200-4-050-1 200 4 0.5 6.92630410194397 0.01 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
weee-200-4-050-1 200 4 0.5 7.07882308959961 0.001 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
weee-200-4-075-1 200 4 0.75 7.35096383094788 0.05 1 0.573753647657251 0.573753647657251 0.573753647657251 0.573753647657251 0.57375364765725 0 0
