            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
  weee-1600-29-100-4          weee  1600  29  1279197     1         4     1  0.001   none      umdp    1  1800.01       ec    1.77761  1279196   5237   4   8   8   37411   1.00622   1797.98      1794.3    5.70184        46        47  1797.97       1794.86  218925570    0.384563         42     1016       766      203        0             NA              0
   weee-800-17-100-3          weee   800  17   319601     1         0     1  0.001   none      umdp    1  1076.67       ec   0.170058   319600   1800   4   8   8    9694   1.02114   1076.45     538.195   0.538522        20        22  1076.45       1076.16  241623387   0.0530546         17      459       369       68        0             NA              0
  weee-1600-29-075-6          weee  1600  29  1279198  0.75         3     1  0.001   none      umdp    1  1484.03       ec    1.78662  1279197   3903   4   8   8   44332   1.10984   1481.99     1373.53    110.487       175       177  1481.98       1470.83  172445949    0.691507        130     1469       803      489        0             NA              0
  weee-1600-29-050-8          weee  1600  29  1279196   0.5         5     1  0.001   none      umdp    1  1800.01       ec    1.79058  1279195  12292   4   8   8   39314   1.03645   1797.97      1793.7    6.31241        65        66  1797.96       1793.72  245465680    0.410573         56      961       577      318        0             NA              0
  weee-2400-41-100-5          weee  2400  41  2878790     1        11     1  0.001   none      umdp    1  1800.02       ec    6.32935  2878789  17779   4   8   8  101188   1.11866   1793.13     153.646    1646.35       384       386   1793.1       1739.56  135845359     2.50107        284     3343      1850     1107        0             NA              0
  weee-3200-53-075-3          weee  3200  53  5118372  0.75        29     1  0.001   none      umdp    1  1800.04       ec    17.0866  5118371   6263   4   8   8  165692     1.059   1781.81     1728.51    71.5012       174       175  1781.76       1737.64  118222098     3.37055        154     3110      1884     1051        0             NA              0
 study-2400-41-010-5         study  2400  41       59   0.1   2878742     1  0.001   none      umdp    1  1800.02       ec    2.48753       58     14   4   8   8      19        31   1796.35     1778.18    21.8245        89        90  1796.32       1782.27   44736805    0.815838         74     1045       904       51        0             NA              0
 study-3200-53-010-4         study  3200  53       59   0.1   5118342     1  0.001   none      umdp    1  1800.04       ec    6.15127       58     13   4   8   8      19        31   1791.58     1748.92    51.0908       110       111  1791.53       1758.14   31037825     1.62719         96     1312      1122       79        0             NA              0
 study-2400-41-010-3         study  2400  41       59   0.1   2878742     1  0.001   none      umdp    1  1800.02       ec    2.55447       58     11   4   8   8      20        31   1796.23     1780.65    19.3535        78        80   1796.2       1782.59   48440063    0.903658         69     1030       878       72        0             NA              0
  weee-3200-53-025-7          weee  3200  53  5118363  0.25        38     1  0.001   none      umdp    1  1800.03       ec    17.4729  5118362  16693   4   8   8  168866   1.07693   1781.22     1724.02    75.9853       184       185  1781.18       1732.24  127387774     3.71537        163     2798      1395     1218        0             NA              0
  weee-1200-23-025-3          weee  1200  23   719398  0.25         3     1  0.001   none      umdp    1     1800       ec   0.591062   719397   4960   4   8   8   23499   1.07397   1799.27     298.552    4.77629        70        72  1799.27       1796.67  290918221    0.230342         52      712       388      252        0             NA              0
  weee-1200-23-075-9          weee  1200  23   719399  0.75         2     1  0.001   none      umdp    1     1800       ec   0.599033   719398   3913   4   8   8   18331  0.936756   1799.27      1798.7    1.29789        11        12  1799.27       1798.79  303591920   0.0963113         12      419       367       40        0             NA              0
  weee-1600-29-075-8          weee  1600  29  1279196  0.75         5     1  0.001   none      umdp    1  1800.01       ec    1.82523  1279195   6933   4   8   8   39314   1.03645   1797.92     1793.34    6.67945        57        58  1797.92       1793.99  252990331    0.488987         50     1122       759      305        0             NA              0
  weee-1200-23-025-6          weee  1200  23   719400  0.25         1     1  0.001   none      umdp    1     1800       ec   0.552902   719399   7210   4   8   8   19912  0.988611   1799.32     1799.04   0.969507         6         7  1799.31       1799.03  323195750   0.0781591          6      329       247       75        0             NA              0
   weee-400-11-025-1          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  2.36952       ec   0.022857    79800    360   4   8   8    3076   1.17441   2.33464     1.11761   0.128676        28        30  2.33396       2.25093     745470   0.0123312         24      201       110       61        0             NA              0
  weee-1200-23-050-2          weee  1200  23   719401   0.5         0     1  0.001   none      umdp    1  1186.14       ec   0.552923   719400   3200   4   8   8   20401  0.992155   1185.46     592.297    1.80275        29        31  1185.45       1184.39  180011498    0.115468         27      488       358       99        0             NA              0
 study-3600-59-010-7         study  3600  59       65   0.1   6478136     1  0.001   none      umdp    1  1800.05       ec    8.36131       64     15   4   8   8      22        31      1789     1634.88    64.3274       118       120  1788.94        1748.2   29191744     1.92017        108     1541      1337       84        0             NA              0
  study-800-17-000-3         study   800  17       55     0    319546     1  0.001   none      umdp    1     1800       ec  0.0810933       54      7   4   8   8      17        31   1799.84     1789.73     10.274        33        34  1799.84       1799.31  194266668   0.0597747         26      329       273       22        0             NA              0
  weee-2800-47-075-3          weee  2800  47  3918567  0.75        34     1  0.001   none      umdp    1  1800.03       ec    10.6112  3918566    458   4   8   8  125848   1.06465   1788.46     1729.69    70.3202       134       135  1788.43       1761.75  115352884     2.23293        120     2412      1549      728        0             NA              0
 study-2000-35-010-5         study  2000  35       59   0.1   1998942     1  0.001   none      umdp    1  1800.02       ec    1.47331       58     11   4   8   8      19        31   1797.77      661.14    13.1143        78        80  1797.75        1788.5   62504839    0.591726         60      880       753       47        0             NA              0
  weee-2800-47-025-4          weee  2800  47  3918573  0.25        28     1  0.001   none      umdp    1  1800.02       ec    10.9318  3918572   3105   4   8   8  139488   1.11927    1788.1     220.451    1579.55       446       448  1788.07       1701.76  104924698      3.6688        343     3106      1151     1507        0             NA              0
 weee-4000-65-025-10          weee  4000  65  7997920  0.25        81     1  0.001   none      umdp    1  1800.04       ec    37.8231  7997919   2825   4   8   8  254456   1.05263    1759.9      1384.2    415.812       191       192  1759.84        1681.6   76463901     5.26247        164     3087      1555     1340        0             NA              0
  weee-3600-59-100-1          weee  3600  59  6478133     1        68     1  0.001   none      umdp    1  1800.05       ec    26.9844  6478132  23250   4   8   8  227349   1.10897   1771.38     40.9368    1759.07       527       528  1771.32       1601.12   86428266     7.46887        414     5383      2879     1976        0             NA              0
   weee-400-11-025-2          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  9.59239       ec  0.0244468    79800    701   4   8   8    2410   1.02263    9.5563     4.77657  0.0575732         7         9  9.55574       9.53436    3466264    0.004634          8       99        72       18        0             NA              0
 study-3600-59-000-2         study  3600  59       60     0   6478141     1  0.001   none      umdp    1  1800.05       ec    9.01797       59     10   4   8   8      18        31   1787.75     381.073    67.3142       117       124  1787.69       1740.55   28030223      2.3064        109     1574      1359       91        0             NA              0
  weee-2800-47-025-5          weee  2800  47  3918584  0.25        17     1  0.001   none      umdp    1  1800.02       ec    10.9627  3918583  15110   4   8   8  134434   1.10525   1788.02     1648.69    151.319       246       247  1787.99       1738.85  125555967     3.12977        212     2702      1207     1248        0             NA              0
  weee-4000-65-050-2          weee  4000  65  7997897   0.5       104     1  0.001   none      umdp    1  1800.05       ec    37.5859  7997896  15330   4   8   8  284729   1.11651   1760.23     238.875    1561.13       696       697  1760.17       1484.54   70739108      9.7108        519     5352      2217     2438        0             NA              0
  weee-3600-59-050-6          weee  3600  59  6478130   0.5        71     1  0.001   none      umdp    1  1800.05       ec    25.8721  6478129  13928   4   8   8  220562   1.09472   1772.43     1458.07    341.934       374       375  1772.37        1650.7   97145982     5.90112        292     3854      1817     1662        0             NA              0
  weee-2000-35-100-6          weee  2000  35  1998994     1         7     1  0.001   none      umdp    1  1800.01       ec     3.6417  1998993  15095   4   8   8   62788    1.0489   1795.95      1785.2    14.8051        83        84  1795.93       1787.15  184410332    0.960577         77     1658      1132      442        0             NA              0
  weee-1600-29-025-2          weee  1600  29  1279197  0.25         4     1  0.001   none      umdp    1  1800.01       ec    1.91772  1279196   4329   4   8   8   38706   1.02262   1797.83     1796.34    3.66458        19        20  1797.83       1796.36  254524375    0.321754         19      762       488      254        0             NA              0
 study-1600-29-010-6         study  1600  29       59   0.1   1279142     1  0.001   none      umdp    1  1800.01       ec   0.772635       58     13   4   8   8      17        31    1798.8     1793.82    6.18624        51        52  1798.78       1794.88   90117585    0.296291         44      594       500       42        0             NA              0
  weee-3200-53-100-6          weee  3200  53  5118375     1        26     1  0.001   none      umdp    1  1800.04       ec     16.871  5118374  26019   4   8   8  174055   1.08686   1781.91     1436.71    363.306       373       374  1781.86       1688.13  101598839     4.99742        309     4242      2361     1507        0             NA              0
   weee-800-17-025-6          weee   800  17   319601  0.25         0     1  0.001   none      umdp    1  365.207       ec   0.168147   319600    103   4   8   8   10466   1.06263   364.984     182.062   0.620708        24        26  364.981       364.605   78427462   0.0575498         22      391       246      119        0             NA              0
 study-3200-53-000-1         study  3200  53       61     0   5118340     1  0.001   none      umdp    1  1800.04       ec    6.13913       60     13   4   8   8      19        31   1791.45     323.413    48.8272       113       117  1791.39       1756.72   31540568     1.79334        104     1418      1213       88        0             NA              0
 study-3200-53-010-8         study  3200  53       60   0.1   5118341     1  0.001   none      umdp    1  1800.04       ec    6.13953       59     12   4   8   8      20        31   1791.41     1014.49    42.5234        95        97  1791.35       1762.11   28912830      1.7619         81     1411      1223       91        0             NA              0
 study-1600-29-010-5         study  1600  29       56   0.1   1279145     1  0.001   none      umdp    1  1800.01       ec   0.789788       55     10   4   8   8      17        31   1798.75     1683.17    9.16083        46        49  1798.74       1794.99   80200547    0.300368         44      583       486       48        0             NA              0
 study-2400-41-000-3         study  2400  41       59     0   2878742     1  0.001   none      umdp    1  1800.02       ec    2.63588       58     12   4   8   8      20        31   1796.16     1003.48    21.3767        85        87  1796.13       1781.13   45051502    0.990656         77     1078       917       74        0             NA              0
  weee-3600-59-075-8          weee  3600  59  6478121  0.75        80     1  0.001   none      umdp    1  1800.04       ec    26.9206  6478120   3231   4   8   8  222769   1.09768   1771.35     1619.82     180.18       327       328  1771.29       1661.15   89951552     7.10279        281     4367      2307     1732        0             NA              0
  study-800-17-000-8         study   800  17       57     0    319544     1  0.001   none      umdp    1     1800       ec  0.0872666       56     12   4   8   8      17        31   1799.83      710.52   0.898624        35        41  1799.83       1799.12  198116777   0.0635471         33      284       226       17        0             NA              0
 weee-3200-53-075-10          weee  3200  53  5118370  0.75        31     1  0.001   none      umdp    1  1800.03       ec    18.2418  5118369  40027   4   8   8  162710   1.05315   1780.46     1731.23    68.7774       115       116  1780.42        1748.5  110988751     3.61926        106     3014      1967      931        0             NA              0
  weee-3200-53-050-6          weee  3200  53  5118375   0.5        26     1  0.001   none      umdp    1  1800.03       ec    17.5417  5118374  25150   4   8   8  174055   1.08686   1781.14     1433.49    366.524       343       344   1781.1        1691.5  102306153     4.71806        265     3433      1612     1477        0             NA              0
   weee-400-11-100-5          weee   400  11    79801     1         0     1  0.001   none      umdp    1  15.5795       ec  0.0274404    79800    839   4   8   8    2361   1.03687   15.5388     7.76647  0.0486156         1         3  15.5382       15.5302    5804922  0.00484763          2       92        71       18        0             NA              0
  weee-2400-41-075-3          weee  2400  41  2878789  0.75        12     1  0.001   none      umdp    1  1800.02       ec    6.64677  2878788   4014   4   8   8   84857   1.01318    1792.7     1785.16    14.8525        40        41  1792.68       1786.24  172585600     1.00684         39     1358       982      335        0             NA              0
  weee-800-17-050-10          weee   800  17   319601   0.5         0     1  0.001   none      umdp    1  998.292       ec   0.141082   319600   1321   4   8   8    9439   1.01164   998.106     498.731   0.325584        10        12  998.104       997.966  220361659   0.0313768          9      268       180       76        0             NA              0
  weee-4000-65-025-9          weee  4000  65  7997881  0.25       120     1  0.001   none      umdp    1  1800.04       ec    34.9217  7997880  52186   4   8   8  279023    1.1032   1763.06     115.552    1684.45       534       536     1763       1562.21   76181404     7.63623        427     4571      1793     2242        0             NA              0
  weee-1600-29-025-6          weee  1600  29  1279198  0.25         3     1  0.001   none      umdp    1  1800.01       ec    1.76464  1279197   2391   4   8   8   44332   1.10984   1797.99     1759.86    40.1423       184       186  1797.98       1786.54  205845160    0.639934        134     1285       548      551        0             NA              0
 study-3600-59-000-5         study  3600  59       60     0   6478141     1  0.001   none      umdp    1  1800.05       ec    8.56373       59      9   4   8   8      19        31   1788.54     1205.14    64.0268       118       120  1788.48       1746.47   28946422     2.09555        102     1624      1442       62        0             NA              0
  study-400-11-010-6         study   400  11       50   0.1     79751     1  0.001   none      umdp    1   238.14       ec  0.0151306       49      9   4   8   8      16        32   238.107      118.33   0.606101        23        25  238.106       238.015   46339585   0.0137821         15      165       127       13        0             NA              0
  weee-3600-59-075-9          weee  3600  59  6478137  0.75        64     1  0.001   none      umdp    1  1800.04       ec    26.2321  6478136  38105   4   8   8  231476   1.11637   1772.07     88.5961    1711.41       686       687  1772.02       1554.05   83235878     8.01068        510     5471      2614     2170        0             NA              0
   weee-800-17-075-7          weee   800  17   319601  0.75         0     1  0.001   none      umdp    1     1800       ec   0.166181   319600   2920   4   8   8    9088  0.992865   1799.78     195.097   0.635412        17        19  1799.78       1799.52  425321768     0.03858         16      285       217       49        0             NA              0
   weee-800-17-050-6          weee   800  17   319601   0.5         0     1  0.001   none      umdp    1  737.938       ec   0.168877   319600    655   4   8   8   10466   1.06263   737.716     368.621   0.654113        29        31  737.714       737.296  161501376   0.0570807         28      392       252      109        0             NA              0
 study-400-11-000-10         study   400  11       51     0     79750     1  0.001   none      umdp    1  77.7163       ec  0.0145776       50      9   4   8   8      15        31   77.6828      28.405   0.111004        15        20  77.6819       77.6011   15464130   0.0141208         17      173       137       16        0             NA              0
 study-3600-59-010-6         study  3600  59       61   0.1   6478140     1  0.001   none      umdp    1  1800.05       ec     9.1546       60     13   4   8   8      20        31   1787.65     1332.94    62.6956       111       113  1787.59        1744.6   26301595     2.22335        102     1592      1398       81        0             NA              0
study-2800-47-000-10         study  2800  47       62     0   3918539     1  0.001   none      umdp    1  1800.03       ec    4.16712       61     14   4   8   8      21        31   1794.01     1515.49    284.512        88        90  1793.97       1772.94   33253892     1.27108         83     1172      1021       61        0             NA              0
 study-2000-35-010-2         study  2000  35       58   0.1   1998943     1  0.001   none      umdp    1  1800.01       ec    1.52696       57      8   4   8   8      18        31    1797.7     1784.92    15.0871        69        70  1797.68       1789.33   55699774    0.622125         64      887       756       61        0             NA              0
  weee-2800-47-050-8          weee  2800  47  3918585   0.5        16     1  0.001   none      umdp    1  1800.03       ec    11.3527  3918584  35547   4   8   8  132647   1.08802   1787.67     1250.92     549.08       251       253  1787.64       1736.62  119055284     3.34886        205     2927      1496     1178        0             NA              0
 study-3600-59-000-9         study  3600  59       61     0   6478140     1  0.001   none      umdp    1  1800.05       ec     9.1953       60     14   4   8   8      20        31   1787.56     1731.72    68.2947       116       117   1787.5       1742.25   26009085     2.37297        105     1611      1399       95        0             NA              0
  weee-2400-41-100-7          weee  2400  41  2878788     1        13     1  0.001   none      umdp    1  1800.02       ec     6.6471  2878787   6484   4   8   8   88650   1.02902   1792.68     1778.44    21.5602        91        92  1792.66       1778.71  146333941     1.44569         84     1753      1128      533        0             NA              0
  weee-3600-59-025-6          weee  3600  59  6478130  0.25        71     1  0.001   none      umdp    1  1800.03       ec    26.1187  6478129  40071   4   8   8  223542   1.10251   1772.08     55.1093    1744.89       476       478  1772.04       1615.78   96275427     6.40704        372     3809      1527     1804        0             NA              0
  weee-2000-35-075-8          weee  2000  35  1998995  0.75         6     1  0.001   none      umdp    1  1800.01       ec    3.72615  1998994  16980   4   8   8   63272   1.05148   1795.84     1787.81    12.1986        70        71  1795.82       1788.21  188810711    0.970314         60     1602      1119      412        0             NA              0
  weee-3200-53-100-7          weee  3200  53  5118363     1        38     1  0.001   none      umdp    1  1800.04       ec    17.1017  5118362  31805   4   8   8  168866   1.07693   1781.65     1710.27    89.7311       219       221   1781.6       1724.04  134298296     4.47957        178     3927      2540     1166        0             NA              0
  weee-1200-23-100-7          weee  1200  23   719398     1         3     1  0.001   none      umdp    1     1800       ec   0.578809   719397   6437   4   8   8   22100   1.03646   1799.29     1798.09    1.91511        28        29  1799.29       1798.19  306013397    0.161293         26      582       377      176        0             NA              0
 study-1600-29-000-6         study  1600  29       59     0   1279142     1  0.001   none      umdp    1  1800.01       ec   0.769928       58     11   4   8   8      17        31    1798.8     1793.91     6.0993        49        50  1798.78          1795   96487580    0.317354         44      626       531       45        0             NA              0
  weee-3200-53-025-2          weee  3200  53  5118369  0.25        32     1  0.001   none      umdp    1  1800.03       ec    17.2483  5118368  13495   4   8   8  167868   1.06942   1781.52     1673.91     126.09       179       180  1781.48       1735.74  107350092     3.12165        146     2574      1352     1042        0             NA              0
study-1600-29-000-10         study  1600  29       57     0   1279144     1  0.001   none      umdp    1  1800.01       ec   0.734722       56     11   4   8   8      18        31   1798.85     1505.31    294.694        46        48  1798.83       1795.23   82641227    0.310046         42      634       542       44        0             NA              0
  weee-2400-41-025-9          weee  2400  41  2878786  0.25        15     1  0.001   none      umdp    1  1800.01       ec    6.44493  2878785  20141   4   8   8   84212   1.00281   1792.87     1772.68    27.3275        79        80  1792.85       1781.27  157956555     1.01133         75     1271       760      431        0             NA              0
  weee-4000-65-050-1          weee  4000  65  7997895   0.5       106     1  0.001   none      umdp    1  1800.05       ec    36.2614  7997894  19015   4   8   8  265952   1.07899   1761.57     1209.89    590.118       288       289  1761.51       1644.65   72084735     7.14071        251     4405      2390     1726        0             NA              0
  weee-400-11-100-10          weee   400  11    79801     1         0     1  0.001   none      umdp    1  21.7534       ec  0.0259938    79800    442   4   8   8    2044  0.944965   21.7145     10.8557  0.0412574         0         2  21.7139       21.7115    8373012  0.00234006          1       49        44        3        0             NA              0
 study-4000-65-000-8         study  4000  65       62     0   7997939     1  0.001   none      umdp    1  1800.05       ec    12.3756       61     12   4   8   8      20        31   1783.44     1245.33    92.7495       134       137  1783.37       1718.62   25343977     2.98798        114     1833      1606       90        0             NA              0
  weee-2000-35-025-5          weee  2000  35  1998997  0.25         4     1  0.001   none      umdp    1  1800.01       ec     3.6509  1998996   9950   4   8   8   69139   1.10335   1795.89     1770.76    29.2432       206       207  1795.88       1775.39  167080776     1.25818        166     1767       795      765        0             NA              0
  weee-2000-35-100-8          weee  2000  35  1998995     1         6     1  0.001   none      umdp    1  1800.01       ec    3.71347  1998994   1700   4   8   8   63272   1.05148   1795.87     1786.67     13.328        77        78  1795.85       1787.62  190043544    0.985803         74     1695      1195      422        0             NA              0
  weee-1200-23-075-5          weee  1200  23   719400  0.75         1     1  0.001   none      umdp    1     1800       ec   0.593418   719399   4535   4   8   8   17147  0.910504   1799.28     1799.27    0.78006         0         1  1799.27       1799.22  328282114   0.0523327          1      264       241       22        0             NA              0
  weee-1200-23-025-7          weee  1200  23   719398  0.25         3     1  0.001   none      umdp    1     1800       ec   0.578697   719397    880   4   8   8   22100   1.03646   1799.29     263.139    2.43569        46        48  1799.29       1797.59  287548126    0.171016         41      585       337      200        0             NA              0
   weee-800-17-100-8          weee   800  17   319601     1         0     1  0.001   none      umdp    1     1800       ec   0.167792   319600   1058   4   8   8    8715  0.974881   1799.78     851.112    0.39742         6         8  1799.78       1799.66  380880306   0.0431348          7      409       370       31        0             NA              0
  weee-3200-53-025-3          weee  3200  53  5118372  0.25        29     1  0.001   none      umdp    1  1800.02       ec    17.3117  5118371  26367   4   8   8  165692     1.059   1781.41     1720.64    79.3632       181       182  1781.38       1734.87  116445897     3.19339        154     2588      1304     1102        0             NA              0
 study-2800-47-000-1         study  2800  47       60     0   3918541     1  0.001   none      umdp    1  1800.03       ec    3.82289       59      9   4   8   8      19        31   1794.75     1768.19    31.8143       101       102  1794.72       1773.32   38722978     1.13556         91     1180      1010       68        0             NA              0
 study-4000-65-010-6         study  4000  65       61   0.1   7997940     1  0.001   none      umdp    1  1800.06       ec    12.3889       60     11   4   8   8      19        31   1783.47      1534.9    81.8319       117       119  1783.39       1727.97   21377696     2.64704        105     1673      1460       94        0             NA              0
  weee-3200-53-100-9          weee  3200  53  5118362     1        39     1  0.001   none      umdp    1  1800.04       ec    17.3485  5118361  19548   4   8   8  183183   1.12195   1781.38     363.451    1436.56       571       572  1781.33       1636.49   92211072     6.09861        447     4788      2334     1882        0             NA              0
study-1200-23-000-10         study  1200  23       58     0    719343     1  0.001   none      umdp    1     1800       ec   0.267693       57     14   4   8   8      19        31   1799.52     1796.97    3.03352        47        48  1799.51       1797.45  123925990    0.173171         38      483       394       41        0             NA              0
study-3200-53-010-10         study  3200  53       60   0.1   5118341     1  0.001   none      umdp    1  1800.04       ec    6.26065       59     13   4   8   8      19        31   1791.26     14.1817    45.2673       100       103  1791.21       1759.57   33128837     1.74692         94     1351      1159       89        0             NA              0
  weee-3600-59-025-9          weee  3600  59  6478137  0.25        64     1  0.001   none      umdp    1  1800.03       ec    26.8092  6478136  21643   4   8   8  229040   1.11052   1771.26     808.617    991.397       577       578  1771.21       1581.97   85151065     6.95813        437     4048      1491     1979        0             NA              0
 weee-3200-53-100-10          weee  3200  53  5118370     1        31     1  0.001   none      umdp    1  1800.04       ec    18.3168  5118369  20818   4   8   8  162710   1.05315   1780.38     1727.52    72.4803       131       132  1780.33       1744.05  115087699     3.84929        113     3302      2247      923        0             NA              0
  weee-1200-23-100-9          weee  1200  23   719399     1         2     1  0.001   none      umdp    1     1800       ec   0.596076   719398   2400   4   8   8   18331  0.936756   1799.27      1798.7    1.30171        12        13  1799.27       1798.75  301450639    0.108563         13      492       431       48        0             NA              0
  weee-3200-53-025-9          weee  3200  53  5118362  0.25        39     1  0.001   none      umdp    1  1800.02       ec    17.8005  5118361   4591   4   8   8  182824   1.12086   1780.84     1151.87    648.132       533       534  1780.81       1646.17   98861488     5.66628        403     4047      1515     1998        0             NA              0
  weee-3600-59-075-6          weee  3600  59  6478130  0.75        71     1  0.001   none      umdp    1  1800.04       ec    26.2874  6478129  18911   4   8   8  220562   1.09472   1772.08     642.532    1157.47       364       366  1772.02       1653.23   99145933      6.0547        308     4235      2224     1645        0             NA              0
   weee-400-11-050-3          weee   400  11    79801   0.5         0     1  0.001   none      umdp    1  10.8173       ec   0.027231    79800    969   4   8   8    2065  0.944323   10.7773     10.7685  0.0482742         1         3  10.7766       10.7686    4054242  0.00249741          2       51        41        7        0             NA              0
  study-400-11-010-8         study   400  11       52   0.1     79749     1  0.001   none      umdp    1  2.56989       ec  0.0146218       51     11   4   8   8      17        31    2.5378    0.891147  0.0812681        10        28  2.53692       2.43261     522247   0.0143827         18      159       113       18        0             NA              0
 study-2000-35-000-4         study  2000  35       59     0   1998942     1  0.001   none      umdp    1  1800.01       ec    1.50195       58     13   4   8   8      19        31   1797.73     1787.56    12.4405        66        67  1797.71       1789.79   59813669    0.547694         54      814       709       38        0             NA              0
 study-1600-29-000-3         study  1600  29       56     0   1279145     1  0.001   none      umdp    1  1800.01       ec   0.762049       55      8   4   8   8      17        31    1798.8     466.058    6.26843        57        63  1798.79        1794.1   92817521     0.32062         50      623       524       36        0             NA              0
   weee-400-11-075-8          weee   400  11    79801  0.75         0     1  0.001   none      umdp    1  12.7444       ec  0.0270783    79800    830   4   8   8    1831  0.896163   12.7046     6.35398  0.0416666         0         2   12.704       12.7022    4334560  0.00173573          1       34        29        3        0             NA              0
 study-4000-65-000-6         study  4000  65       61     0   7997940     1  0.001   none      umdp    1  1800.06       ec    12.7607       60     11   4   8   8      19        31   1783.14     759.749    87.3143       122       127  1783.06       1722.64   23449868     2.89968        110     1740      1501      112        0             NA              0
 weee-1200-23-075-10          weee  1200  23   719398  0.75         3     1  0.001   none      umdp    1     1800       ec    0.60398   719397   3702   4   8   8   19737  0.978801   1799.27     1798.15     1.8481         7         8  1799.26       1798.91  319205475     0.11438          7      512       431       73        0             NA              0
  weee-2400-41-025-7          weee  2400  41  2878788  0.25        13     1  0.001   none      umdp    1  1800.02       ec    6.63247  2878787   6396   4   8   8   88650   1.02902   1792.67     1763.59    36.4104        96        98  1792.65       1778.15  152648348     1.19665         84     1379       771      510        0             NA              0
  weee-2800-47-025-3          weee  2800  47  3918567  0.25        34     1  0.001   none      umdp    1  1800.02       ec    10.8679  3918566   7142   4   8   8  125848   1.06465   1788.11     1719.28     80.729       132       133  1788.08       1761.33  132496533     2.19962        112     2019      1037      849        0             NA              0
  weee-4000-65-075-3          weee  4000  65  7997907  0.75        94     1  0.001   none      umdp    1  1800.06       ec    38.5661  7997906  39009   4   8   8  269334     1.086   1759.34     1395.37    404.641       315       316  1759.27       1630.89   89891445     7.61915        255     4613      2494     1803        0             NA              0
  study-400-11-000-9         study   400  11       51     0     79750     1  0.001   none      umdp    1  16.0659       ec  0.0151482       50     10   4   8   8      16        31   16.0331     1.03246  0.0846185        11        27  16.0322       15.9309    3498342    0.013229         16      157       124        6        0             NA              0
  weee-2400-41-100-9          weee  2400  41  2878786     1        15     1  0.001   none      umdp    1  1800.02       ec     6.5082  2878785   9747   4   8   8   84212   1.00281   1792.85     1778.57    21.4304        65        66  1792.83       1782.73  148091929     1.28776         61     1901      1489      346        0             NA              0
  weee-2800-47-100-4          weee  2800  47  3918573     1        28     1  0.001   none      umdp    1  1800.02       ec    10.9486  3918572    802   4   8   8  138554   1.11525   1788.15     1129.36    670.652       432       433  1788.12       1705.36  127268087     3.75243        336     3621      1789     1399        0             NA              0
  weee-2000-35-025-9          weee  2000  35  1998992  0.25         9     1  0.001   none      umdp    1  1800.01       ec    3.65676  1998991  16591   4   8   8   65324   1.07328   1795.95     1777.78    22.2246       129       131  1795.94       1783.11  218933603     0.91869        111     1485       806      548        0             NA              0
 study-2800-47-010-8         study  2800  47       63   0.1   3918538     1  0.001   none      umdp    1  1800.03       ec    4.02029       62     15   4   8   8      20        31   1794.29     565.851    30.0862        92        94  1794.25       1773.48   35496036      1.1122         85     1151      1007       50        0             NA              0
 study-4000-65-010-9         study  4000  65       60   0.1   7997941     1  0.001   none      umdp    1  1800.06       ec    12.4028       59     13   4   8   8      19        31   1783.43     1706.08    93.9311       136       137  1783.35       1719.63   21670860     2.78017        120     1719      1494       88        0             NA              0
 study-3200-53-010-9         study  3200  53       61   0.1   5118340     1  0.001   none      umdp    1  1800.04       ec    6.27007       60      9   4   8   8      21        31   1791.33     1374.22    48.0877       115       118  1791.27        1756.4   29824971     1.77677        105     1459      1272       69        0             NA              0
  weee-2400-41-050-3          weee  2400  41  2878789   0.5        12     1  0.001   none      umdp    1  1800.01       ec    6.69621  2878788  19010   4   8   8   84857   1.01318    1792.6     1784.31    15.6938        44        46  1792.58       1785.49  163399831     0.95753         42     1219       825      348        0             NA              0
 study-2800-47-010-3         study  2800  47       61   0.1   3918540     1  0.001   none      umdp    1  1800.03       ec     4.2087       60     12   4   8   8      19        31   1794.06     1761.04    38.9675       108       109  1794.02       1768.78   34035496     1.33813        101     1192      1003       80        0             NA              0
  weee-1600-29-050-5          weee  1600  29  1279201   0.5         0     1  0.001   none      umdp    1  1800.01       ec    1.84126  1279200  15095   4   8   8   40659   1.05175   1797.89     1793.33    6.67326        64        65  1797.88       1793.47  241837503     0.49695         56     1040       644      331        0             NA              0
 study-2000-35-010-6         study  2000  35       59   0.1   1998942     1  0.001   none      umdp    1  1800.02       ec     1.5476       58     13   4   8   8      20        31   1797.66     1785.07    14.9364        69        70  1797.64       1789.23   57761959      0.5302         57      712       603       39        0             NA              0
  weee-3200-53-075-4          weee  3200  53  5118361  0.75        40     1  0.001   none      umdp    1  1800.03       ec    18.0744  5118360   1979   4   8   8  176180   1.09516   1780.63     1358.11     441.89       408       409  1780.59       1675.43   88851434     4.86902        316     3660      1835     1416        0             NA              0
