            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
  study-800-17-000-4         study   800  17       55     0    319546     1  0.001   none      umdp    1  1041.73       ec  0.0863589       54      9   4   8   8      17        31   1041.56     745.326   0.646997        22        28  1041.55       1041.06  112096000   0.0597528         24      285       232       25        0             NA              0
  weee-2000-35-025-8          weee  2000  35  1998995  0.25         6     1  0.001   none      umdp    1  1800.01       ec    3.70065  1998994   6801   4   8   8   63272   1.05148   1795.86     1786.41    13.5857        69        71  1795.85       1788.43  195258651    0.870717         66     1319       768      480        0             NA              0
  weee-4000-65-050-8          weee  4000  65  7997895   0.5       106     1  0.001   none      umdp    1  1800.04       ec    37.1064  7997894  51579   4   8   8  289145   1.13088   1760.78     90.9497    1709.06       877       878  1760.73       1416.57   69209820     10.8083        656     5922      2250     2794        0             NA              0
study-1200-23-010-10         study  1200  23       58   0.1    719343     1  0.001   none      umdp    1     1800       ec   0.270751       57     11   4   8   8      19        31   1799.51     553.147     2.3938        37        39  1799.51       1797.81  143787979     0.16125         33      440       363       38        0             NA              0
  weee-2800-47-075-2          weee  2800  47  3918567  0.75        34     1  0.001   none      umdp    1  1800.02       ec    11.1658  3918566   2773   4   8   8  139029   1.11428   1787.89      1210.4    589.612       469       470  1787.86       1697.08  121297781     4.05207        353     3599      1632     1497        0             NA              0
  weee-4000-65-025-5          weee  4000  65  7997903  0.25        98     1  0.001   none      umdp    1  1800.05       ec    37.7736  7997902  56762   4   8   8  271343   1.08942   1760.03     95.1725    1704.86       397       398  1759.97       1601.79   62596354     7.46188        330     4203      1805     2000        0             NA              0
   weee-400-11-075-4          weee   400  11    79801  0.75         0     1  0.001   none      umdp    1  19.8583       ec  0.0272059    79800    247   4   8   8    1990  0.925352   19.8155     9.89301  0.0497632         1         3  19.8149       19.8079    7385802  0.00357364          2       69        59        7        0             NA              0
  weee-1200-23-100-8          weee  1200  23   719401     1         0     1  0.001   none      umdp    1     1800       ec    0.57995   719400   6660   4   8   8   18523  0.949079   1799.29     1799.05   0.968684         5         6  1799.28       1799.05  334663615   0.0615208          6      288       244       38        0             NA              0
  weee-2800-47-050-1          weee  2800  47  3918579   0.5        22     1  0.001   none      umdp    1  1800.02       ec    10.8886  3918578  26254   4   8   8  134178   1.09855    1788.2     1668.57    131.432       324       325  1788.17       1726.08  126081831     3.16087        275     2982      1407     1250        0             NA              0
  weee-3200-53-050-2          weee  3200  53  5118369   0.5        32     1  0.001   none      umdp    1  1800.03       ec    18.0158  5118368  30266   4   8   8  167868   1.06942   1780.71     1598.08    201.921       176       177  1780.67       1733.69  103887156     3.55306        149     2840      1559     1104        0             NA              0
  weee-4000-65-025-1          weee  4000  65  7997895  0.25       106     1  0.001   none      umdp    1  1800.05       ec    35.5884  7997894  30767   4   8   8  265952   1.07899   1762.21     656.734    1143.27       292       294  1762.15        1646.1   71581821     6.39094        250     3818      1785     1739        0             NA              0
study-3600-59-000-10         study  3600  59       59     0   6478142     1  0.001   none      umdp    1  1800.05       ec    8.84209       58     13   4   8   8      19        31   1788.25     1436.21    71.6971       114       117  1788.19        1745.8   26382156     2.33692        109     1692      1471      104        0             NA              0
  weee-800-17-075-10          weee   800  17   319601  0.75         0     1  0.001   none      umdp    1  844.673       ec   0.163706   319600   2495   4   8   8    9439   1.01164   844.459     422.323    0.31143         5         7  844.456        844.36  193181036   0.0361278          6      325       264       54        0             NA              0
   weee-400-11-025-6          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  49.1453       ec  0.0273509    79800   1015   4   8   8    2248  0.981995    49.105      24.542  0.0522672         3         5  49.1044       49.0925   20108341  0.00360858          4       64        49       10        0             NA              0
study-4000-65-010-10         study  4000  65       62   0.1   7997939     1  0.001   none      umdp    1  1800.05       ec    12.5495       61     15   4   8   8      21        31   1783.21     844.052    97.4536       140       145  1783.14       1715.02   24057072     2.85033        124     1695      1460       90        0             NA              0
  study-800-17-000-5         study   800  17       54     0    319547     1  0.001   none      umdp    1     1800       ec  0.0811053       53     13   4   8   8      17        31   1799.84     1296.29   0.704945        28        33  1799.84        1799.3  198433536   0.0645034         31      324       256       35        0             NA              0
  weee-4000-65-100-9          weee  4000  65  7997881     1       120     1  0.001   none      umdp    1  1800.06       ec    36.5731  7997880  68920   4   8   8  278799   1.10274   1761.27     114.582    1685.42       556       557  1761.19       1537.98   71859215     9.75428        415     5971      3163     2251        0             NA              0
  weee-2000-35-050-1          weee  2000  35  1998995   0.5         6     1  0.001   none      umdp    1  1800.01       ec    3.73076  1998994   1527   4   8   8   58797   1.00185   1795.82     1792.21    7.79221        31        32  1795.81       1792.26  226373577    0.602995         31      966       635      299        0             NA              0
  weee-1200-23-075-4          weee  1200  23   719400  0.75         1     1  0.001   none      umdp    1     1800       ec   0.605086   719399   1322   4   8   8   17315   0.91158   1799.27     1799.01   0.994616         5         6  1799.26       1799.01  331924492   0.0781626          6      367       335       26        0             NA              0
  weee-2800-47-050-5          weee  2800  47  3918584   0.5        17     1  0.001   none      umdp    1  1800.03       ec    10.9281  3918583   8281   4   8   8  134434   1.10525    1788.1     1729.54    70.4606       232       234  1788.06        1741.5  118834175     3.29757        199     2968      1503     1231        0             NA              0
 weee-3200-53-050-10          weee  3200  53  5118370   0.5        31     1  0.001   none      umdp    1  1800.03       ec    17.9077  5118369  50285   4   8   8  162710   1.05315   1780.84     1555.76    244.241       133       134   1780.8       1745.81  111518339     3.12913        119     2612      1486      992        0             NA              0
 study-3200-53-000-7         study  3200  53       60     0   5118341     1  0.001   none      umdp    1  1800.04       ec    5.94592       59     13   4   8   8      19        31    1791.7     165.079    43.0243        98       102  1791.65       1761.39   30088767     1.59812         89     1297      1115       80        0             NA              0
 study-3200-53-000-5         study  3200  53       58     0   5118343     1  0.001   none      umdp    1  1800.05       ec    6.01941       57     12   4   8   8      18        31   1791.94     42.1076    47.7179       119       123  1791.88       1758.41   31382610     1.59164        107     1388      1181       84        0             NA              0
 study-3600-59-010-5         study  3600  59       60   0.1   6478141     1  0.001   none      umdp    1  1800.05       ec    8.85926       59      9   4   8   8      19        31   1787.82     99.9997    74.9752       135       138  1787.76       1735.33   25490809     2.30899        122     1579      1376       65        0             NA              0
 weee-2000-35-025-10          weee  2000  35  1998996  0.25         5     1  0.001   none      umdp    1  1800.01       ec    3.62675  1998995  19892   4   8   8   57297   0.99847    1795.9     1792.58    7.44256        18        19  1795.89       1793.69  189517658    0.479005         18      781       537      225        0             NA              0
  weee-3600-59-100-7          weee  3600  59  6478147     1        54     1  0.001   none      umdp    1  1800.04       ec    26.4877  6478146   7957   4   8   8  203803   1.04908   1771.74     1728.57    71.4432       115       116  1771.69        1730.3   99011885     4.63614        110     3413      2269     1028        0             NA              0
  weee-4000-65-075-1          weee  4000  65  7997895  0.75       106     1  0.001   none      umdp    1  1800.06       ec    36.8089  7997894  56629   4   8   8  265952   1.07899   1760.95     1455.68    344.322       299       300  1760.87       1636.39   74343002     7.62376        257     4638      2715     1623        0             NA              0
 study-4000-65-010-8         study  4000  65       62   0.1   7997939     1  0.001   none      umdp    1  1800.06       ec     12.859       61     14   4   8   8      20        31   1782.97     1700.27    99.7437       139       140  1782.89       1715.96   21859825     3.05111        125     1765      1529       96        0             NA              0
  weee-2400-41-075-2          weee  2400  41  2878782  0.75        19     1  0.001   none      umdp    1  1800.01       ec    6.62488  2878781   7416   4   8   8  100256   1.10696    1792.7     1668.59    131.406       330       332  1792.68       1745.25  128827477     2.32724        245     2517      1190      995        0             NA              0
 study-1200-23-000-1         study  1200  23       56     0    719345     1  0.001   none      umdp    1     1800       ec   0.289484       55      6   4   8   8      17        31   1799.48     1361.17    76.4458        41        44  1799.47       1797.54  134983446    0.162438         34      419       340       35        0             NA              0
  weee-2000-35-100-9          weee  2000  35  1998992     1         9     1  0.001   none      umdp    1  1800.01       ec      3.754  1998991   5363   4   8   8   65324   1.07328   1795.84     1781.29    18.7139       134       136  1795.83       1782.03  215798729      1.2132        123     2067      1376      555        0             NA              0
study-2000-35-010-10         study  2000  35       58   0.1   1998943     1  0.001   none      umdp    1  1800.01       ec    1.49393       57     14   4   8   8      19        31   1797.74     1787.13    12.8708        62        63  1797.72       1790.21   62464248    0.618716         58      898       768       67        0             NA              0
  weee-3200-53-075-2          weee  3200  53  5118369  0.75        32     1  0.001   none      umdp    1  1800.03       ec     17.949  5118368   5754   4   8   8  167868   1.06942   1780.78     1662.91    137.097       160       161  1780.74       1737.73  108898564     3.94241        138     3264      1954     1149        0             NA              0
  weee-1600-29-050-9          weee  1600  29  1279196   0.5         5     1  0.001   none      umdp    1  1800.01       ec    1.80205  1279195   2328   4   8   8   33579  0.942502   1797.93     1797.32    2.68381         7         8  1797.92       1797.32  256684113    0.181993          8      471       375       88        0             NA              0
 study-3200-53-010-2         study  3200  53       59   0.1   5118342     1  0.001   none      umdp    1  1800.04       ec     6.1115       58     12   4   8   8      19        31   1791.45     1250.59    50.9786       111       113   1791.4       1758.01   31773365     1.68265         99     1337      1152       72        0             NA              0
   weee-400-11-025-9          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  28.2271       ec  0.0241422    79800     37   4   8   8    1808  0.871153   28.1914     14.0999   0.047579         4         6  28.1909        28.179    8463398  0.00233529          4       48        36        6        0             NA              0
   weee-800-17-075-6          weee   800  17   319601  0.75         0     1  0.001   none      umdp    1  657.868       ec   0.170634   319600   2238   4   8   8   10466   1.06263   657.644     328.392   0.660885        27        29  657.642        657.24  142222494   0.0611376         26      402       259      114        0             NA              0
  weee-2800-47-050-9          weee  2800  47  3918580   0.5        21     1  0.001   none      umdp    1  1800.02       ec    11.0218  3918579  22652   4   8   8  124723   1.05734   1788.05     1650.67    149.333        88        89  1788.02       1769.46  151550182     2.24343         83     2286      1436      761        0             NA              0
 weee-2000-35-050-10          weee  2000  35  1998996   0.5         5     1  0.001   none      umdp    1  1800.01       ec    3.58658  1998995  12956   4   8   8   57297   0.99847   1795.98     1792.71    7.29977        28        29  1795.97       1792.81  202179340    0.556508         25     1001       723      249        0             NA              0
  weee-1600-29-050-6          weee  1600  29  1279198   0.5         3     1  0.001   none      umdp    1  1800.01       ec    1.82261  1279197  11202   4   8   8   44332   1.10984    1797.9     27.4755     39.381       216       218  1797.89       1784.27  207649914    0.743039        162     1409       665      526        0             NA              0
  weee-2400-41-100-8          weee  2400  41  2878785     1        16     1  0.001   none      umdp    1  1800.02       ec    6.37264  2878784   8406   4   8   8   99433   1.10301      1793     1739.62     60.383       274       275  1792.97       1753.83  152103944     2.39082        217     2966      1657     1034        0             NA              0
 study-1600-29-010-2         study  1600  29       56   0.1   1279145     1  0.001   none      umdp    1  1800.01       ec   0.777843       55      8   4   8   8      18        31   1798.79     1390.24    5.52602        47        50  1798.78       1794.96   82682980    0.359156         44      726       612       64        0             NA              0
 study-2400-41-010-6         study  2400  41       59   0.1   2878742     1  0.001   none      umdp    1  1800.02       ec    2.58793       58     12   4   8   8      19        31    1796.2     1765.02    34.9786        84        86  1796.17       1781.63   50588132    0.920021         76     1059       912       61        0             NA              0
  weee-2400-41-050-5          weee  2400  41  2878790   0.5        11     1  0.001   none      umdp    1  1800.02       ec    6.49585  2878789  11481   4   8   8  100327   1.11376   1792.85     1326.38    473.622       383       384  1792.83        1738.9  137841101     2.42881        285     2653      1208     1061        0             NA              0
   weee-400-11-100-1          weee   400  11    79801     1         0     1  0.001   none      umdp    1  2.30408       ec  0.0257456    79800    729   4   8   8    3076   1.17441   2.26564     1.09492   0.110725        17        19  2.26493       2.20897     718911   0.0108685         14      196       140       37        0             NA              0
 study-3600-59-000-3         study  3600  59       62     0   6478139     1  0.001   none      umdp    1  1800.04       ec    9.15714       61     15   4   8   8      20        31   1787.58     1708.47    69.5604       120       123  1787.52       1740.83   28718050      2.0931        109     1446      1245       78        0             NA              0
   weee-400-11-050-9          weee   400  11    79801   0.5         0     1  0.001   none      umdp    1  23.3997       ec  0.0281693    79800    276   4   8   8    1808  0.871153   23.3586     11.6828  0.0469815         1         3   23.358       23.3521    8384870  0.00256953          2       47        35        9        0             NA              0
  weee-2000-35-050-8          weee  2000  35  1998995   0.5         6     1  0.001   none      umdp    1  1800.01       ec    3.71436  1998994   6032   4   8   8   63272   1.05148   1795.86     1785.84    14.1599        78        79  1795.84       1787.63  201947027    0.877385         68     1383       848      456        0             NA              0
   weee-400-11-100-3          weee   400  11    79801     1         0     1  0.001   none      umdp    1  14.4418       ec    0.02418    79800    704   4   8   8    2065  0.944323   14.4064     14.3951  0.0462805         2         4  14.4058       14.3951    5637477   0.0034502          3       84        73        7        0             NA              0
  weee-1600-29-025-7          weee  1600  29  1279198  0.25         3     1  0.001   none      umdp    1     1800       ec    1.86025  1279197  11203   4   8   8   38407   1.01765   1797.88     1782.76    17.2395        58        60  1797.88       1794.04  271176323    0.326904         55      723       431      232        0             NA              0
  weee-1600-29-075-9          weee  1600  29  1279196  0.75         5     1  0.001   none      umdp    1  1800.01       ec    1.81516  1279195   6698   4   8   8   33579  0.942502   1797.92     1796.84    3.16394        12        13  1797.91       1796.96  266245627     0.23047         12      619       511       95        0             NA              0
 weee-1600-29-050-10          weee  1600  29  1279200   0.5         1     1  0.001   none      umdp    1  1800.01       ec    1.80595  1279199  10930   4   8   8   39733   1.04167   1797.95     1794.39    5.60984        33        34  1797.94       1795.61  254845858    0.374184         29      891       602      255        0             NA              0
 weee-4000-65-075-10          weee  4000  65  7997920  0.75        81     1  0.001   none      umdp    1  1800.04       ec    37.6186  7997919  22311   4   8   8  254456   1.05263   1760.43     1480.02    319.984       218       220  1760.38       1674.27   90139791     5.34725        189     3778      2333     1225        0             NA              0
  weee-1600-29-050-1          weee  1600  29  1279197   0.5         4     1  0.001   none      umdp    1  1800.01       ec    1.82002  1279196   9722   4   8   8   41084   1.05352   1797.94     1792.89    7.12068        70        71  1797.93       1793.34  277903958    0.478015         64     1137       722      344        0             NA              0
  weee-2400-41-100-4          weee  2400  41  2878785     1        16     1  0.001   none      umdp    1  1800.02       ec    6.48934  2878784  13523   4   8   8   88900   1.03755   1792.93     1781.88    18.1366        73        74   1792.9       1782.03  161670389     1.25097         65     1919      1371      474        0             NA              0
  weee-2800-47-050-3          weee  2800  47  3918567   0.5        34     1  0.001   none      umdp    1  1800.02       ec    10.4826  3918566  25100   4   8   8  125985   1.06528   1788.64     1178.03    621.971       137       138  1788.61       1763.28  122550278     1.91173        119     2187      1280      769        0             NA              0
  weee-2800-47-100-9          weee  2800  47  3918580     1        21     1  0.001   none      umdp    1  1800.03       ec    10.8541  3918579  15626   4   8   8  124723   1.05734   1788.35     1762.52    37.4833       115       116  1788.31       1765.11  156399134     2.44538        107     2987      2130      741        0             NA              0
  weee-1600-29-100-1          weee  1600  29  1279197     1         4     1  0.001   none      umdp    1  1800.01       ec    1.79216  1279196   5275   4   8   8   41084   1.05352   1797.98     1790.53    9.46964        84        85  1797.97       1792.78  275450119    0.503244         73     1462      1032      345        0             NA              0
  weee-1600-29-025-4          weee  1600  29  1279197  0.25         4     1  0.001   none      umdp    1  1800.01       ec    1.73145  1279196  12465   4   8   8   37411   1.00622   1798.03     1795.06    4.93709        38        39  1798.02       1795.55  227353499    0.253932         38      656       440      177        0             NA              0
 study-1200-23-000-5         study  1200  23       54     0    719347     1  0.001   none      umdp    1  1800.01       ec   0.249278       53     10   4   8   8      17        31   1799.54     1099.93     2.1271        38        41  1799.53       1797.98  156315967    0.118464         37      406       345       20        0             NA              0
  weee-3200-53-075-6          weee  3200  53  5118375  0.75        26     1  0.001   none      umdp    1  1800.03       ec    16.7641  5118374  19295   4   8   8  174055   1.08686   1782.04      1504.9    295.107       323       324  1781.99       1700.96  101031886     4.43243        257     3707      1918     1465        0             NA              0
 study-2800-47-000-2         study  2800  47       61     0   3918540     1  0.001   none      umdp    1  1800.03       ec    4.00317       60     10   4   8   8      19        31   1794.27      1315.2    30.0235        93        98  1794.23       1772.02   40919264     1.29532         91     1243      1065       80        0             NA              0
  weee-1600-29-025-1          weee  1600  29  1279197  0.25         4     1  0.001   none      umdp    1  1800.01       ec     1.8229  1279196    802   4   8   8   41084   1.05352   1797.93     1793.07    6.93136        72        74  1797.92       1793.14  275368784    0.447146         64     1000       567      359        0             NA              0
 study-3200-53-000-4         study  3200  53       59     0   5118342     1  0.001   none      umdp    1  1800.04       ec    6.19234       58     13   4   8   8      19        31   1791.29     1747.97    52.0478       109       110  1791.24          1758   30531274     1.80017        101     1430      1227       93        0             NA              0
  weee-2000-35-025-1          weee  2000  35  1998995  0.25         6     1  0.001   none      umdp    1  1800.01       ec    3.69355  1998994  15451   4   8   8   58797   1.00185   1795.85     1789.51    10.4877        29        31  1795.84       1792.48  222359201    0.544349         27      902       596      275        0             NA              0
 study-2800-47-000-4         study  2800  47       60     0   3918541     1  0.001   none      umdp    1  1800.03       ec    4.15305       59     11   4   8   8      19        31   1794.07      14.123    32.5377        94        96  1794.03       1771.77   37049150     1.25349         81     1177      1020       61        0             NA              0
 study-3600-59-010-9         study  3600  59       61   0.1   6478140     1  0.001   none      umdp    1  1800.05       ec    8.95088       60     15   4   8   8      20        31   1787.65     1731.22       68.8       117       118  1787.59       1742.13   25440448      2.3194        102     1537      1306      113        0             NA              0
  study-800-17-000-9         study   800  17       56     0    319545     1  0.001   none      umdp    1     1800       ec  0.0850264       55     10   4   8   8      18        31   1799.84     1028.96   0.525223        16        23  1799.83       1799.43  199696211   0.0620164         19      307       250       34        0             NA              0
 study-1200-23-010-4         study  1200  23       56   0.1    719345     1  0.001   none      umdp    1     1800       ec   0.279177       55     10   4   8   8      17        31    1799.5     1336.29     2.7646        46        49   1799.5       1797.37  127146187     0.18712         41      515       437       29        0             NA              0
 study-3200-53-000-3         study  3200  53       63     0   5118338     1  0.001   none      umdp    1  1800.04       ec    6.38532       62     14   4   8   8      21        31   1791.18     1231.89    52.3404       110       112  1791.13       1757.05   29595323     1.67791         97     1270      1081       77        0             NA              0
  weee-1600-29-025-5          weee  1600  29  1279201  0.25         0     1  0.001   none      umdp    1  1800.01       ec    1.82938  1279200  13290   4   8   8   40659   1.05175   1797.89     1793.21    6.79262        69        70  1797.88       1793.25  252760949    0.494695         59      959       516      373        0             NA              0
  weee-1200-23-050-7          weee  1200  23   719398   0.5         3     1  0.001   none      umdp    1     1800       ec   0.607883   719397   3389   4   8   8   22100   1.03646   1799.23     1797.55    2.45218        41        42  1799.22        1797.6  315444386     0.14954         38      477       301      134        0             NA              0
 study-2400-41-010-8         study  2400  41       61   0.1   2878740     1  0.001   none      umdp    1  1800.02       ec    2.61764       60     11   4   8   8      19        31   1796.15     1776.36    23.6455        89        90  1796.12        1780.8   45233468    0.911612         80     1014       856       68        0             NA              0
   weee-400-11-025-5          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  15.7109       ec   0.027403    79800    396   4   8   8    2361   1.03687   15.6686     7.83232  0.0526601         2         4   15.668       15.6578    5803734  0.00364294          3       71        53       14        0             NA              0
  weee-2400-41-050-7          weee  2400  41  2878788   0.5        13     1  0.001   none      umdp    1  1800.01       ec    6.62035  2878787  37404   4   8   8   88650   1.02902   1792.71     1775.62    24.3935       100       101  1792.69       1777.93  152616336     1.21425         83     1498       917      480        0             NA              0
  weee-3200-53-050-3          weee  3200  53  5118372   0.5        29     1  0.001   none      umdp    1  1800.03       ec    17.6163  5118371  13332   4   8   8  165692     1.059   1781.07     1722.62    77.3834       176       177  1781.03       1734.55  118603534     3.69624        157     2912      1585     1150        0             NA              0
 study-1600-29-000-2         study  1600  29       56     0   1279145     1  0.001   none      umdp    1  1800.01       ec   0.785753       55     13   4   8   8      18        31   1798.77     19.1911    6.44961        57        61  1798.75       1794.12   92502034      0.3707         53      704       586       57        0             NA              0
   weee-400-11-025-3          weee   400  11    79801  0.25         0     1  0.001   none      umdp    1  24.0738       ec  0.0270474    79800    164   4   8   8    2065  0.944323   24.0338     12.0163  0.0462864         1         3  24.0332        24.027    9193545  0.00297039          2       58        47        8        0             NA              0
  weee-4000-65-050-6          weee  4000  65  7997903   0.5        98     1  0.001   none      umdp    1  1800.05       ec    37.4709  7997902  26444   4   8   8  280475   1.10709    1760.4     644.138    1155.86       481       483  1760.34       1566.92   77364964     8.62179        383     4830      2036     2311        0             NA              0
  weee-4000-65-100-6          weee  4000  65  7997903     1        98     1  0.001   none      umdp    1  1800.06       ec    37.8045  7997902   2816   4   8   8  283506   1.11336   1760.15     545.308     1254.7       611       612  1760.07       1512.94   71560534     10.4726        484     6089      2973     2504        0             NA              0
 study-4000-65-000-2         study  4000  65       62     0   7997939     1  0.001   none      umdp    1  1800.06       ec    14.3722       61     13   4   8   8      20        31   1781.54     96.4022    95.2921       135       139  1781.45       1716.88   22127480     2.73193        116     1697      1481       77        0             NA              0
  study-400-11-010-2         study   400  11       52   0.1     79749     1  0.001   none      umdp    1  38.8578       ec  0.0136836       51      9   4   8   8      16        31   38.8289     8.43912  0.0743003        11        23   38.828       38.7473    8083777   0.0113476         12      152       112       17        0             NA              0
  weee-3600-59-075-2          weee  3600  59  6478145  0.75        56     1  0.001   none      umdp    1  1800.04       ec    25.6028  6478144  31051   4   8   8  215140   1.07869   1772.74     1356.31    443.701       284       285  1772.69       1678.56   68937947     5.62001        233     3988      2309     1394        0             NA              0
 study-3600-59-000-4         study  3600  59       62     0   6478139     1  0.001   none      umdp    1  1800.05       ec    9.22242       61     15   4   8   8      20        31   1787.52     913.767    72.3338       121       123  1787.45       1740.24   25242183     2.31218        111     1547      1337       87        0             NA              0
  weee-3600-59-100-5          weee  3600  59  6478139     1        62     1  0.001   none      umdp    1  1800.05       ec    27.2332  6478138  22126   4   8   8  184209  0.992356   1771.07     1698.28     101.72        33        34  1771.01       1757.52  104458791     3.06174         33     2663      2222      407        0             NA              0
 study-3600-59-010-2         study  3600  59       60   0.1   6478141     1  0.001   none      umdp    1  1800.05       ec    8.96742       59      9   4   8   8      18        31   1787.71     300.103    67.5621       116       121  1787.64       1740.93   25925025     2.30752        104     1538      1342       75        0             NA              0
   weee-800-17-075-2          weee   800  17   319601  0.75         0     1  0.001   none      umdp    1     1800       ec   0.183207   319600   1526   4   8   8   10067   1.04106   1799.76     551.111   0.618804        23        25  1799.76        1799.4  436408734   0.0625749         20      438       330       83        0             NA              0
   weee-400-11-100-7          weee   400  11    79801     1         0     1  0.001   none      umdp    1  2.39794       ec  0.0257316    79800    232   4   8   8    2362   1.01333   2.35947     2.20648   0.190996         0         2  2.35886       2.34994     784636  0.00585114          1      129       115       12        0             NA              0
  weee-2000-35-075-1          weee  2000  35  1998995  0.75         6     1  0.001   none      umdp    1  1800.01       ec    3.68404  1998994   9506   4   8   8   58797   1.00185   1795.92     1791.81    8.19722        35        36   1795.9       1791.83  220565339    0.727197         34     1195       853      306        0             NA              0
 study-3600-59-000-6         study  3600  59       61     0   6478140     1  0.001   none      umdp    1  1800.05       ec    8.98245       60     10   4   8   8      20        31   1787.73     577.899    67.9024       118       121  1787.66       1741.05   26331549     2.27446        111     1570      1380       69        0             NA              0
 study-3200-53-000-9         study  3200  53       61     0   5118340     1  0.001   none      umdp    1  1800.04       ec     6.3143       60     13   4   8   8      21        31   1791.31     1088.48    45.0107       101       105  1791.26        1759.1   33336359     1.85906         94     1514      1335       74        0             NA              0
  weee-2000-35-050-3          weee  2000  35  1998996   0.5         5     1  0.001   none      umdp    1  1800.01       ec    3.81234  1998995  13171   4   8   8   62486   1.03687   1795.74     1777.16    22.8471       139       140  1795.72       1781.67  192383343    0.977212        118     1458       802      516        0             NA              0
  weee-3200-53-050-4          weee  3200  53  5118361   0.5        40     1  0.001   none      umdp    1  1800.02       ec     18.102  5118360  50413   4   8   8  175371   1.09253   1780.58     489.436    1310.57       379       380  1780.55       1683.59  100690773     4.70664        297     3443      1518     1545        0             NA              0
study-2400-41-000-10         study  2400  41       60     0   2878741     1  0.001   none      umdp    1  1800.02       ec    2.59229       59     14   4   8   8      19        31   1796.25     551.518    23.0108        90        92  1796.22        1780.6   49645635    0.951048         79     1085       936       57        0             NA              0
  weee-1600-29-100-2          weee  1600  29  1279197     1         4     1  0.001   none      umdp    1  1800.01       ec    1.93079  1279196   5668   4   8   8   38706   1.02262   1797.83     1795.48     4.5303        31        32  1797.82       1795.48  245076015    0.468488         31     1171       882      257        0             NA              0
 study-1200-23-000-6         study  1200  23       58     0    719343     1  0.001   none      umdp    1     1800       ec    0.27442       57      9   4   8   8      19        31    1799.5     1380.99    2.38707        35        38   1799.5       1797.82  138229424    0.167869         32      493       428       27        0             NA              0
 study-1600-29-000-8         study  1600  29       57     0   1279144     1  0.001   none      umdp    1  1800.01       ec    0.79152       56     10   4   8   8      18        31   1798.77     1792.99    7.01486        59        60  1798.76       1794.21   95303697    0.335664         47      634       522       52        0             NA              0
  weee-1200-23-025-5          weee  1200  23   719400  0.25         1     1  0.001   none      umdp    1     1800       ec   0.583108   719399   2704   4   8   8   17147  0.910504   1799.28     1799.04    0.96708         3         4  1799.28       1799.13  317872184   0.0467778          4      201       166       31        0             NA              0
   weee-800-17-025-8          weee   800  17   319601  0.25         0     1  0.001   none      umdp    1     1800       ec   0.169005   319600    178   4   8   8    8715  0.974881   1799.78     890.154   0.364887         7         9  1799.78       1799.66  422950055   0.0257378          8      190       141       40        0             NA              0
 weee-2400-41-075-10          weee  2400  41  2878788  0.75        13     1  0.001   none      umdp    1  1800.02       ec    6.47893  2878787  24850   4   8   8  103643    1.1216   1792.89     1445.93    354.069       456       458  1792.86       1729.05  158910151      2.9197        317     3364      1667     1239        0             NA              0
  weee-4000-65-050-4          weee  4000  65  7997891   0.5       110     1  0.001   none      umdp    1  1800.05       ec    37.7769  7997890  31264   4   8   8  283372   1.11205   1760.12     633.971    1166.03       611       612  1760.05       1521.52   75857875     9.22729        491     5448      2411     2425        0             NA              0
   weee-800-17-025-5          weee   800  17   319601  0.25         0     1  0.001   none      umdp    1     1800       ec   0.167093   319600    435   4   8   8   10479   1.08147   1799.78     505.567   0.568976        24        26  1799.78       1799.44  427025011   0.0506783         21      360       235       99        0             NA              0
  weee-800-17-025-10          weee   800  17   319601  0.25         0     1  0.001   none      umdp    1  989.879       ec   0.160862   319600   3150   4   8   8    9439   1.01164   989.668     496.527   0.454604        18        20  989.666       989.424  224898591   0.0339899         14      249       167       62        0             NA              0
  weee-1200-23-050-1          weee  1200  23   719399   0.5         2     1  0.001   none      umdp    1     1800       ec   0.571568   719398   2767   4   8   8   18837  0.950634    1799.3     621.762    1.20097        10        12   1799.3       1798.91  284722471   0.0660923         10      312       241       59        0             NA              0
  study-800-17-000-2         study   800  17       54     0    319547     1  0.001   none      umdp    1     1800       ec  0.0795315       53     11   4   8   8      16        31   1799.85     1799.32   0.682963        29        30  1799.84       1799.42  204929614   0.0437151         28      255       210       15        0             NA              0
 study-2800-47-010-4         study  2800  47       60   0.1   3918541     1  0.001   none      umdp    1  1800.03       ec    4.02086       59     12   4   8   8      19        31   1794.28     1209.91     31.807        94        97  1794.24       1772.44   45693620     1.24738         78     1208      1037       74        0             NA              0
  weee-4000-65-075-6          weee  4000  65  7997903  0.75        98     1  0.001   none      umdp    1  1800.05       ec    36.5023  7997902  15480   4   8   8  283096   1.11253   1761.47     3.27847    1796.72       595       597   1761.4       1528.69   78131363     9.14525        461     5539      2568     2374        0             NA              0
