            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau       time  ubiTime  ubiIterToBest  ubiTtb  ubiAvgCons  ubiMinCons  ubiAvg  ubi  ubiReal   ubRbTime  ubRbIterToBest      ubrbTtb   ubRbAvgCons  ubRbMinCons  ubRbAvg    ubRb  ubRbReal  ubsTime  ubsSigma  ubsSubsetSize  ubsIter  ubsTtb  ubsBsIter  ubsIterToBest  bsNumColorCalls  ubsAvgColorTime  ubs  ubsReal
  weee-4000-65-100-7          weee  4000  65  7997904     1        97     1  0.001   ubrb        ub    1    162.585       NA             NA      NA          NA          NA      NA   NA       NA  162.58517            4618      25.1301  405520.79175       297253  0.00000  297253   1.14029       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3200-53-100-10          weee  3200  53  5118370     1        31     1  0.001   ubrb        ub    1    68.0706       NA             NA      NA          NA          NA      NA   NA       NA   68.07057            3878      14.5872  254258.70594       167640  0.00000  167640   1.06931       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1200-23-010-3         study  1200  23       57   0.1    719344     1  0.001   ubrb        ub    1    1.85679       NA             NA      NA          NA          NA      NA   NA       NA    1.85674            1855      1.01204      24.09583           22  0.00000      22  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-1         study  3200  53       61   0.1   5118340     1  0.001   ubrb        ub    1    52.8154       NA             NA      NA          NA          NA      NA   NA       NA   52.81534            3367       2.7404      27.55094           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-8          weee  4000  65  7997895     1       106     1  0.001   ubrb        ub    1    161.741       NA             NA      NA          NA          NA      NA   NA       NA  161.74121            4005     0.200196  407587.83400       293601  0.00000  293601   1.13997       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-8         study  2400  41       61     0   2878740     1  0.001   ubrb        ub    1    18.9446       NA             NA      NA          NA          NA      NA   NA       NA   18.94452            2634      1.84129      26.92208           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-2         study  3600  59       60     0   6478141     1  0.001   ubrb        ub    1    80.5246       NA             NA      NA          NA          NA      NA   NA       NA   80.52460            3700      2.22317      26.64111           25  0.00000      25  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1600-29-000-5         study  1600  29       56     0   1279145     1  0.001   ubrb        ub    1    4.75961       NA             NA      NA          NA          NA      NA   NA       NA    4.75956            1633    0.0999582      24.70625           23  0.00000      23  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-2          weee   800  17   319601  0.25         0     1  0.001   ubrb        ub    1   0.472891       NA             NA      NA          NA          NA      NA   NA       NA    0.47284             833    0.0198755   17544.92500        10258  0.00000   10258   1.05238       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-2          weee  4000  65  7997897     1       104     1  0.001   ubrb        ub    1    162.282       NA             NA      NA          NA          NA      NA   NA       NA  162.28156            4400      16.2302  401846.82675       313267  0.00000  313267   1.17448       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-075-1          weee  3200  53  5118359  0.75        42     1  0.001   ubrb        ub    1    67.4946       NA             NA      NA          NA          NA      NA   NA       NA   67.49458            3311      2.37274  258410.07781       177359  0.00000  177359   1.10180       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
study-4000-65-000-10         study  4000  65       62     0   7997939     1  0.001   ubrb        ub    1    117.469       NA             NA      NA          NA          NA      NA   NA       NA  117.46892            4007     0.201726      29.82500           29  0.00000      29  39.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-1200-23-050-10          weee  1200  23   719398   0.5         3     1  0.001   ubrb        ub    1    1.85983       NA             NA      NA          NA          NA      NA   NA       NA    1.85978            2372      1.81775   36526.35083        19737  0.00000   19737   0.97880       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-050-4          weee  4000  65  7997891   0.5       110     1  0.001   ubrb        ub    1    161.175       NA             NA      NA          NA          NA      NA   NA       NA  161.17512            4531      21.3602  404941.09875       307821  0.00000  307821   1.16158       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-010-5         study  4000  65       61   0.1   7997940     1  0.001   ubrb        ub    1    116.715       NA             NA      NA          NA          NA      NA   NA       NA  116.71462            4360      10.5219      28.58875           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-050-3          weee  2000  35  1998996   0.5         5     1  0.001   ubrb        ub    1    11.4174       NA             NA      NA          NA          NA      NA   NA       NA   11.41736            2405      2.32055  103093.14950        62486  0.00000   62486   1.03687       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-050-4          weee  1200  23   719400   0.5         1     1  0.001   ubrb        ub    1    1.87009       NA             NA      NA          NA          NA      NA   NA       NA    1.87004            1518     0.493315   37252.23083        17315  0.00000   17315   0.91158       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1200-23-000-2         study  1200  23       58     0    719343     1  0.001   ubrb        ub    1    1.85873       NA             NA      NA          NA          NA      NA   NA       NA    1.85868            1240    0.0617765      25.78667           24  0.00000      24  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-075-9          weee  1200  23   719399  0.75         2     1  0.001   ubrb        ub    1    1.86145       NA             NA      NA          NA          NA      NA   NA       NA    1.86140            1365     0.254118   36998.69833        18331  0.00000   18331   0.93676       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-1          weee   400  11    79801   0.5         0     1  0.001   ubrb        ub    1  0.0578608       NA             NA      NA          NA          NA      NA   NA       NA    0.05782             482    0.0118797    4999.15250         3076  0.00000    3076   1.17441       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-8          weee   400  11    79801   0.5         0     1  0.001   ubrb        ub    1  0.0584184       NA             NA      NA          NA          NA      NA   NA       NA    0.05837             522    0.0180171    4873.57750         1843  0.00000    1843   0.90026       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-010-3         study  3600  59       62   0.1   6478139     1  0.001   ubrb        ub    1    80.1018       NA             NA      NA          NA          NA      NA   NA       NA   80.10175            6008      53.5726      28.64500           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-075-4          weee  1600  29  1279197  0.75         4     1  0.001   ubrb        ub    1    5.10661       NA             NA      NA          NA          NA      NA   NA       NA    5.10656            1697     0.311836   64238.16750        37411  0.00000   37411   1.00622       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-100-1          weee   800  17   319601     1         0     1  0.001   ubrb        ub    1   0.481787       NA             NA      NA          NA          NA      NA   NA       NA    0.48174             831    0.0191478   16804.67875         8407  0.00000    8407   0.95438       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-050-4          weee  3200  53  5118361   0.5        40     1  0.001   ubrb        ub    1    68.5916       NA             NA      NA          NA          NA      NA   NA       NA   68.59156            3426      4.81628  258784.29562       184337  0.00000  184337   1.12132       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-010-8         study  3600  59       58   0.1   6478143     1  0.001   ubrb        ub    1    79.8654       NA             NA      NA          NA          NA      NA   NA       NA   79.86533            3647      1.04558      26.46139           25  0.00000      25  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-100-2          weee   800  17   319601     1         0     1  0.001   ubrb        ub    1   0.474314       NA             NA      NA          NA          NA      NA   NA       NA    0.47426             833    0.0200149   17544.92500        10258  0.00000   10258   1.05238       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-000-3         study   800  17       55     0    319546     1  0.001   ubrb        ub    1   0.519802       NA             NA      NA          NA          NA      NA   NA       NA    0.51975             862    0.0400897      23.21500           21  0.00000      21  35.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-4         study  3200  53       59     0   5118342     1  0.001   ubrb        ub    1     52.642       NA             NA      NA          NA          NA      NA   NA       NA   52.64193            3227     0.438111      27.26750           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-000-9         study  2000  35       57     0   1998944     1  0.001   ubrb        ub    1    10.3361       NA             NA      NA          NA          NA      NA   NA       NA   10.33604            2095     0.483444      25.86250           24  0.00000      24  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-025-8          weee  4000  65  7997895  0.25       106     1  0.001   ubrb        ub    1    161.688       NA             NA      NA          NA          NA      NA   NA       NA  161.68787            4005     0.206102  407587.83400       293601  0.00000  293601   1.13997       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-4          weee  3600  59  6478145  0.25        56     1  0.001   ubrb        ub    1    109.118       NA             NA      NA          NA          NA      NA   NA       NA  109.11817            3620     0.578629  322821.93472       230731  0.00000  230731   1.12166       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-8         study  3600  59       58     0   6478143     1  0.001   ubrb        ub    1    79.5744       NA             NA      NA          NA          NA      NA   NA       NA   79.57429            3647      1.04469      26.46139           25  0.00000      25  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-050-4          weee   800  17   319601   0.5         0     1  0.001   ubrb        ub    1   0.478555       NA             NA      NA          NA          NA      NA   NA       NA    0.47850             806   0.00372478   16378.03875         6975  0.00000    6975   0.86808       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-025-8          weee  2000  35  1998995  0.25         6     1  0.001   ubrb        ub    1    11.7335       NA             NA      NA          NA          NA      NA   NA       NA   11.73345            2037     0.224461  100437.46100        63272  0.00000   63272   1.05148       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-7         study  3200  53       60   0.1   5118341     1  0.001   ubrb        ub    1    52.5765       NA             NA      NA          NA          NA      NA   NA       NA   52.57645            3371       2.8222      27.65625           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-050-6          weee  3200  53  5118375   0.5        26     1  0.001   ubrb        ub    1    68.9493       NA             NA      NA          NA          NA      NA   NA       NA   68.94926            4476      27.6347  259459.21094       178052  0.00000  178052   1.09969       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-5          weee  4000  65  7997903     1        98     1  0.001   ubrb        ub    1    162.731       NA             NA      NA          NA          NA      NA   NA       NA  162.73084            4618      25.0382  399627.96875       290036  0.00000  290036   1.12844       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-1          weee   800  17   319601  0.25         0     1  0.001   ubrb        ub    1   0.490951       NA             NA      NA          NA          NA      NA   NA       NA    0.49089             831    0.0194324   16804.67875         8407  0.00000    8407   0.95438       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-5          weee   400  11    79801   0.5         0     1  0.001   ubrb        ub    1  0.0593994       NA             NA      NA          NA          NA      NA   NA       NA    0.05934             404  0.000611419    4961.73250         2481  0.00000    2481   1.06402       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-400-11-000-2         study   400  11       52     0     79749     1  0.001   ubrb        ub    1  0.0682964       NA             NA      NA          NA          NA      NA   NA       NA    0.06824             605    0.0348124      21.70250           19  0.00000      19  34.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-4         study  2400  41       61     0   2878740     1  0.001   ubrb        ub    1    19.0559       NA             NA      NA          NA          NA      NA   NA       NA   19.05586            3640      9.84478      27.06542           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-6         study  2400  41       59     0   2878742     1  0.001   ubrb        ub    1    18.9927       NA             NA      NA          NA          NA      NA   NA       NA   18.99267            2697      2.33433      27.09500           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-000-4         study  4000  65       60     0   7997941     1  0.001   ubrb        ub    1    117.622       NA             NA      NA          NA          NA      NA   NA       NA  117.62183            4001    0.0296195      27.90700           27  0.00000      27  39.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-075-2          weee  1600  29  1279197  0.75         4     1  0.001   ubrb        ub    1    5.07582       NA             NA      NA          NA          NA      NA   NA       NA    5.07577            1653     0.176131   64534.67313        43050  0.00000   43050   1.08168       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-100-1          weee  2000  35  1998995     1         6     1  0.001   ubrb        ub    1    11.6654       NA             NA      NA          NA          NA      NA   NA       NA   11.66531            2111     0.649694   99774.72200        60231  0.00000   60231   1.01442       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-8          weee  1600  29  1279196   0.5         5     1  0.001   ubrb        ub    1    5.13418       NA             NA      NA          NA          NA      NA   NA       NA    5.13413            1602   0.00647475   64529.81500        39314  0.00000   39314   1.03645       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-025-4          weee  4000  65  7997891  0.25       110     1  0.001   ubrb        ub    1    161.575       NA             NA      NA          NA          NA      NA   NA       NA  161.57452            4531      21.8782  404941.09875       307821  0.00000  307821   1.16158       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-050-5          weee  2000  35  1998997   0.5         4     1  0.001   ubrb        ub    1    11.6253       NA             NA      NA          NA          NA      NA   NA       NA   11.62519            2732      4.31502  101580.87350        70090  0.00000   70090   1.11100       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-075-3          weee   800  17   319601  0.75         0     1  0.001   ubrb        ub    1   0.476238       NA             NA      NA          NA          NA      NA   NA       NA    0.47619             808   0.00487829   16798.30625         9694  0.00000    9694   1.02114       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-050-6          weee  1200  23   719400   0.5         1     1  0.001   ubrb        ub    1    1.87658       NA             NA      NA          NA          NA      NA   NA       NA    1.87653            1231    0.0486801   36528.85167        19912  0.00000   19912   0.98861       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-9          weee  4000  65  7997881     1       120     1  0.001   ubrb        ub    1    161.224       NA             NA      NA          NA          NA      NA   NA       NA  161.22386            4026      1.01525  403756.13400       307641  0.00000  307641   1.16078       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-8         study  3200  53       60   0.1   5118341     1  0.001   ubrb        ub    1    52.5661       NA             NA      NA          NA          NA      NA   NA       NA   52.56606            3251     0.850108      28.47188           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-050-2          weee  4000  65  7997897   0.5       104     1  0.001   ubrb        ub    1    162.631       NA             NA      NA          NA          NA      NA   NA       NA  162.63105            4400      16.0885  401846.82675       313267  0.00000  313267   1.17448       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-6          weee  3600  59  6478130  0.75        71     1  0.001   ubrb        ub    1    108.865       NA             NA      NA          NA          NA      NA   NA       NA  108.86461            3907      9.32639  327050.00500       232724  0.00000  232724   1.12637       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-400-11-025-10          weee   400  11    79801  0.25         0     1  0.001   ubrb        ub    1  0.0581364       NA             NA      NA          NA          NA      NA   NA       NA    0.05809             654     0.036896    4992.50750         2044  0.00000    2044   0.94497       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-9          weee  3600  59  6478137  0.25        64     1  0.001   ubrb        ub    1    107.514       NA             NA      NA          NA          NA      NA   NA       NA  107.51416            4315      21.3819  328552.28222       239817  0.00000  239817   1.13768       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-010-3         study   800  17       55   0.1    319546     1  0.001   ubrb        ub    1   0.519752       NA             NA      NA          NA          NA      NA   NA       NA    0.51970             862    0.0401024      23.21500           21  0.00000      21  35.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-075-5          weee  2400  41  2878790  0.75        11     1  0.001   ubrb        ub    1    23.1705       NA             NA      NA          NA          NA      NA   NA       NA   23.17042            3066      6.41392  145532.64833       105314  0.00000  105314   1.14302       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-010-4         study  2000  35       59   0.1   1998942     1  0.001   ubrb        ub    1    10.0096       NA             NA      NA          NA          NA      NA   NA       NA   10.00952            2046     0.229213      26.64500           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-1          weee  1600  29  1279197   0.5         4     1  0.001   ubrb        ub    1    5.08203       NA             NA      NA          NA          NA      NA   NA       NA    5.08198            1629    0.0943177   64812.99563        42698  0.00000   42698   1.07461       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-5         study  3200  53       58     0   5118343     1  0.001   ubrb        ub    1    53.0461       NA             NA      NA          NA          NA      NA   NA       NA   53.04606            3287      1.43688      26.61031           25  0.00000      25  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-100-2          weee  3200  53  5118369     1        32     1  0.001   ubrb        ub    1    69.1669       NA             NA      NA          NA          NA      NA   NA       NA   69.16684            3316      2.55801  257259.08938       173994  0.00000  173994   1.08949       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-6          weee  3200  53  5118375  0.25        26     1  0.001   ubrb        ub    1    68.9621       NA             NA      NA          NA          NA      NA   NA       NA   68.96200            4476      27.5678  259459.21094       178052  0.00000  178052   1.09969       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-075-8          weee  2000  35  1998995  0.75         6     1  0.001   ubrb        ub    1    11.6201       NA             NA      NA          NA          NA      NA   NA       NA   11.62007            2037     0.221373  100437.46100        63272  0.00000   63272   1.05148       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-050-7          weee  2800  47  3918571   0.5        30     1  0.001   ubrb        ub    1    41.5883       NA             NA      NA          NA          NA      NA   NA       NA   41.58824            3996      17.7416  195393.54893       143006  0.00000  143006   1.13849       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-7         study  2400  41       62     0   2878739     1  0.001   ubrb        ub    1    18.9768       NA             NA      NA          NA          NA      NA   NA       NA   18.97678            3295      7.07089      26.95458           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3600-59-025-10          weee  3600  59  6478145  0.25        56     1  0.001   ubrb        ub    1    107.508       NA             NA      NA          NA          NA      NA   NA       NA  107.50749            3799      5.93696  331583.74472       212104  0.00000  212104   1.06954       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-010-5         study  2400  41       59   0.1   2878742     1  0.001   ubrb        ub    1    19.2115       NA             NA      NA          NA          NA      NA   NA       NA   19.21146            2973      4.51804      26.98500           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-9          weee  3200  53  5118362  0.25        39     1  0.001   ubrb        ub    1    69.1596       NA             NA      NA          NA          NA      NA   NA       NA   69.15950            3260      1.36684  254856.14594       194582  0.00000  194582   1.15850       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-100-6          weee  3600  59  6478130     1        71     1  0.001   ubrb        ub    1      109.5       NA             NA      NA          NA          NA      NA   NA       NA  109.50006            3907      9.55992  327050.00500       232724  0.00000  232724   1.12637       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-075-9          weee  4000  65  7997881  0.75       120     1  0.001   ubrb        ub    1    160.879       NA             NA      NA          NA          NA      NA   NA       NA  160.87895            4026      1.00964  403756.13400       307641  0.00000  307641   1.16078       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-075-2          weee   400  11    79801  0.75         0     1  0.001   ubrb        ub    1  0.0584322       NA             NA      NA          NA          NA      NA   NA       NA    0.05839             459   0.00871466    4913.22000         2494  0.00000    2494   1.04059       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-3         study  2400  41       59     0   2878742     1  0.001   ubrb        ub    1    19.0935       NA             NA      NA          NA          NA      NA   NA       NA   19.09345            2407    0.0564142      28.19708           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2800-47-000-9         study  2800  47       59     0   3918542     1  0.001   ubrb        ub    1    33.1388       NA             NA      NA          NA          NA      NA   NA       NA   33.13879            2909      1.29368      27.56179           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-8          weee  3600  59  6478121  0.25        80     1  0.001   ubrb        ub    1    109.227       NA             NA      NA          NA          NA      NA   NA       NA  109.22741            3751      4.58005  324965.52583       237244  0.00000  237244   1.13537       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-075-9          weee   800  17   319600  0.75         1     1  0.001   ubrb        ub    1   0.484228       NA             NA      NA          NA          NA      NA   NA       NA    0.48418             811   0.00648657   17507.80375         6549  0.00000    6549   0.84055       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-6          weee  1600  29  1279198   0.5         3     1  0.001   ubrb        ub    1    5.15262       NA             NA      NA          NA          NA      NA   NA       NA    5.15256            1887     0.923083   64102.68000        45186  0.00000   45186   1.12033       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-010-1         study  4000  65       62   0.1   7997939     1  0.001   ubrb        ub    1    117.378       NA             NA      NA          NA          NA      NA   NA       NA  117.37804            4002    0.0578572      29.77450           29  0.00000      29  39.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-075-4          weee  4000  65  7997891  0.75       110     1  0.001   ubrb        ub    1    160.966       NA             NA      NA          NA          NA      NA   NA       NA  160.96642            4531       21.398  404941.09875       307821  0.00000  307821   1.16158       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-5          weee   800  17   319601  0.25         0     1  0.001   ubrb        ub    1   0.478549       NA             NA      NA          NA          NA      NA   NA       NA    0.47850             804   0.00233718   17443.50375        10479  0.00000   10479   1.08147       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-075-6          weee  4000  65  7997903  0.75        98     1  0.001   ubrb        ub    1    164.111       NA             NA      NA          NA          NA      NA   NA       NA  164.11126            4095      3.84959  403622.96225       296032  0.00000  296032   1.13908       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-010-6         study  3600  59       61   0.1   6478140     1  0.001   ubrb        ub    1    80.3815       NA             NA      NA          NA          NA      NA   NA       NA   80.38147            4205      13.5327      28.78583           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-075-9          weee   400  11    79801  0.75         0     1  0.001   ubrb        ub    1   0.058504       NA             NA      NA          NA          NA      NA   NA       NA    0.05846             408   0.00129595    5001.36750         1808  0.00000    1808   0.87115       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-025-4          weee  1600  29  1279197  0.25         4     1  0.001   ubrb        ub    1    5.13029       NA             NA      NA          NA          NA      NA   NA       NA    5.13024            1697     0.312512   64238.16750        37411  0.00000   37411   1.00622       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-100-2          weee   400  11    79801     1         0     1  0.001   ubrb        ub    1  0.0585191       NA             NA      NA          NA          NA      NA   NA       NA    0.05848             459   0.00874493    4913.22000         2494  0.00000    2494   1.04059       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-075-8          weee  2800  47  3918585  0.75        16     1  0.001   ubrb        ub    1    41.1134       NA             NA      NA          NA          NA      NA   NA       NA   41.11334            3189      5.73872  197392.27893       133999  0.00000  133999   1.09385       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-3          weee  3600  59  6478127  0.75        74     1  0.001   ubrb        ub    1      108.1       NA             NA      NA          NA          NA      NA   NA       NA  108.10017            4416      24.3813  328384.58806       216931  0.00000  216931   1.08062       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-010-3         study  2400  41       59   0.1   2878742     1  0.001   ubrb        ub    1    19.2185       NA             NA      NA          NA          NA      NA   NA       NA   19.21842            2407    0.0582212      28.19708           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-000-1         study   800  17       55     0    319546     1  0.001   ubrb        ub    1   0.530176       NA             NA      NA          NA          NA      NA   NA       NA    0.53012            1389     0.390664      22.54500           20  0.00000      20  35.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-9         study  3600  59       61     0   6478140     1  0.001   ubrb        ub    1    80.3471       NA             NA      NA          NA          NA      NA   NA       NA   80.34708            3632     0.738605      28.56500           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3200-53-050-10          weee  3200  53  5118370   0.5        31     1  0.001   ubrb        ub    1    68.5866       NA             NA      NA          NA          NA      NA   NA       NA   68.58654            3878      14.6052  254258.70594       167640  0.00000  167640   1.06931       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-7          weee  3200  53  5118363  0.25        38     1  0.001   ubrb        ub    1    68.8051       NA             NA      NA          NA          NA      NA   NA       NA   68.80506            3283      1.70272  259516.10344       168866  0.00000  168866   1.07693       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-025-3          weee  1200  23   719398  0.25         3     1  0.001   ubrb        ub    1    1.86539       NA             NA      NA          NA          NA      NA   NA       NA    1.86534            1455     0.396615   36622.03083        23499  0.00000   23499   1.07397       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-025-3          weee  4000  65  7997907  0.25        94     1  0.001   ubrb        ub    1    161.612       NA             NA      NA          NA          NA      NA   NA       NA  161.61200            4051      2.08418  399184.08525       269334  0.00000  269334   1.08600       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-8         study  3200  53       60     0   5118341     1  0.001   ubrb        ub    1    52.7243       NA             NA      NA          NA          NA      NA   NA       NA   52.72427            3251     0.838796      28.47188           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-050-2          weee  2400  41  2878782   0.5        19     1  0.001   ubrb        ub    1    22.8839       NA             NA      NA          NA          NA      NA   NA       NA   22.88383            2567      1.59965  145512.59500       101478  0.00000  101478   1.11389       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
