            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau       time  ubiTime  ubiIterToBest  ubiTtb  ubiAvgCons  ubiMinCons  ubiAvg  ubi  ubiReal   ubRbTime  ubRbIterToBest      ubrbTtb   ubRbAvgCons  ubRbMinCons  ubRbAvg    ubRb  ubRbReal  ubsTime  ubsSigma  ubsSubsetSize  ubsIter  ubsTtb  ubsBsIter  ubsIterToBest  bsNumColorCalls  ubsAvgColorTime  ubs  ubsReal
 study-2800-47-010-7         study  2800  47       59   0.1   3918542     1  0.001   ubrb        ub    1    32.9125       NA             NA      NA          NA          NA      NA   NA       NA   32.91249            2805    0.0591806      27.26714           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-050-8          weee  2400  41  2878785   0.5        16     1  0.001   ubrb        ub    1    23.2827       NA             NA      NA          NA          NA      NA   NA       NA   23.28265            2579      1.70349  143626.59917       102691  0.00000  102691   1.12221       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-2000-35-075-10          weee  2000  35  1998996  0.75         5     1  0.001   ubrb        ub    1    11.7023       NA             NA      NA          NA          NA      NA   NA       NA   11.70222            2024     0.156567   98764.63050        57297  0.00000   57297   0.99847       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-050-5          weee  2800  47  3918584   0.5        17     1  0.001   ubrb        ub    1    41.6725       NA             NA      NA          NA          NA      NA   NA       NA   41.67249            3425      9.35016  193208.18750       139767  0.00000  139767   1.12835       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-100-7          weee   400  11    79801     1         0     1  0.001   ubrb        ub    1  0.0584957       NA             NA      NA          NA          NA      NA   NA       NA    0.05845             407   0.00102629    5153.35500         2362  0.00000    2362   1.01333       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1600-29-010-2         study  1600  29       56   0.1   1279145     1  0.001   ubrb        ub    1    4.82163       NA             NA      NA          NA          NA      NA   NA       NA    4.82157            1631    0.0914713      25.61062           24  0.00000      24  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-050-7          weee  1200  23   719398   0.5         3     1  0.001   ubrb        ub    1    1.87555       NA             NA      NA          NA          NA      NA   NA       NA    1.87550            1734     0.836552   38341.13500        24158  0.00000   24158   1.08490       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-100-7          weee  3600  59  6478147     1        54     1  0.001   ubrb        ub    1    108.215       NA             NA      NA          NA          NA      NA   NA       NA  108.21519            7186      107.777  327440.53472       224832  0.00000  224832   1.10488       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-050-3          weee  3200  53  5118372   0.5        29     1  0.001   ubrb        ub    1    69.0569       NA             NA      NA          NA          NA      NA   NA       NA   69.05688            3373       3.6952  253465.05188       168093  0.00000  168093   1.06727       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
study-1600-29-010-10         study  1600  29       57   0.1   1279144     1  0.001   ubrb        ub    1    4.82793       NA             NA      NA          NA          NA      NA   NA       NA    4.82788            3143      4.65409      25.15500           23  0.00000      23  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-100-8          weee   800  17   319601     1         0     1  0.001   ubrb        ub    1   0.489587       NA             NA      NA          NA          NA      NA   NA       NA    0.48953             835    0.0209347   17247.02750         8715  0.00000    8715   0.97488       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-025-2          weee  2000  35  1998992  0.25         9     1  0.001   ubrb        ub    1     11.692       NA             NA      NA          NA          NA      NA   NA       NA   11.69193            3288      7.54724  101769.12350        63524  0.00000   63524   1.05406       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-1600-29-050-10          weee  1600  29  1279200   0.5         1     1  0.001   ubrb        ub    1    5.10659       NA             NA      NA          NA          NA      NA   NA       NA    5.10654            2358      2.42254   65729.80750        39733  0.00000   39733   1.04167       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-4          weee   400  11    79801   0.5         0     1  0.001   ubrb        ub    1  0.0581653       NA             NA      NA          NA          NA      NA   NA       NA    0.05812             414   0.00215832    5182.28500         2227  0.00000    2227   0.98343       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-100-5          weee  3600  59  6478139     1        62     1  0.001   ubrb        ub    1    108.814       NA             NA      NA          NA          NA      NA   NA       NA  108.81444            5405      54.3265  326950.27278       192345  0.00000  192345   1.01465       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-025-2          weee  1600  29  1279197  0.25         4     1  0.001   ubrb        ub    1    5.11295       NA             NA      NA          NA          NA      NA   NA       NA    5.11289            1653       0.1784   64534.67313        43050  0.00000   43050   1.08168       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-050-1          weee  1200  23   719399   0.5         2     1  0.001   ubrb        ub    1    1.86773       NA             NA      NA          NA          NA      NA   NA       NA    1.86768            1272     0.111801   36708.35667        21828  0.00000   21828   1.02472       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-7          weee  3600  59  6478147  0.75        54     1  0.001   ubrb        ub    1    108.133       NA             NA      NA          NA          NA      NA   NA       NA  108.13307            7186      107.686  327440.53472       224832  0.00000  224832   1.10488       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-010-1         study  2000  35       59   0.1   1998942     1  0.001   ubrb        ub    1    10.1255       NA             NA      NA          NA          NA      NA   NA       NA   10.12548            2005    0.0259391      26.00500           25  0.00000      25  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
study-1200-23-000-10         study  1200  23       58     0    719343     1  0.001   ubrb        ub    1    1.86881       NA             NA      NA          NA          NA      NA   NA       NA    1.86876            1659     0.717223      26.04583           24  0.00000      24  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2800-47-010-3         study  2800  47       61   0.1   3918540     1  0.001   ubrb        ub    1    32.6119       NA             NA      NA          NA          NA      NA   NA       NA   32.61189            3156      4.15532      27.21000           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-075-6          weee  1200  23   719400  0.75         1     1  0.001   ubrb        ub    1    1.86567       NA             NA      NA          NA          NA      NA   NA       NA    1.86562            1231    0.0482173   36528.85167        19912  0.00000   19912   0.98861       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-4          weee  1600  29  1279197   0.5         4     1  0.001   ubrb        ub    1    5.13608       NA             NA      NA          NA          NA      NA   NA       NA    5.13603            1697     0.310514   64238.16750        37411  0.00000   37411   1.00622       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2800-47-010-5         study  2800  47       61   0.1   3918540     1  0.001   ubrb        ub    1    32.6509       NA             NA      NA          NA          NA      NA   NA       NA   32.65089            4894      24.4863      28.00929           26  0.00000      26  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-1          weee  3600  59  6478133  0.25        68     1  0.001   ubrb        ub    1    108.666       NA             NA      NA          NA          NA      NA   NA       NA  108.66619            4430      25.0005  320930.68194       239852  0.00000  239852   1.14080       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1200-23-010-6         study  1200  23       58   0.1    719343     1  0.001   ubrb        ub    1    1.85906       NA             NA      NA          NA          NA      NA   NA       NA    1.85901            1263    0.0986351      26.19583           24  0.00000      24  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-8          weee   800  17   319601  0.25         0     1  0.001   ubrb        ub    1   0.481109       NA             NA      NA          NA          NA      NA   NA       NA    0.48106             835    0.0205439   17247.02750         8715  0.00000    8715   0.97488       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-050-2          weee  2000  35  1998992   0.5         9     1  0.001   ubrb        ub    1    11.7134       NA             NA      NA          NA          NA      NA   NA       NA   11.71335            3288      7.50014  101769.12350        63524  0.00000   63524   1.05406       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-100-2          weee  3600  59  6478145     1        56     1  0.001   ubrb        ub    1    108.173       NA             NA      NA          NA          NA      NA   NA       NA  108.17261            6314      81.5642  325825.47028       219863  0.00000  219863   1.09090       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-6         study  3200  53       61     0   5118340     1  0.001   ubrb        ub    1    52.7242       NA             NA      NA          NA          NA      NA   NA       NA   52.72417            3432      3.89189      27.52313           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-075-9          weee  1600  29  1279196  0.75         5     1  0.001   ubrb        ub    1    5.15303       NA             NA      NA          NA          NA      NA   NA       NA    5.15298            1766     0.542635   65443.74313        33579  0.00000   33579   0.94250       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-075-4          weee  2000  35  1998996  0.75         5     1  0.001   ubrb        ub    1    11.6158       NA             NA      NA          NA          NA      NA   NA       NA   11.61576            2067     0.395295  101352.46700        68525  0.00000   68525   1.10061       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1600-29-000-7         study  1600  29       58     0   1279143     1  0.001   ubrb        ub    1    4.77331       NA             NA      NA          NA          NA      NA   NA       NA    4.77326            1605    0.0143109      25.51000           24  0.00000      24  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-000-9         study   800  17       56     0    319545     1  0.001   ubrb        ub    1   0.519902       NA             NA      NA          NA          NA      NA   NA       NA    0.51985             819    0.0124829      24.54125           23  0.00000      23  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-050-8          weee  1200  23   719401   0.5         0     1  0.001   ubrb        ub    1    1.85221       NA             NA      NA          NA          NA      NA   NA       NA    1.85216            1580     0.591652   37321.17500        18523  0.00000   18523   0.94908       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-100-6          weee   800  17   319601     1         0     1  0.001   ubrb        ub    1   0.479606       NA             NA      NA          NA          NA      NA   NA       NA    0.47956             866    0.0401845   17016.82500        10466  0.00000   10466   1.06263       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-010-5         study  2000  35       59   0.1   1998942     1  0.001   ubrb        ub    1    10.1335       NA             NA      NA          NA          NA      NA   NA       NA   10.13343            2503      2.54526      26.96250           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-100-5          weee  3200  53  5118377     1        24     1  0.001   ubrb        ub    1    69.3939       NA             NA      NA          NA          NA      NA   NA       NA   69.39390            3375      3.79738  258325.85000       171809  0.00000  171809   1.08382       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-025-6          weee  2000  35  1998994  0.25         7     1  0.001   ubrb        ub    1     11.606       NA             NA      NA          NA          NA      NA   NA       NA   11.60595            2290      1.68691  100084.02400        62788  0.00000   62788   1.04890       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-000-6         study   800  17       55     0    319546     1  0.001   ubrb        ub    1    0.51541       NA             NA      NA          NA          NA      NA   NA       NA    0.51536             908    0.0697104      23.31625           21  0.00000      21  35.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-050-1          weee  3600  59  6478133   0.5        68     1  0.001   ubrb        ub    1    108.381       NA             NA      NA          NA          NA      NA   NA       NA  108.38134            4430       24.967  320930.68194       239852  0.00000  239852   1.14080       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-050-3          weee   800  17   319601   0.5         0     1  0.001   ubrb        ub    1   0.475669       NA             NA      NA          NA          NA      NA   NA       NA    0.47562             808   0.00493013   16798.30625         9694  0.00000    9694   1.02114       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-075-9          weee  3200  53  5118362  0.75        39     1  0.001   ubrb        ub    1    69.1373       NA             NA      NA          NA          NA      NA   NA       NA   69.13720            3260      1.33366  254856.14594       194582  0.00000  194582   1.15850       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3600-59-100-10          weee  3600  59  6478145     1        56     1  0.001   ubrb        ub    1    107.948       NA             NA      NA          NA          NA      NA   NA       NA  107.94837            3799      5.93076  331583.74472       212104  0.00000  212104   1.06954       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-400-11-000-3         study   400  11       53     0     79748     1  0.001   ubrb        ub    1  0.0690419       NA             NA      NA          NA          NA      NA   NA       NA    0.06899             465    0.0111337      21.06000           18  0.00000      18  34.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-075-7          weee  2400  41  2878788  0.75        13     1  0.001   ubrb        ub    1    22.8166       NA             NA      NA          NA          NA      NA   NA       NA   22.81656            2514      1.12841  144652.52458        88650  0.00000   88650   1.02902       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-1600-29-025-10          weee  1600  29  1279200  0.25         1     1  0.001   ubrb        ub    1    5.13744       NA             NA      NA          NA          NA      NA   NA       NA    5.13739            2358      2.43476   65729.80750        39733  0.00000   39733   1.04167       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-6          weee   400  11    79801   0.5         0     1  0.001   ubrb        ub    1  0.0580419       NA             NA      NA          NA          NA      NA   NA       NA    0.05800             419   0.00267312    4815.05500         2248  0.00000    2248   0.98199       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-050-6          weee  4000  65  7997903   0.5        98     1  0.001   ubrb        ub    1    164.288       NA             NA      NA          NA          NA      NA   NA       NA  164.28817            4095      3.92859  403622.96225       296032  0.00000  296032   1.13908       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-075-8          weee  3200  53  5118364  0.75        37     1  0.001   ubrb        ub    1    68.8139       NA             NA      NA          NA          NA      NA   NA       NA   68.81389            5128      41.7111  259402.49438       195748  0.00000  195748   1.15977       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-025-6          weee  1200  23   719400  0.25         1     1  0.001   ubrb        ub    1    1.87404       NA             NA      NA          NA          NA      NA   NA       NA    1.87399            1231    0.0485355   36528.85167        19912  0.00000   19912   0.98861       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-800-17-010-10         study   800  17       55   0.1    319546     1  0.001   ubrb        ub    1   0.523926       NA             NA      NA          NA          NA      NA   NA       NA    0.52387             815   0.00998912      23.70750           22  0.00000      22  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-100-7          weee   800  17   319601     1         0     1  0.001   ubrb        ub    1   0.478416       NA             NA      NA          NA          NA      NA   NA       NA    0.47837             935    0.0817426   16618.35625         9088  0.00000    9088   0.99286       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-025-8          weee  1600  29  1279196  0.25         5     1  0.001   ubrb        ub    1     5.1261       NA             NA      NA          NA          NA      NA   NA       NA    5.12605            1602   0.00641685   64529.81500        39314  0.00000   39314   1.03645       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-025-5          weee  1600  29  1279201  0.25         0     1  0.001   ubrb        ub    1    5.11634       NA             NA      NA          NA          NA      NA   NA       NA    5.11629            1645     0.143364   65338.91563        40837  0.00000   40837   1.05448       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-7          weee   400  11    79801   0.5         0     1  0.001   ubrb        ub    1  0.0583256       NA             NA      NA          NA          NA      NA   NA       NA    0.05828             407   0.00103767    5153.35500         2362  0.00000    2362   1.01333       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-075-3          weee  2800  47  3918567  0.75        34     1  0.001   ubrb        ub    1    42.0372       NA             NA      NA          NA          NA      NA   NA       NA   42.03710            2960      2.37364  199239.31750       129302  0.00000  129302   1.07962       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-010-9         study   800  17       56   0.1    319545     1  0.001   ubrb        ub    1   0.522533       NA             NA      NA          NA          NA      NA   NA       NA    0.52248             819    0.0125596      24.54125           23  0.00000      23  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-075-8          weee   400  11    79801  0.75         0     1  0.001   ubrb        ub    1  0.0582955       NA             NA      NA          NA          NA      NA   NA       NA    0.05825             522     0.017943    4873.57750         1843  0.00000    1843   0.90026       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-025-5          weee  1200  23   719400  0.25         1     1  0.001   ubrb        ub    1    1.86802       NA             NA      NA          NA          NA      NA   NA       NA    1.86797            1342     0.220809   35956.93417        17388  0.00000   17388   0.91736       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-1          weee  4000  65  7997895     1       106     1  0.001   ubrb        ub    1    162.086       NA             NA      NA          NA          NA      NA   NA       NA  162.08626            4001    0.0402988  402298.50850       281654  0.00000  281654   1.11232       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-400-11-000-10         study   400  11       51     0     79750     1  0.001   ubrb        ub    1  0.0686733       NA             NA      NA          NA          NA      NA   NA       NA    0.06861             445    0.0075776      20.68250           18  0.00000      18  34.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-4          weee  3200  53  5118361  0.25        40     1  0.001   ubrb        ub    1    68.8785       NA             NA      NA          NA          NA      NA   NA       NA   68.87845            3426      4.87911  258784.29562       184337  0.00000  184337   1.12132       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-075-8          weee  1200  23   719401  0.75         0     1  0.001   ubrb        ub    1    1.85536       NA             NA      NA          NA          NA      NA   NA       NA    1.85531            1580     0.591411   37321.17500        18523  0.00000   18523   0.94908       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-7         study  3600  59       65     0   6478136     1  0.001   ubrb        ub    1    79.2313       NA             NA      NA          NA          NA      NA   NA       NA   79.23123            3602    0.0426134      30.47361           29  0.00000      29  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-075-6          weee  1600  29  1279198  0.75         3     1  0.001   ubrb        ub    1    5.13291       NA             NA      NA          NA          NA      NA   NA       NA    5.13286            1887     0.914801   64102.68000        45186  0.00000   45186   1.12033       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-3         study  3200  53       63     0   5118338     1  0.001   ubrb        ub    1    52.0974       NA             NA      NA          NA          NA      NA   NA       NA   52.09736            3204    0.0653541      29.22156           28  0.00000      28  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-2         study  3200  53       59   0.1   5118342     1  0.001   ubrb        ub    1    52.5078       NA             NA      NA          NA          NA      NA   NA       NA   52.50776            3204    0.0667998      27.41812           26  0.00000      26  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3200-53-075-10          weee  3200  53  5118370  0.75        31     1  0.001   ubrb        ub    1    68.4869       NA             NA      NA          NA          NA      NA   NA       NA   68.48683            3878      14.5223  254258.70594       167640  0.00000  167640   1.06931       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-010-7         study  2000  35       58   0.1   1998943     1  0.001   ubrb        ub    1    10.0484       NA             NA      NA          NA          NA      NA   NA       NA   10.04830            2200       1.0056      26.50850           24  0.00000      24  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-800-17-000-10         study   800  17       55     0    319546     1  0.001   ubrb        ub    1   0.524612       NA             NA      NA          NA          NA      NA   NA       NA    0.52456             815    0.0100259      23.70750           22  0.00000      22  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-050-7          weee   800  17   319601   0.5         0     1  0.001   ubrb        ub    1   0.482453       NA             NA      NA          NA          NA      NA   NA       NA    0.48240             935     0.082457   16618.35625         9088  0.00000    9088   0.99286       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-050-6          weee  2800  47  3918579   0.5        22     1  0.001   ubrb        ub    1    41.3267       NA             NA      NA          NA          NA      NA   NA       NA   41.32665            3326      7.73496  197992.43357       119413  0.00000  119413   1.03053       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-800-17-050-10          weee   800  17   319601   0.5         0     1  0.001   ubrb        ub    1   0.476438       NA             NA      NA          NA          NA      NA   NA       NA    0.47639             803   0.00211755   17191.97750         9439  0.00000    9439   1.01164       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-100-5          weee  2800  47  3918584     1        17     1  0.001   ubrb        ub    1    41.6226       NA             NA      NA          NA          NA      NA   NA       NA   41.62259            3425       9.3054  193208.18750       139767  0.00000  139767   1.12835       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-050-7          weee  2000  35  1998995   0.5         6     1  0.001   ubrb        ub    1    11.6557       NA             NA      NA          NA          NA      NA   NA       NA   11.65564            3876      10.9284   97931.14450        58792  0.00000   58792   1.01506       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-000-7         study  4000  65       63     0   7997938     1  0.001   ubrb        ub    1    118.441       NA             NA      NA          NA          NA      NA   NA       NA  118.44140            5959      58.8107      28.90900           27  0.00000      27  38.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-075-6          weee  2000  35  1998994  0.75         7     1  0.001   ubrb        ub    1    11.6209       NA             NA      NA          NA          NA      NA   NA       NA   11.62088            2290      1.67084  100084.02400        62788  0.00000   62788   1.04890       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-025-3          weee  1600  29  1279195  0.25         6     1  0.001   ubrb        ub    1    5.16056       NA             NA      NA          NA          NA      NA   NA       NA    5.16050            1880     0.906909   63583.40938        37879  0.00000   37879   1.01796       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-4000-65-075-10          weee  4000  65  7997920  0.75        81     1  0.001   ubrb        ub    1    162.554       NA             NA      NA          NA          NA      NA   NA       NA  162.55419            4044      1.83736  406289.07075       272622  0.00000  272622   1.09148       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-050-1          weee  4000  65  7997895   0.5       106     1  0.001   ubrb        ub    1    161.949       NA             NA      NA          NA          NA      NA   NA       NA  161.94912            4001    0.0404227  402298.50850       281654  0.00000  281654   1.11232       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-5          weee  3600  59  6478139  0.75        62     1  0.001   ubrb        ub    1    108.352       NA             NA      NA          NA          NA      NA   NA       NA  108.35192            5405      54.0599  326950.27278       192345  0.00000  192345   1.01465       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-100-3          weee   400  11    79801     1         0     1  0.001   ubrb        ub    1  0.0578697       NA             NA      NA          NA          NA      NA   NA       NA    0.05782             422   0.00332331    4831.47000         2065  0.00000    2065   0.94432       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-075-1          weee  2000  35  1998995  0.75         6     1  0.001   ubrb        ub    1    11.6372       NA             NA      NA          NA          NA      NA   NA       NA   11.63712            2111      0.64996   99774.72200        60231  0.00000   60231   1.01442       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-000-5         study   800  17       54     0    319547     1  0.001   ubrb        ub    1   0.524796       NA             NA      NA          NA          NA      NA   NA       NA    0.52474             809   0.00588937      23.62625           22  0.00000      22  36.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-025-3          weee  2000  35  1998996  0.25         5     1  0.001   ubrb        ub    1    11.4662       NA             NA      NA          NA          NA      NA   NA       NA   11.46614            2405      2.33251  103093.14950        62486  0.00000   62486   1.03687       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-025-7          weee   400  11    79801  0.25         0     1  0.001   ubrb        ub    1  0.0585252       NA             NA      NA          NA          NA      NA   NA       NA    0.05848             407   0.00104831    5153.35500         2362  0.00000    2362   1.01333       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1600-29-010-9         study  1600  29       59   0.1   1279142     1  0.001   ubrb        ub    1    4.77686       NA             NA      NA          NA          NA      NA   NA       NA    4.77681            1612    0.0368733      26.71000           25  0.00000      25  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-100-1          weee   400  11    79801     1         0     1  0.001   ubrb        ub    1  0.0580291       NA             NA      NA          NA          NA      NA   NA       NA    0.05798             482    0.0119217    4999.15250         3076  0.00000    3076   1.17441       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-100-6          weee  3200  53  5118375     1        26     1  0.001   ubrb        ub    1    68.8851       NA             NA      NA          NA          NA      NA   NA       NA   68.88501            4476      27.6439  259459.21094       178052  0.00000  178052   1.09969       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-6          weee  4000  65  7997903     1        98     1  0.001   ubrb        ub    1    163.725       NA             NA      NA          NA          NA      NA   NA       NA  163.72504            4095      3.87302  403622.96225       296032  0.00000  296032   1.13908       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1200-23-000-4         study  1200  23       56     0    719345     1  0.001   ubrb        ub    1    1.87978       NA             NA      NA          NA          NA      NA   NA       NA    1.87972            1207    0.0107116      24.34250           23  0.00000      23  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-2000-35-100-10          weee  2000  35  1998996     1         5     1  0.001   ubrb        ub    1    11.6618       NA             NA      NA          NA          NA      NA   NA       NA   11.66170            2024     0.157531   98764.63050        57297  0.00000   57297   0.99847       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1600-29-010-4         study  1600  29       57   0.1   1279144     1  0.001   ubrb        ub    1    4.77766       NA             NA      NA          NA          NA      NA   NA       NA    4.77761            1615     0.045163      25.52875           24  0.00000      24  37.00000       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-025-7          weee  2400  41  2878788  0.25        13     1  0.001   ubrb        ub    1    22.7692       NA             NA      NA          NA          NA      NA   NA       NA   22.76910            2514      1.11355  144652.52458        88650  0.00000   88650   1.02902       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-075-3          weee  1200  23   719398  0.75         3     1  0.001   ubrb        ub    1    1.87589       NA             NA      NA          NA          NA      NA   NA       NA    1.87584            1455     0.397651   36622.03083        23499  0.00000   23499   1.07397       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-050-6          weee  2400  41  2878792   0.5         9     1  0.001   ubrb        ub    1    23.0164       NA             NA      NA          NA          NA      NA   NA       NA   23.01637            2609      1.98511  142772.85333        80192  0.00000   80192   0.98135       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
