            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau       time  ubiTime  ubiIterToBest  ubiTtb  ubiAvgCons  ubiMinCons  ubiAvg  ubi  ubiReal  ubRbTime  ubRbIterToBest  ubrbTtb  ubRbAvgCons  ubRbMinCons  ubRbAvg  ubRb  ubRbReal     ubsTime  ubsSigma  ubsSubsetSize  ubsIter     ubsTtb  ubsBsIter  ubsIterToBest  ubsNumImproves  ubsNumColorCalls  ubsAvgColorTime     ubs   ubsReal
 weee-2800-47-100-17          weee  2800  47  3918581     1        20     1  0.001    ubs        ub    1    12.8793       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.87927       1.5             70      140    10.9736         17              1               1               157          0.00181  110026   0.98910
study-2800-47-010-18         study  2800  47       62   0.1   3918539     1  0.001    ubs        ub    1    6.07477       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     6.07473       1.5             70      140    4.45457         15             28               3               155          0.00145      26  37.00000
  weee-800-17-100-26          weee   800  17   319600     1         1     1  0.001    ubs        ub    1   0.231311       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.23128       1.5             25       50          0          0             -1               0                50          0.00121   10780   1.07418
 study-400-11-010-15         study   400  11       50   0.1     79751     1  0.001    ubs        ub    1  0.0585627       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.05853       1.5             16       32  0.0220765          5              1               1                37          0.00108      18  35.00000
study-4000-65-010-22         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    20.2047       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    20.20469       1.5             97      194    14.9512         10             30               2               204          0.00193      27  38.00000
 weee-3600-59-100-12          weee  3600  59  6478133     1        68     1  0.001    ubs        ub    1    29.0305       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.03044       1.5             88      176          0          0             -1               0               176          0.00184  198468   1.03072
 weee-1200-23-100-26          weee  1200  23   719397     1         4     1  0.001    ubs        ub    1   0.768296       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.76826       1.5             34       68          0          0             -1               0                68          0.00162   21094   1.00777
  weee-400-11-100-22          weee   400  11    79801     1         0     1  0.001    ubs        ub    1   0.086275       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08623       1.5             16       32          0          0             -1               0                32          0.00172    2563   1.05987
 weee-4000-65-100-11          weee  4000  65  7997891     1       110     1  0.001    ubs        ub    1    1800.01       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.01409       1.5             97       74    1800.01          9             74               1                82         21.48133  309181   1.16961
study-2800-47-010-24         study  2800  47       59   0.1   3918542     1  0.001    ubs        ub    1    6.14661       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     6.14658       1.5             70      140    4.31813         10              2               2               150          0.00139      25  37.00000
study-3200-53-010-19         study  3200  53       58   0.1   5118343     1  0.001    ubs        ub    1    8.96492       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.96487       1.5             79      158    5.97475         10              2               2               168          0.00167      25  38.00000
 weee-3200-53-100-28          weee  3200  53  5118355     1        46     1  0.001    ubs        ub    1    19.3364       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.33639       1.5             79      158          0          0             -1               0               158          0.00148  173758   1.08681
 study-800-17-010-22         study   800  17       52   0.1    319549     1  0.001    ubs        ub    1   0.209012       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.20897       1.5             25       50   0.097574         10              2               2                60          0.00146      20  36.00000
 weee-2400-41-100-15          weee  2400  41  2878786     1        15     1  0.001    ubs        ub    1    7.48458       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.48455       1.5             61      122          0          0             -1               0               122          0.00151  101556   1.11248
 weee-3600-59-100-26          weee  3600  59  6478141     1        60     1  0.001    ubs        ub    1       1800       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.00029       1.5             88       11          0          0             -1               0                11        161.31009  219472   1.09026
 weee-1600-29-100-12          weee  1600  29  1279199     1         2     1  0.001    ubs        ub    1     2.0766       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.07656       1.5             43       86    1.97794         16             64               1               102          0.00138   42000   1.07336
  weee-800-17-100-13          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.253261       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.25323       1.5             25       50          0          0             -1               0                50          0.00127    6963   0.86327
  weee-800-17-100-21          weee   800  17   319600     1         1     1  0.001    ubs        ub    1    0.27069       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.27066       1.5             25       50   0.257469         13             43               1                63          0.00112    9978   1.04728
study-4000-65-010-30         study  4000  65       62   0.1   7997939     1  0.001    ubs        ub    1    16.9699       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    16.96982       1.5             97      194     11.806         10              2               2               204          0.00158      27  38.00000
 weee-2000-35-100-22          weee  2000  35  1998991     1        10     1  0.001    ubs        ub    1     4.2211       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.22107       1.5             52      104          0          0             -1               0               104          0.00140   58418   1.00743
study-3600-59-010-26         study  3600  59       61   0.1   6478140     1  0.001    ubs        ub    1    13.0451       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.04504       1.5             88      176    8.37503         15              3               3               191          0.00152      25  37.00000
 weee-1600-29-100-30          weee  1600  29  1279199     1         2     1  0.001    ubs        ub    1    2.05712       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.05709       1.5             43       86          0          0             -1               0                86          0.00144   34870   0.97445
study-3600-59-010-25         study  3600  59       62   0.1   6478139     1  0.001    ubs        ub    1    12.6675       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.66746       1.5             88      176    8.68823         10              2               2               186          0.00172      27  38.00000
study-2000-35-010-28         study  2000  35       58   0.1   1998943     1  0.001    ubs        ub    1    2.32887       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.32883       1.5             52      104    1.46173         10              2               2               114          0.00142      25  37.00000
study-2000-35-010-22         study  2000  35       60   0.1   1998941     1  0.001    ubs        ub    1    2.27556       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.27552       1.5             52      104     1.4883         15              3               3               119          0.00145      26  37.00000
 weee-2000-35-100-28          weee  2000  35  1998997     1         4     1  0.001    ubs        ub    1    4.21366       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.21363       1.5             52      104          0          0             -1               0               104          0.00153   59117   1.01268
 study-400-11-010-21         study   400  11       55   0.1     79746     1  0.001    ubs        ub    1  0.0597777       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.05974       1.5             16       32  0.0243351          5              1               1                37          0.00104      20  34.00000
 weee-1200-23-100-27          weee  1200  23   719401     1         0     1  0.001    ubs        ub    1   0.719825       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.71979       1.5             34       68          0          0             -1               0                68          0.00132   19990   0.98103
study-1200-23-010-16         study  1200  23       57   0.1    719344     1  0.001    ubs        ub    1   0.500507       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.50047       1.5             34       68   0.348272         15             22               3                83          0.00136      22  35.00000
  weee-400-11-100-20          weee   400  11    79800     1         1     1  0.001    ubs        ub    1  0.0727179       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07268       1.5             16       32          0          0             -1               0                32          0.00122    2966   1.13214
study-1600-29-010-27         study  1600  29       57   0.1   1279144     1  0.001    ubs        ub    1    1.24603       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.24599       1.5             43       86   0.975473         20             41               4               106          0.00146      21  35.00000
 weee-3600-59-100-27          weee  3600  59  6478136     1        65     1  0.001    ubs        ub    1    29.0572       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.05713       1.5             88      176          0          0             -1               0               176          0.00281  217709   1.08746
study-2000-35-010-17         study  2000  35       59   0.1   1998942     1  0.001    ubs        ub    1    2.24276       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.24272       1.5             52      104    1.45697         10              2               2               114          0.00135      25  37.00000
 study-800-17-010-15         study   800  17       57   0.1    319544     1  0.001    ubs        ub    1   0.257259       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.25721       1.5             25       50   0.127051         15              3               3                65          0.00159      22  35.00000
 weee-2000-35-100-19          weee  2000  35  1998996     1         5     1  0.001    ubs        ub    1    5.29665       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.29662       1.5             52      104     4.1904         17              2               1               121          0.00155   67253   1.08709
study-2000-35-010-13         study  2000  35       57   0.1   1998944     1  0.001    ubs        ub    1    2.19596       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.19593       1.5             52      104    1.37672         10              2               2               114          0.00135      24  37.00000
study-2400-41-010-18         study  2400  41       59   0.1   2878742     1  0.001    ubs        ub    1    3.95028       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.95025       1.5             61      122    2.48467         15              3               3               137          0.00135      25  37.00000
study-1200-23-010-23         study  1200  23       58   0.1    719343     1  0.001    ubs        ub    1    0.50217       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.50213       1.5             34       68   0.446575         15             51               3                83          0.00136      23  35.00000
study-1600-29-010-29         study  1600  29       57   0.1   1279144     1  0.001    ubs        ub    1    1.21779       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.21775       1.5             43       86   0.856522         15             22               3               101          0.00135      23  36.00000
study-2400-41-010-11         study  2400  41       60   0.1   2878741     1  0.001    ubs        ub    1    3.68941       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.68938       1.5             61      122    2.42346         10              2               2               132          0.00137      24  37.00000
 weee-3600-59-100-28          weee  3600  59  6478144     1        57     1  0.001    ubs        ub    1    27.4577       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    27.45766       1.5             88      176          0          0             -1               0               176          0.00167  218486   1.08734
study-1600-29-010-22         study  1600  29       61   0.1   1279140     1  0.001    ubs        ub    1    1.08806       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.08802       1.5             43       86   0.695919          5              1               1                91          0.00139      24  37.00000
  weee-800-17-100-22          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.252532       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.25250       1.5             25       50          0          0             -1               0                50          0.00123    9139   0.99561
study-2000-35-010-12         study  2000  35       60   0.1   1998941     1  0.001    ubs        ub    1    2.13717       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.13713       1.5             52      104    1.52133         15             20               3               119          0.00145      26  37.00000
 weee-2400-41-100-29          weee  2400  41  2878788     1        13     1  0.001    ubs        ub    1    12.7189       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.71882       1.5             61      122          0          0             -1               0               122          0.04015  101048   1.10060
study-2800-47-010-25         study  2800  47       60   0.1   3918541     1  0.001    ubs        ub    1    6.22145       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     6.22141       1.5             70      140     4.2038         10              2               2               150          0.00154      26  38.00000
  weee-800-17-100-17          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.234114       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.23408       1.5             25       50          0          0             -1               0                50          0.00118    9199   0.99572
study-3600-59-010-18         study  3600  59       59   0.1   6478142     1  0.001    ubs        ub    1    13.0305       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.03045       1.5             88      176    11.2276         15            108               3               191          0.00165      25  37.00000
 weee-2400-41-100-11          weee  2400  41  2878785     1        16     1  0.001    ubs        ub    1    7.83963       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.83960       1.5             61      122          0          0             -1               0               122          0.00148   91221   1.04945
 weee-1200-23-100-11          weee  1200  23   719401     1         0     1  0.001    ubs        ub    1    0.73446       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.73442       1.5             34       68          0          0             -1               0                68          0.00144   20121   0.98565
 weee-4000-65-100-12          weee  4000  65  7997896     1       105     1  0.001    ubs        ub    1    43.1087       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    43.10865       1.5             97      194          0          0             -1               0               194          0.00179  259497   1.06172
study-2400-41-010-24         study  2400  41       60   0.1   2878741     1  0.001    ubs        ub    1    3.86173       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.86169       1.5             61      122    2.71347         15             16               3               137          0.00171      25  37.00000
study-2400-41-010-23         study  2400  41       59   0.1   2878742     1  0.001    ubs        ub    1    4.76031       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.76027       1.5             61      122    3.23746         15             12               3               137          0.00171      25  37.00000
  weee-800-17-100-19          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.304561       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.30452       1.5             25       50          0          0             -1               0                50          0.00169    9240   1.00393
study-1200-23-010-15         study  1200  23       56   0.1    719345     1  0.001    ubs        ub    1   0.531395       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.53135       1.5             34       68    0.49759         20             59               4                88          0.00159      22  35.00000
  weee-400-11-100-17          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0828666       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08283       1.5             16       32          0          0             -1               0                32          0.00168    1820   0.88206
  weee-800-17-100-24          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.268127       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.26809       1.5             25       50          0          0             -1               0                50          0.00162    9006   0.99498
 weee-4000-65-100-24          weee  4000  65  7997899     1       102     1  0.001    ubs        ub    1       1800       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA  1800.00030       1.5             97       44          0          0             -1               0                44         40.07640  304335   1.15785
 weee-2400-41-100-20          weee  2400  41  2878788     1        13     1  0.001    ubs        ub    1    7.85381       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.85377       1.5             61      122          0          0             -1               0               122          0.00154   88565   1.03566
study-3200-53-010-28         study  3200  53       61   0.1   5118340     1  0.001    ubs        ub    1    8.75306       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.75302       1.5             79      158    5.91611         10              2               2               168          0.00155      27  38.00000
study-3200-53-010-16         study  3200  53       60   0.1   5118341     1  0.001    ubs        ub    1    9.07047       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     9.07043       1.5             79      158    6.48369         15             27               3               173          0.00158      25  37.00000
 weee-1600-29-100-11          weee  1600  29  1279197     1         4     1  0.001    ubs        ub    1    2.07739       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.07735       1.5             43       86          0          0             -1               0                86          0.00147   41394   1.05884
 weee-4000-65-100-30          weee  4000  65  7997916     1        85     1  0.001    ubs        ub    1    41.7723       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    41.77230       1.5             97      194          0          0             -1               0               194          0.00178  227126   0.99208
 weee-3200-53-100-19          weee  3200  53  5118362     1        39     1  0.001    ubs        ub    1    18.8974       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    18.89732       1.5             79      158          0          0             -1               0               158          0.00147  162215   1.05442
study-2400-41-010-22         study  2400  41       60   0.1   2878741     1  0.001    ubs        ub    1    3.62316       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.62313       1.5             61      122    2.49974         15              3               3               137          0.00144      26  37.00000
study-2800-47-010-23         study  2800  47       58   0.1   3918543     1  0.001    ubs        ub    1    5.56822       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.56818       1.5             70      140    3.85214         10              2               2               150          0.00138      26  38.00000
 weee-2400-41-100-13          weee  2400  41  2878790     1        11     1  0.001    ubs        ub    1    7.51285       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.51281       1.5             61      122    6.32809         17              1               1               139          0.00145   96392   1.07730
  weee-400-11-100-21          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0828668       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08283       1.5             16       32          0          0             -1               0                32          0.00149    2840   1.13334
study-1600-29-010-25         study  1600  29       57   0.1   1279144     1  0.001    ubs        ub    1    1.23947       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.23943       1.5             43       86   0.823794         15              3               3               101          0.00155      24  36.00000
 weee-3200-53-100-30          weee  3200  53  5118352     1        49     1  0.001    ubs        ub    1    19.4555       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.45545       1.5             79      158          0          0             -1               0               158          0.00183  173656   1.09433
 weee-2000-35-100-23          weee  2000  35  1998995     1         6     1  0.001    ubs        ub    1    4.46208       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.46204       1.5             52      104          0          0             -1               0               104          0.00165   60706   1.02804
  weee-800-17-100-11          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.263241       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.26320       1.5             25       50          0          0             -1               0                50          0.00160    8303   0.95281
  weee-800-17-100-20          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.312725       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.31268       1.5             25       50          0          0             -1               0                50          0.00164    7973   0.91685
 weee-2000-35-100-16          weee  2000  35  1998999     1         2     1  0.001    ubs        ub    1    4.12439       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.12436       1.5             52      104          0          0             -1               0               104          0.00160   59341   1.01429
 weee-1600-29-100-15          weee  1600  29  1279198     1         3     1  0.001    ubs        ub    1    2.18806       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.18803       1.5             43       86          0          0             -1               0                86          0.00142   40106   1.04877
 weee-1600-29-100-26          weee  1600  29  1279199     1         2     1  0.001    ubs        ub    1    2.07541       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.07538       1.5             43       86          0          0             -1               0                86          0.00145   42269   1.07603
study-1600-29-010-11         study  1600  29       57   0.1   1279144     1  0.001    ubs        ub    1    1.14445       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.14441       1.5             43       86   0.728634         15              3               3               101          0.00136      24  37.00000
 study-800-17-010-13         study   800  17       52   0.1    319549     1  0.001    ubs        ub    1   0.184753       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.18472       1.5             25       50  0.0850254         10              2               2                60          0.00124      20  35.00000
  weee-800-17-100-15          weee   800  17   319601     1         0     1  0.001    ubs        ub    1     0.2397       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.23967       1.5             25       50          0          0             -1               0                50          0.00128    8459   0.94736
 study-800-17-010-21         study   800  17       55   0.1    319546     1  0.001    ubs        ub    1   0.226661       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.22663       1.5             25       50   0.118197         15              3               3                65          0.00149      21  35.00000
 weee-4000-65-100-15          weee  4000  65  7997902     1        99     1  0.001    ubs        ub    1    44.4883       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    44.48827       1.5             97      194    38.7646         18             43               1               212          0.00479  261452   1.06518
study-3600-59-010-22         study  3600  59       60   0.1   6478141     1  0.001    ubs        ub    1     14.367       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    14.36695       1.5             88      176    10.0392         10              2               2               186          0.00162      26  38.00000
 weee-4000-65-100-19          weee  4000  65  7997897     1       104     1  0.001    ubs        ub    1    41.3098       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    41.30972       1.5             97      194          0          0             -1               0               194          0.00269  272687   1.09503
 weee-3600-59-100-13          weee  3600  59  6478143     1        58     1  0.001    ubs        ub    1    28.7156       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    28.71553       1.5             88      176          0          0             -1               0               176          0.00168  209785   1.06456
study-2000-35-010-15         study  2000  35       56   0.1   1998945     1  0.001    ubs        ub    1    2.21619       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.21615       1.5             52      104    1.45403         15              3               3               119          0.00144      23  36.00000
 weee-2000-35-100-24          weee  2000  35  1998993     1         8     1  0.001    ubs        ub    1    4.05236       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.05233       1.5             52      104          0          0             -1               0               104          0.00141   63414   1.05296
 weee-2800-47-100-27          weee  2800  47  3918582     1        19     1  0.001    ubs        ub    1    13.2028       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.20281       1.5             70      140    11.1631         17             11               1               157          0.00140  131803   1.08230
study-4000-65-010-21         study  4000  65       63   0.1   7997938     1  0.001    ubs        ub    1    17.2147       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.21461       1.5             97      194     11.904         10              2               2               204          0.00181      28  38.00000
study-3200-53-010-11         study  3200  53       63   0.1   5118338     1  0.001    ubs        ub    1     9.0901       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     9.09006       1.5             79      158    5.89911         10              2               2               168          0.00154      27  38.00000
 weee-2800-47-100-12          weee  2800  47  3918579     1        22     1  0.001    ubs        ub    1    336.018       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA   336.01786       1.5             70      140    173.263         17              1               1               157          2.06375  114161   1.00452
study-3600-59-010-14         study  3600  59       62   0.1   6478139     1  0.001    ubs        ub    1    12.5568       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.55672       1.5             88      176    9.44134         15             51               3               191          0.00151      26  37.00000
 weee-2800-47-100-30          weee  2800  47  3918579     1        22     1  0.001    ubs        ub    1    12.3745       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.37443       1.5             70      140          0          0             -1               0               140          0.00157  121675   1.04375
  weee-800-17-100-30          weee   800  17   319600     1         1     1  0.001    ubs        ub    1   0.259858       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.25982       1.5             25       50          0          0             -1               0                50          0.00128    9253   0.98885
study-1200-23-010-21         study  1200  23       54   0.1    719347     1  0.001    ubs        ub    1   0.446874       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.44684       1.5             34       68   0.245781         10              2               2                78          0.00128      21  36.00000
 weee-3200-53-100-27          weee  3200  53  5118350     1        51     1  0.001    ubs        ub    1    18.8649       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    18.86489       1.5             79      158          0          0             -1               0               158          0.00149  165610   1.06498
 study-400-11-010-23         study   400  11       53   0.1     79748     1  0.001    ubs        ub    1  0.0675526       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06752       1.5             16       32  0.0233945          5              1               1                37          0.00129      18  34.00000
study-1200-23-010-20         study  1200  23       56   0.1    719345     1  0.001    ubs        ub    1   0.491726       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.49169       1.5             34       68   0.287692         15              3               3                83          0.00137      22  36.00000
study-3200-53-010-25         study  3200  53       61   0.1   5118340     1  0.001    ubs        ub    1    8.36943       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.36940       1.5             79      158    5.70306         10              2               2               168          0.00143      27  38.00000
study-4000-65-010-15         study  4000  65       63   0.1   7997938     1  0.001    ubs        ub    1     17.163       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.16301       1.5             97      194    11.6216         10              2               2               204          0.00167      28  38.00000
study-3200-53-010-30         study  3200  53       61   0.1   5118340     1  0.001    ubs        ub    1    8.55256       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.55253       1.5             79      158    6.11448         15             25               3               173          0.00144      25  37.00000
study-4000-65-010-26         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    16.2697       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    16.26962       1.5             97      194    11.5592         10              2               2               204          0.00158      27  38.00000
study-4000-65-010-19         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    16.9485       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    16.94851       1.5             97      194    12.2851         15             29               3               209          0.00158      26  37.00000
