            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau       time  ubiTime  ubiIterToBest  ubiTtb  ubiAvgCons  ubiMinCons  ubiAvg  ubi  ubiReal  ubRbTime  ubRbIterToBest  ubrbTtb  ubRbAvgCons  ubRbMinCons  ubRbAvg  ubRb  ubRbReal     ubsTime  ubsSigma  ubsSubsetSize  ubsIter     ubsTtb  ubsBsIter  ubsIterToBest  ubsNumImproves  ubsNumColorCalls  ubsAvgColorTime     ubs   ubsReal
study-1200-23-010-26         study  1200  23       56   0.1    719345     1  0.001    ubs        ub    1   0.457346       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.45730       1.1             26       52    0.32902         20             10               4                72          0.00152      22  36.00000
study-1200-23-010-19         study  1200  23       57   0.1    719344     1  0.001    ubs        ub    1   0.483343       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.48329       1.1             26       52   0.326381         15              3               3                67          0.00174      23  36.00000
 weee-2000-35-100-25          weee  2000  35  1998989     1        12     1  0.001    ubs        ub    1    4.31535       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.31530       1.1             38       76          0          0             -1               0                76          0.00199   61908   1.04247
study-2000-35-010-25         study  2000  35       57   0.1   1998944     1  0.001    ubs        ub    1    2.06771       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.06766       1.1             38       76    1.60779         20              4               4                96          0.00187      24  37.00000
study-1200-23-010-29         study  1200  23       57   0.1    719344     1  0.001    ubs        ub    1   0.515097       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.51504       1.1             26       52   0.331697         15              3               3                67          0.00192      22  36.00000
 weee-2800-47-100-15          weee  2800  47  3918577     1        24     1  0.001    ubs        ub    1    11.7042       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.70415       1.1             51      102          0          0             -1               0               102          0.00172  113745   0.99934
study-1200-23-010-12         study  1200  23       57   0.1    719344     1  0.001    ubs        ub    1   0.540183       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.54012       1.1             26       52   0.358134         10              2               2                62          0.00185      24  36.00000
 weee-2400-41-100-28          weee  2400  41  2878787     1        14     1  0.001    ubs        ub    1      7.676       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.67596       1.1             45       90          0          0             -1               0                90          0.00164   90931   1.04194
 weee-2400-41-100-16          weee  2400  41  2878785     1        16     1  0.001    ubs        ub    1    7.55055       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.55051       1.1             45       90          0          0             -1               0                90          0.00173   97632   1.09134
 weee-3200-53-100-16          weee  3200  53  5118370     1        31     1  0.001    ubs        ub    1    20.2329       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    20.23282       1.1             58      116          0          0             -1               0               116          0.00212  173294   1.09016
 weee-4000-65-100-14          weee  4000  65  7997895     1       106     1  0.001    ubs        ub    1    41.8273       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    41.82730       1.1             71      142          0          0             -1               0               142          0.00181  282153   1.11224
 weee-2000-35-100-17          weee  2000  35  1998997     1         4     1  0.001    ubs        ub    1    4.31725       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.31720       1.1             38       76          0          0             -1               0                76          0.00175   62068   1.03266
 weee-4000-65-100-17          weee  4000  65  7997897     1       104     1  0.001    ubs        ub    1    41.9121       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    41.91204       1.1             71      142          0          0             -1               0               142          0.00210  270466   1.08827
study-4000-65-010-12         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    15.6806       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    15.68052       1.1             71      142    13.4917         20              4               4               162          0.00151      26  38.00000
 weee-1200-23-100-13          weee  1200  23   719401     1         0     1  0.001    ubs        ub    1   0.768692       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.76865       1.1             26       52          0          0             -1               0                52          0.00186   23160   1.05745
 study-400-11-010-28         study   400  11       52   0.1     79749     1  0.001    ubs        ub    1   0.100024       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.09998       1.1             14       28  0.0446494         10              2               2                38          0.00199      20  34.00000
study-3600-59-010-27         study  3600  59       61   0.1   6478140     1  0.001    ubs        ub    1    11.0665       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.06643       1.1             64      128    8.99238         15              3               3               143          0.00177      27  38.00000
study-1600-29-010-23         study  1600  29       56   0.1   1279145     1  0.001    ubs        ub    1    1.20439       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.20435       1.1             32       64   0.956659         20             11               4                84          0.00179      23  36.00000
study-4000-65-010-11         study  4000  65       63   0.1   7997938     1  0.001    ubs        ub    1    17.0978       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    17.09773       1.1             71      142    14.3926         21             11               4               163          0.00196      28  38.00000
study-3200-53-010-24         study  3200  53       60   0.1   5118341     1  0.001    ubs        ub    1    7.91518       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.91514       1.1             58      116     6.3132         20              4               4               136          0.00173      26  38.00000
 weee-4000-65-100-26          weee  4000  65  7997906     1        95     1  0.001    ubs        ub    1    43.5118       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    43.51180       1.1             71      142          0          0             -1               0               142          0.00163  270392   1.09428
 study-400-11-010-27         study   400  11       53   0.1     79748     1  0.001    ubs        ub    1  0.0833126       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08327       1.1             14       28  0.0418316         10              5               2                38          0.00163      18  34.00000
 weee-2800-47-100-25          weee  2800  47  3918583     1        18     1  0.001    ubs        ub    1    12.2088       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.20874       1.1             51      102          0          0             -1               0               102          0.00154  129933   1.07543
study-2800-47-010-15         study  2800  47       59   0.1   3918542     1  0.001    ubs        ub    1     5.8434       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.84335       1.1             51      102    4.83225         20              4               4               122          0.00182      26  38.00000
 weee-1600-29-100-13          weee  1600  29  1279196     1         5     1  0.001    ubs        ub    1    2.19268       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.19262       1.1             32       64          0          0             -1               0                64          0.00184   36878   1.00288
 weee-2000-35-100-21          weee  2000  35  1998994     1         7     1  0.001    ubs        ub    1    3.98904       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.98901       1.1             38       76          0          0             -1               0                76          0.00142   67970   1.08175
study-3200-53-010-18         study  3200  53       59   0.1   5118342     1  0.001    ubs        ub    1    7.59294       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.59289       1.1             58      116      6.272         15              3               3               131          0.00156      26  38.00000
  weee-400-11-100-16          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0647027       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06466       1.1             14       28          0          0             -1               0                28          0.00126    2486   1.06125
study-2800-47-010-26         study  2800  47       63   0.1   3918538     1  0.001    ubs        ub    1    5.24747       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.24743       1.1             51      102    4.19178         15              3               3               117          0.00181      27  38.00000
study-2400-41-010-15         study  2400  41       59   0.1   2878742     1  0.001    ubs        ub    1    3.50859       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.50855       1.1             45       90    3.50177         20             89               4               110          0.00179      25  37.00000
study-1600-29-010-15         study  1600  29       58   0.1   1279143     1  0.001    ubs        ub    1    1.21546       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.21542       1.1             32       64    1.07629         15             33               3                79          0.00178      25  37.00000
 weee-3600-59-100-21          weee  3600  59  6478125     1        76     1  0.001    ubs        ub    1    27.6027       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    27.60265       1.1             64      128          0          0             -1               0               128          0.00195  232190   1.11876
  weee-400-11-100-23          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0786447       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07860       1.1             14       28          0          0             -1               0                28          0.00167    2005   0.93129
 weee-4000-65-100-29          weee  4000  65  7997907     1        94     1  0.001    ubs        ub    1    40.6922       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    40.69214       1.1             71      142          0          0             -1               0               142          0.00167  286376   1.12209
study-4000-65-010-18         study  4000  65       62   0.1   7997939     1  0.001    ubs        ub    1    16.4565       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    16.45642       1.1             71      142    14.0263         15              3               3               157          0.00181      27  38.00000
 weee-1200-23-100-24          weee  1200  23   719400     1         1     1  0.001    ubs        ub    1   0.764692       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.76465       1.1             26       52          0          0             -1               0                52          0.00179   22471   1.04650
 weee-4000-65-100-22          weee  4000  65  7997914     1        87     1  0.001    ubs        ub    1    40.1513       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    40.15122       1.1             71      142          0          0             -1               0               142          0.00175  281424   1.11493
study-2800-47-010-30         study  2800  47       59   0.1   3918542     1  0.001    ubs        ub    1    5.43748       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.43743       1.1             51      102    4.44773         15              3               3               117          0.00213      26  38.00000
 study-400-11-010-29         study   400  11       52   0.1     79749     1  0.001    ubs        ub    1  0.0897241       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08968       1.1             14       28  0.0307769          5              1               1                33          0.00204      20  35.00000
 study-800-17-010-28         study   800  17       55   0.1    319546     1  0.001    ubs        ub    1   0.222429       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.22238       1.1             20       40   0.170328         20             20               4                60          0.00192      21  35.00000
  weee-400-11-100-26          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0852129       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08517       1.1             14       28          0          0             -1               0                28          0.00201    1925   0.89718
study-2400-41-010-20         study  2400  41       58   0.1   2878743     1  0.001    ubs        ub    1    3.60574       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.60569       1.1             45       90    2.85647         15              3               3               105          0.00182      26  38.00000
 study-800-17-010-16         study   800  17       54   0.1    319547     1  0.001    ubs        ub    1   0.191479       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.19144       1.1             20       40   0.170521         15             30               3                55          0.00145      20  35.00000
study-4000-65-010-14         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    15.8223       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    15.82226       1.1             71      142    12.8898         20              4               4               162          0.00205      27  38.00000
 weee-1600-29-100-18          weee  1600  29  1279200     1         1     1  0.001    ubs        ub    1     2.0454       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.04537       1.1             32       64          0          0             -1               0                64          0.00148   37270   1.00529
study-2400-41-010-12         study  2400  41       61   0.1   2878740     1  0.001    ubs        ub    1    3.38925       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.38921       1.1             45       90    2.79853         15             15               3               105          0.00156      27  37.00000
study-1600-29-010-28         study  1600  29       58   0.1   1279143     1  0.001    ubs        ub    1    1.09493       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.09489       1.1             32       64   0.861915         20             10               4                84          0.00150      23  36.00000
study-3600-59-010-28         study  3600  59       62   0.1   6478139     1  0.001    ubs        ub    1    11.5379       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.53787       1.1             64      128    9.55586         15              3               3               143          0.00178      27  38.00000
 weee-4000-65-100-13          weee  4000  65  7997906     1        95     1  0.001    ubs        ub    1    43.0435       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    43.04348       1.1             71      142          0          0             -1               0               142          0.00168  278472   1.10238
study-2800-47-010-14         study  2800  47       60   0.1   3918541     1  0.001    ubs        ub    1      5.692       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.69196       1.1             51      102    4.70025         15              3               3               117          0.00167      26  38.00000
study-2400-41-010-17         study  2400  41       58   0.1   2878743     1  0.001    ubs        ub    1    3.61468       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.61464       1.1             45       90    2.89378         15              3               3               105          0.00187      25  37.00000
 study-800-17-010-30         study   800  17       53   0.1    319548     1  0.001    ubs        ub    1   0.219454       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.21940       1.1             20       40   0.118256         15              3               3                55          0.00203      20  35.00000
 weee-1600-29-100-25          weee  1600  29  1279199     1         2     1  0.001    ubs        ub    1    2.03426       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.03422       1.1             32       64          0          0             -1               0                64          0.00163   41819   1.06876
 weee-2800-47-100-29          weee  2800  47  3918581     1        20     1  0.001    ubs        ub    1    11.7958       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.79580       1.1             51      102          0          0             -1               0               102          0.00210  132440   1.08685
study-2400-41-010-29         study  2400  41       60   0.1   2878741     1  0.001    ubs        ub    1    3.47818       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.47814       1.1             45       90    2.87614         15             15               3               105          0.00162      25  37.00000
study-1600-29-010-18         study  1600  29       58   0.1   1279143     1  0.001    ubs        ub    1    1.13024       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.13020       1.1             32       64   0.853813         15              3               3                79          0.00164      24  37.00000
study-4000-65-010-28         study  4000  65       61   0.1   7997940     1  0.001    ubs        ub    1    16.9038       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    16.90375       1.1             71      142    14.4389         20             22               4               162          0.00204      26  38.00000
study-1200-23-010-22         study  1200  23       55   0.1    719346     1  0.001    ubs        ub    1   0.484281       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.48424       1.1             26       52   0.332943         15              3               3                67          0.00161      22  36.00000
study-2400-41-010-14         study  2400  41       59   0.1   2878742     1  0.001    ubs        ub    1    3.52386       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.52383       1.1             45       90    2.89154         25             18               5               115          0.00164      24  37.00000
study-2000-35-010-24         study  2000  35       60   0.1   1998941     1  0.001    ubs        ub    1    2.08538       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.08533       1.1             38       76    1.61006         20              4               4                96          0.00199      25  37.00000
  weee-800-17-100-14          weee   800  17   319600     1         1     1  0.001    ubs        ub    1   0.224828       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.22479       1.1             20       40          0          0             -1               0                40          0.00153    8301   0.94719
 weee-2400-41-100-25          weee  2400  41  2878783     1        18     1  0.001    ubs        ub    1    7.62926       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.62922       1.1             45       90          0          0             -1               0                90          0.00188   87120   1.02492
 weee-1200-23-100-19          weee  1200  23   719400     1         1     1  0.001    ubs        ub    1   0.826779       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.82671       1.1             26       52          0          0             -1               0                52          0.00218   22955   1.05236
 weee-2800-47-100-14          weee  2800  47  3918578     1        23     1  0.001    ubs        ub    1    13.3787       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.37861       1.1             51      102          0          0             -1               0               102          0.00221  118665   1.02148
study-1200-23-010-17         study  1200  23       55   0.1    719346     1  0.001    ubs        ub    1   0.547694       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.54765       1.1             26       52   0.381852         20              4               4                72          0.00174      22  36.00000
study-3200-53-010-27         study  3200  53       60   0.1   5118341     1  0.001    ubs        ub    1    8.12952       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.12947       1.1             58      116    6.61529         15              3               3               131          0.00216      27  38.00000
 study-800-17-010-23         study   800  17       55   0.1    319546     1  0.001    ubs        ub    1   0.218417       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.21837       1.1             20       40   0.203309         15             34               3                55          0.00184      20  34.00000
 weee-4000-65-100-16          weee  4000  65  7997886     1       115     1  0.001    ubs        ub    1    43.1493       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    43.14922       1.1             71      142          0          0             -1               0               142          0.00173  281201   1.11350
study-3200-53-010-26         study  3200  53       63   0.1   5118338     1  0.001    ubs        ub    1    8.09198       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.09194       1.1             58      116    6.66233         15              3               3               131          0.00171      26  38.00000
study-2800-47-010-13         study  2800  47       61   0.1   3918540     1  0.001    ubs        ub    1    5.59895       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.59888       1.1             51      102    4.41578         20              4               4               122          0.00222      25  37.00000
 weee-2800-47-100-22          weee  2800  47  3918581     1        20     1  0.001    ubs        ub    1    12.0451       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.04506       1.1             51      102          0          0             -1               0               102          0.00144  134931   1.10180
study-3600-59-010-20         study  3600  59       62   0.1   6478139     1  0.001    ubs        ub    1    11.0948       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.09477       1.1             64      128    9.05449         21              4               4               149          0.00171      27  38.00000
 weee-1600-29-100-23          weee  1600  29  1279201     1         0     1  0.001    ubs        ub    1    2.11257       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.11254       1.1             32       64          0          0             -1               0                64          0.00158   33436   0.95278
study-3600-59-010-17         study  3600  59       59   0.1   6478142     1  0.001    ubs        ub    1    11.8585       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.85843       1.1             64      128    9.99482         21             27               4               149          0.00197      26  38.00000
study-1600-29-010-17         study  1600  29       59   0.1   1279142     1  0.001    ubs        ub    1    1.08227       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.08223       1.1             32       64    1.07358         20             62               4                84          0.00150      24  36.00000
study-3600-59-010-23         study  3600  59       62   0.1   6478139     1  0.001    ubs        ub    1    11.4023       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.40230       1.1             64      128    10.9315         26             99               5               154          0.00184      27  38.00000
study-2800-47-010-12         study  2800  47       62   0.1   3918539     1  0.001    ubs        ub    1    5.42935       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.42930       1.1             51      102    4.62414         26             32               5               128          0.00193      27  37.00000
 weee-2400-41-100-23          weee  2400  41  2878784     1        17     1  0.001    ubs        ub    1    7.76156       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.76151       1.1             45       90          0          0             -1               0                90          0.00200   81624   0.98221
 weee-1600-29-100-21          weee  1600  29  1279200     1         1     1  0.001    ubs        ub    1    2.14112       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.14108       1.1             32       64          0          0             -1               0                64          0.00167   39702   1.03672
study-1600-29-010-26         study  1600  29       59   0.1   1279142     1  0.001    ubs        ub    1    1.12717       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.12713       1.1             32       64   0.887675         15              3               3                79          0.00148      25  37.00000
study-3200-53-010-29         study  3200  53       63   0.1   5118338     1  0.001    ubs        ub    1    8.39092       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.39088       1.1             58      116    6.95789         21              4               4               137          0.00177      28  38.00000
  weee-800-17-100-25          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.252378       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.25234       1.1             20       40          0          0             -1               0                40          0.00140    9679   1.03278
study-1600-29-010-19         study  1600  29       58   0.1   1279143     1  0.001    ubs        ub    1    1.13357       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.13354       1.1             32       64    0.93233         15             15               3                79          0.00165      24  37.00000
 weee-1200-23-100-18          weee  1200  23   719397     1         4     1  0.001    ubs        ub    1   0.814379       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.81434       1.1             26       52          0          0             -1               0                52          0.00172   20668   0.99379
 weee-2800-47-100-21          weee  2800  47  3918567     1        34     1  0.001    ubs        ub    1     13.295       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.29492       1.1             51      102          0          0             -1               0               102          0.00177  117849   1.02355
 weee-1600-29-100-19          weee  1600  29  1279200     1         1     1  0.001    ubs        ub    1      2.354       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.35395       1.1             32       64          0          0             -1               0                64          0.00190   34595   0.97159
study-2400-41-010-27         study  2400  41       60   0.1   2878741     1  0.001    ubs        ub    1     3.5741       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.57405       1.1             45       90    2.87403         20              4               4               110          0.00197      26  38.00000
 weee-3600-59-100-17          weee  3600  59  6478142     1        59     1  0.001    ubs        ub    1    29.9823       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.98223       1.1             64      128          0          0             -1               0               128          0.00237  239474   1.13998
 weee-2000-35-100-27          weee  2000  35  1998997     1         4     1  0.001    ubs        ub    1    4.22435       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.22431       1.1             38       76          0          0             -1               0                76          0.00190   61069   1.03844
 weee-1200-23-100-15          weee  1200  23   719401     1         0     1  0.001    ubs        ub    1   0.785112       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.78507       1.1             26       52          0          0             -1               0                52          0.00189   21484   1.01805
 weee-1200-23-100-17          weee  1200  23   719401     1         0     1  0.001    ubs        ub    1   0.753296       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.75325       1.1             26       52          0          0             -1               0                52          0.00183   21849   1.03462
 weee-2000-35-100-26          weee  2000  35  1998994     1         7     1  0.001    ubs        ub    1    4.31135       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.31131       1.1             38       76          0          0             -1               0                76          0.00196   64769   1.06568
 study-400-11-010-14         study   400  11       49   0.1     79752     1  0.001    ubs        ub    1   0.101876       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.10183       1.1             14       28  0.0712969         15             13               3                43          0.00190      18  34.00000
study-1600-29-010-12         study  1600  29       56   0.1   1279145     1  0.001    ubs        ub    1    1.16413       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.16408       1.1             32       64   0.934702         20             16               4                84          0.00194      24  37.00000
study-3600-59-010-15         study  3600  59       61   0.1   6478140     1  0.001    ubs        ub    1    11.3115       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.31143       1.1             64      128    9.20408         15              3               3               143          0.00171      27  38.00000
 weee-2400-41-100-19          weee  2400  41  2878788     1        13     1  0.001    ubs        ub    1    7.43091       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.43087       1.1             45       90          0          0             -1               0                90          0.00156   99573   1.09245
study-4000-65-010-27         study  4000  65       63   0.1   7997938     1  0.001    ubs        ub    1    15.6478       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    15.64773       1.1             71      142    13.3362         15              3               3               157          0.00162      27  38.00000
 study-400-11-010-16         study   400  11       50   0.1     79751     1  0.001    ubs        ub    1  0.0650815       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06505       1.1             14       28  0.0296939          5              4               1                33          0.00140      18  34.00000
  weee-400-11-100-25          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0711442       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07111       1.1             14       28          0          0             -1               0                28          0.00152    2562   1.06043
study-4000-65-010-23         study  4000  65       62   0.1   7997939     1  0.001    ubs        ub    1    16.1206       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    16.12058       1.1             71      142    13.3068         15              3               3               157          0.00195      28  38.00000
 weee-3600-59-100-22          weee  3600  59  6478124     1        77     1  0.001    ubs        ub    1    29.2502       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.25020       1.1             64      128          0          0             -1               0               128          0.00177  231958   1.12325
  weee-400-11-100-24          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0756024       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07556       1.1             14       28          0          0             -1               0                28          0.00172    1685   0.81801
