            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau       time  ubiTime  ubiIterToBest  ubiTtb  ubiAvgCons  ubiMinCons  ubiAvg  ubi  ubiReal  ubRbTime  ubRbIterToBest  ubrbTtb  ubRbAvgCons  ubRbMinCons  ubRbAvg  ubRb  ubRbReal     ubsTime  ubsSigma  ubsSubsetSize  ubsIter     ubsTtb  ubsBsIter  ubsIterToBest  ubsNumImproves  ubsNumColorCalls  ubsAvgColorTime     ubs   ubsReal
   weee-800-17-075-5          weee   800  17   319601  0.75         0     1  0.001    ubs        ub    1   0.235875       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.23583       1.5             25       50          0          0             -1               0                50          0.00114   10479   1.08147
   weee-400-11-100-2          weee   400  11    79801     1         0     1  0.001    ubs        ub    1  0.0631172       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06308       1.5             16       32          0          0             -1               0                32          0.00103    2410   1.02263
  weee-1200-23-075-7          weee  1200  23   719398  0.75         3     1  0.001    ubs        ub    1   0.715928       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.71589       1.5             34       68          0          0             -1               0                68          0.00132   22100   1.03646
  study-400-11-000-3         study   400  11       53     0     79748     1  0.001    ubs        ub    1  0.0660231       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.06599       1.5             16       32  0.0591771         10             26               2                42          0.00103      18  34.00000
  weee-3600-59-075-7          weee  3600  59  6478147  0.75        54     1  0.001    ubs        ub    1    29.1465       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.14648       1.5             88      176          0          0             -1               0               176          0.00154  203803   1.04908
  weee-2000-35-050-9          weee  2000  35  1998992   0.5         9     1  0.001    ubs        ub    1    4.21931       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.21927       1.5             52      104          0          0             -1               0               104          0.00141   65324   1.07328
  weee-2800-47-100-8          weee  2800  47  3918585     1        16     1  0.001    ubs        ub    1    12.6787       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.67869       1.5             70      140          0          0             -1               0               140          0.00247  132824   1.08873
 study-1200-23-000-8         study  1200  23       56     0    719345     1  0.001    ubs        ub    1   0.476409       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.47636       1.5             34       68   0.265623         10              2               2                78          0.00127      22  36.00000
  weee-2400-41-075-9          weee  2400  41  2878786  0.75        15     1  0.001    ubs        ub    1     7.2704       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.27035       1.5             61      122          0          0             -1               0               122          0.00228   84322   1.00350
  weee-3200-53-025-6          weee  3200  53  5118375  0.25        26     1  0.001    ubs        ub    1    19.1374       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.13734       1.5             79      158          0          0             -1               0               158          0.00146  174055   1.08686
  study-800-17-010-9         study   800  17       56   0.1    319545     1  0.001    ubs        ub    1   0.205564       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.20552       1.5             25       50   0.112757         15              3               3                65          0.00124      22  35.00000
  weee-2400-41-050-1          weee  2400  41  2878787   0.5        14     1  0.001    ubs        ub    1     7.6742       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.67415       1.5             61      122          0          0             -1               0               122          0.00139   87054   1.02686
  weee-3600-59-100-9          weee  3600  59  6478137     1        64     1  0.001    ubs        ub    1    29.1584       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    29.15840       1.5             88      176          0          0             -1               0               176          0.00158  231774   1.11718
  weee-3600-59-100-4          weee  3600  59  6478145     1        56     1  0.001    ubs        ub    1     34.454       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    34.45391       1.5             88      176          0          0             -1               0               176          0.03289  221389   1.09771
   weee-800-17-075-9          weee   800  17   319600  0.75         1     1  0.001    ubs        ub    1   0.246079       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.24603       1.5             25       50          0          0             -1               0                50          0.00129    6549   0.84055
study-2000-35-000-10         study  2000  35       58     0   1998943     1  0.001    ubs        ub    1    2.17865       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.17860       1.5             52      104    1.42955         15             11               3               119          0.00139      24  36.00000
  weee-2000-35-075-2          weee  2000  35  1998992  0.75         9     1  0.001    ubs        ub    1    4.28601       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.28596       1.5             52      104          0          0             -1               0               104          0.00154   63524   1.05406
  weee-1600-29-025-8          weee  1600  29  1279196  0.25         5     1  0.001    ubs        ub    1    2.15864       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.15860       1.5             43       86          0          0             -1               0                86          0.00141   39314   1.03645
 study-3200-53-010-5         study  3200  53       58   0.1   5118343     1  0.001    ubs        ub    1    8.74928       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.74923       1.5             79      158    5.92348         10              2               2               168          0.00175      25  38.00000
  weee-3200-53-025-4          weee  3200  53  5118361  0.25        40     1  0.001    ubs        ub    1    19.4889       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.48884       1.5             79      158          0          0             -1               0               158          0.00146  179204   1.10475
  weee-3600-59-050-4          weee  3600  59  6478145   0.5        56     1  0.001    ubs        ub    1    34.7229       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    34.72289       1.5             88      176          0          0             -1               0               176          0.03299  221389   1.09771
 study-1200-23-000-9         study  1200  23       58     0    719343     1  0.001    ubs        ub    1   0.513172       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.51312       1.5             34       68   0.315252         15              9               3                83          0.00139      24  36.00000
 study-2400-41-010-7         study  2400  41       62   0.1   2878739     1  0.001    ubs        ub    1    3.62352       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.62348       1.5             61      122    2.74951         15             29               3               137          0.00135      25  37.00000
 study-3600-59-010-1         study  3600  59       61   0.1   6478140     1  0.001    ubs        ub    1     11.993       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.99296       1.5             88      176    8.50314         10              2               2               186          0.00162      27  37.00000
  weee-1200-23-025-8          weee  1200  23   719401  0.25         0     1  0.001    ubs        ub    1   0.778656       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.77861       1.5             34       68          0          0             -1               0                68          0.00136   18523   0.94908
 study-3600-59-000-7         study  3600  59       65     0   6478136     1  0.001    ubs        ub    1    12.3373       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.33724       1.5             88      176    8.59038          5              1               1               181          0.00170      29  38.00000
  weee-2400-41-025-6          weee  2400  41  2878792  0.25         9     1  0.001    ubs        ub    1    7.56017       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.56012       1.5             61      122          0          0             -1               0               122          0.00142   80192   0.98135
 study-2000-35-000-8         study  2000  35       59     0   1998942     1  0.001    ubs        ub    1    2.26022       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.26017       1.5             52      104     1.6454         10             20               2               114          0.00142      25  37.00000
 study-2000-35-000-1         study  2000  35       59     0   1998942     1  0.001    ubs        ub    1    2.28594       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.28589       1.5             52      104    2.00261         20             67               4               124          0.00147      24  37.00000
 study-2400-41-000-5         study  2400  41       59     0   2878742     1  0.001    ubs        ub    1    3.98832       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.98827       1.5             61      122    2.69533         15             15               3               137          0.00161      25  37.00000
  weee-2800-47-025-6          weee  2800  47  3918579  0.25        22     1  0.001    ubs        ub    1    12.9171       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.91707       1.5             70      140    10.8392         17              1               1               157          0.00162  118788   1.02772
   weee-400-11-075-7          weee   400  11    79801  0.75         0     1  0.001    ubs        ub    1  0.0846936       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08464       1.5             16       32          0          0             -1               0                32          0.00170    2362   1.01333
  weee-4000-65-025-8          weee  4000  65  7997895  0.25       106     1  0.001    ubs        ub    1     42.484       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    42.48399       1.5             97      194          0          0             -1               0               194          0.00162  293601   1.13997
 study-3200-53-010-7         study  3200  53       60   0.1   5118341     1  0.001    ubs        ub    1    8.60869       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.60864       1.5             79      158    5.76418         10              2               2               168          0.00144      26  38.00000
  weee-2400-41-075-7          weee  2400  41  2878788  0.75        13     1  0.001    ubs        ub    1    7.78124       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.78119       1.5             61      122          0          0             -1               0               122          0.00139   88650   1.02902
   weee-800-17-100-1          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.224465       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.22443       1.5             25       50          0          0             -1               0                50          0.00114    8243   0.94498
  weee-3200-53-025-1          weee  3200  53  5118359  0.25        42     1  0.001    ubs        ub    1     19.045       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.04499       1.5             79      158          0          0             -1               0               158          0.00147  168015   1.07073
  weee-2400-41-075-4          weee  2400  41  2878785  0.75        16     1  0.001    ubs        ub    1    7.77347       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.77342       1.5             61      122          0          0             -1               0               122          0.00166   88900   1.03755
  weee-1600-29-100-4          weee  1600  29  1279197     1         4     1  0.001    ubs        ub    1     2.1568       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.15675       1.5             43       86          0          0             -1               0                86          0.00150   37411   1.00622
   weee-800-17-100-3          weee   800  17   319601     1         0     1  0.001    ubs        ub    1   0.238039       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.23800       1.5             25       50          0          0             -1               0                50          0.00118    9694   1.02114
  weee-1600-29-075-6          weee  1600  29  1279198  0.75         3     1  0.001    ubs        ub    1    2.19394       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.19389       1.5             43       86          0          0             -1               0                86          0.00144   44332   1.10984
  weee-1600-29-050-8          weee  1600  29  1279196   0.5         5     1  0.001    ubs        ub    1    2.20484       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.20479       1.5             43       86          0          0             -1               0                86          0.00148   39314   1.03645
  weee-2400-41-100-5          weee  2400  41  2878790     1        11     1  0.001    ubs        ub    1    7.55585       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     7.55579       1.5             61      122          0          0             -1               0               122          0.00140  102200   1.12486
  weee-3200-53-075-3          weee  3200  53  5118372  0.75        29     1  0.001    ubs        ub    1    20.2713       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    20.27129       1.5             79      158          0          0             -1               0               158          0.00164  165692   1.05900
 study-2400-41-010-5         study  2400  41       59   0.1   2878742     1  0.001    ubs        ub    1    3.79414       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.79410       1.5             61      122    2.61944         15             15               3               137          0.00135      25  37.00000
 study-3200-53-010-4         study  3200  53       59   0.1   5118342     1  0.001    ubs        ub    1    8.59551       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.59546       1.5             79      158    5.84815         15              3               3               173          0.00152      25  37.00000
 study-2400-41-010-3         study  2400  41       59   0.1   2878742     1  0.001    ubs        ub    1     3.7379       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     3.73786       1.5             61      122    2.49122          5              1               1               127          0.00160      27  38.00000
  weee-3200-53-025-7          weee  3200  53  5118363  0.25        38     1  0.001    ubs        ub    1    19.1945       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.19445       1.5             79      158          0          0             -1               0               158          0.00166  168866   1.07693
  weee-1200-23-025-3          weee  1200  23   719398  0.25         3     1  0.001    ubs        ub    1   0.786501       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.78645       1.5             34       68          0          0             -1               0                68          0.00158   23499   1.07397
  weee-1200-23-075-9          weee  1200  23   719399  0.75         2     1  0.001    ubs        ub    1    0.81286       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.81281       1.5             34       68   0.581906         15              1               1                83          0.00160   18331   0.93676
  weee-1600-29-075-8          weee  1600  29  1279196  0.75         5     1  0.001    ubs        ub    1    2.18953       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.18948       1.5             43       86          0          0             -1               0                86          0.00149   39314   1.03645
  weee-1200-23-025-6          weee  1200  23   719400  0.25         1     1  0.001    ubs        ub    1    0.74127       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.74122       1.5             34       68          0          0             -1               0                68          0.00141   19912   0.98861
   weee-400-11-025-1          weee   400  11    79801  0.25         0     1  0.001    ubs        ub    1  0.0728104       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07277       1.5             16       32          0          0             -1               0                32          0.00124    3076   1.17441
  weee-1200-23-050-2          weee  1200  23   719401   0.5         0     1  0.001    ubs        ub    1   0.725667       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.72562       1.5             34       68          0          0             -1               0                68          0.00138   20401   0.99216
 study-3600-59-010-7         study  3600  59       65   0.1   6478136     1  0.001    ubs        ub    1    12.1188       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.11878       1.5             88      176    8.38999          5              1               1               181          0.00172      29  38.00000
  study-800-17-000-3         study   800  17       55     0    319546     1  0.001    ubs        ub    1   0.201868       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.20183       1.5             25       50   0.186826         15             43               3                65          0.00133      20  34.00000
  weee-2800-47-075-3          weee  2800  47  3918567  0.75        34     1  0.001    ubs        ub    1    738.949       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA   738.94883       1.5             70      140    138.888         17              1               1               157          4.62505  125985   1.06528
 study-2000-35-010-5         study  2000  35       59   0.1   1998942     1  0.001    ubs        ub    1    2.67198       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.67192       1.5             52      104    1.79195         10              2               2               114          0.00166      25  37.00000
  weee-2800-47-025-4          weee  2800  47  3918573  0.25        28     1  0.001    ubs        ub    1    12.3274       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.32740       1.5             70      140          0          0             -1               0               140          0.00158  141426   1.12771
 weee-4000-65-025-10          weee  4000  65  7997920  0.25        81     1  0.001    ubs        ub    1    97.1502       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    97.15011       1.5             97      194          0          0             -1               0               194          0.28832  254456   1.05263
  weee-3600-59-100-1          weee  3600  59  6478133     1        68     1  0.001    ubs        ub    1    27.7705       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    27.77043       1.5             88      176          0          0             -1               0               176          0.00154  238664   1.13772
   weee-400-11-025-2          weee   400  11    79801  0.25         0     1  0.001    ubs        ub    1  0.0737924       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07375       1.5             16       32          0          0             -1               0                32          0.00121    2410   1.02263
 study-3600-59-000-2         study  3600  59       60     0   6478141     1  0.001    ubs        ub    1    11.8417       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    11.84164       1.5             88      176    8.27098         10              2               2               186          0.00148      25  38.00000
  weee-2800-47-025-5          weee  2800  47  3918584  0.25        17     1  0.001    ubs        ub    1    12.5386       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    12.53853       1.5             70      140          0          0             -1               0               140          0.00157  134434   1.10525
  weee-4000-65-050-2          weee  4000  65  7997897   0.5       104     1  0.001    ubs        ub    1    116.606       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA   116.60620       1.5             97      194          0          0             -1               0               194          0.39160  301117   1.15000
  weee-3600-59-050-6          weee  3600  59  6478130   0.5        71     1  0.001    ubs        ub    1    30.7023       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    30.70227       1.5             88      176          0          0             -1               0               176          0.00752  225660   1.10804
  weee-2000-35-100-6          weee  2000  35  1998994     1         7     1  0.001    ubs        ub    1    4.51079       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.51074       1.5             52      104          0          0             -1               0               104          0.00169   62788   1.04890
  weee-1600-29-025-2          weee  1600  29  1279197  0.25         4     1  0.001    ubs        ub    1    2.26394       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.26389       1.5             43       86    1.86348         16              5               1               102          0.00144   38706   1.02262
 study-1600-29-010-6         study  1600  29       59   0.1   1279142     1  0.001    ubs        ub    1    1.13614       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.13610       1.5             43       86   0.798436         10             20               2                96          0.00139      22  36.00000
  weee-3200-53-100-6          weee  3200  53  5118375     1        26     1  0.001    ubs        ub    1    19.2339       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.23381       1.5             79      158          0          0             -1               0               158          0.00160  174055   1.08686
   weee-800-17-025-6          weee   800  17   319601  0.25         0     1  0.001    ubs        ub    1     0.2662       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.26615       1.5             25       50   0.174306         14              4               1                64          0.00132   10466   1.06263
 study-3200-53-000-1         study  3200  53       61     0   5118340     1  0.001    ubs        ub    1    8.99172       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.99166       1.5             79      158     5.9836         10              2               2               168          0.00178      26  38.00000
 study-3200-53-010-8         study  3200  53       60   0.1   5118341     1  0.001    ubs        ub    1    9.14892       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     9.14886       1.5             79      158    6.00854         10              2               2               168          0.00183      27  38.00000
 study-1600-29-010-5         study  1600  29       56   0.1   1279145     1  0.001    ubs        ub    1    1.24862       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.24856       1.5             43       86   0.785853         10              2               2                96          0.00150      23  37.00000
 study-2400-41-000-3         study  2400  41       59     0   2878742     1  0.001    ubs        ub    1    4.02537       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     4.02532       1.5             61      122    2.72031          5              1               1               127          0.00166      27  38.00000
  weee-3600-59-075-8          weee  3600  59  6478121  0.75        80     1  0.001    ubs        ub    1    31.4968       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    31.49674       1.5             88      176    26.6935         18              3               1               194          0.00209  222769   1.09768
  study-800-17-000-8         study   800  17       57     0    319544     1  0.001    ubs        ub    1   0.220358       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.22031       1.5             25       50   0.126741         15              9               3                65          0.00139      22  36.00000
 weee-3200-53-075-10          weee  3200  53  5118370  0.75        31     1  0.001    ubs        ub    1    21.2671       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    21.26705       1.5             79      158    17.9011         18              1               1               176          0.00206  162710   1.05315
  weee-3200-53-050-6          weee  3200  53  5118375   0.5        26     1  0.001    ubs        ub    1    20.5794       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    20.57931       1.5             79      158          0          0             -1               0               158          0.00205  174055   1.08686
   weee-400-11-100-5          weee   400  11    79801     1         0     1  0.001    ubs        ub    1   0.103903       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.10385       1.5             16       32          0          0             -1               0                32          0.00223    2361   1.03687
  weee-2400-41-075-3          weee  2400  41  2878789  0.75        12     1  0.001    ubs        ub    1    8.33625       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.33620       1.5             61      122          0          0             -1               0               122          0.00143   84857   1.01318
  weee-800-17-050-10          weee   800  17   319601   0.5         0     1  0.001    ubs        ub    1   0.238197       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.23815       1.5             25       50          0          0             -1               0                50          0.00119    9439   1.01164
  weee-4000-65-025-9          weee  4000  65  7997881  0.25       120     1  0.001    ubs        ub    1    90.5232       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    90.52316       1.5             97      194    84.5997         18             52               1               212          0.22086  300095   1.14583
  weee-1600-29-025-6          weee  1600  29  1279198  0.25         3     1  0.001    ubs        ub    1    2.31981       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.31976       1.5             43       86          0          0             -1               0                86          0.00163   44332   1.10984
 study-3600-59-000-5         study  3600  59       60     0   6478141     1  0.001    ubs        ub    1    13.9213       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.92125       1.5             88      176    10.7908         15             69               3               191          0.00175      25  37.00000
  study-400-11-010-6         study   400  11       50   0.1     79751     1  0.001    ubs        ub    1  0.0714458       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.07140       1.5             16       32  0.0325767         10              2               2                42          0.00115      18  34.00000
  weee-3600-59-075-9          weee  3600  59  6478137  0.75        64     1  0.001    ubs        ub    1    31.9638       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    31.96377       1.5             88      176          0          0             -1               0               176          0.00238  231774   1.11718
   weee-800-17-075-7          weee   800  17   319601  0.75         0     1  0.001    ubs        ub    1   0.305035       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.30498       1.5             25       50          0          0             -1               0                50          0.00172    9088   0.99286
   weee-800-17-050-6          weee   800  17   319601   0.5         0     1  0.001    ubs        ub    1   0.315898       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.31585       1.5             25       50   0.208576         14              4               1                64          0.00156   10466   1.06263
 study-400-11-000-10         study   400  11       51     0     79750     1  0.001    ubs        ub    1  0.0867409       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     0.08669       1.5             16       32  0.0344476         10              2               2                42          0.00151      18  34.00000
 study-3600-59-010-6         study  3600  59       61   0.1   6478140     1  0.001    ubs        ub    1    13.8131       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.81302       1.5             88      176    9.33975         10              2               2               186          0.00187      27  38.00000
study-2800-47-000-10         study  2800  47       62     0   3918539     1  0.001    ubs        ub    1    6.23828       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     6.23822       1.5             70      140    4.15639         10              2               2               150          0.00168      27  37.00000
 study-2000-35-010-2         study  2000  35       58   0.1   1998943     1  0.001    ubs        ub    1    2.45871       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     2.45865       1.5             52      104    1.76162         15             20               3               119          0.00179      23  36.00000
  weee-2800-47-050-8          weee  2800  47  3918585   0.5        16     1  0.001    ubs        ub    1    13.4448       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.44478       1.5             70      140          0          0             -1               0               140          0.00272  132824   1.08873
 study-3600-59-000-9         study  3600  59       61     0   6478140     1  0.001    ubs        ub    1    13.4476       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    13.44749       1.5             88      176    12.1093         15            132               3               191          0.00190      26  37.00000
  weee-2400-41-100-7          weee  2400  41  2878788     1        13     1  0.001    ubs        ub    1     8.1861       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     8.18605       1.5             61      122          0          0             -1               0               122          0.00154   88650   1.02902
  weee-3600-59-025-6          weee  3600  59  6478130  0.25        71     1  0.001    ubs        ub    1    32.3712       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    32.37109       1.5             88      176          0          0             -1               0               176          0.00885  225660   1.10804
  weee-2000-35-075-8          weee  2000  35  1998995  0.75         6     1  0.001    ubs        ub    1    5.23526       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     5.23518       1.5             52      104          0          0             -1               0               104          0.00224   63272   1.05148
  weee-3200-53-100-7          weee  3200  53  5118363     1        38     1  0.001    ubs        ub    1    19.5915       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    19.59144       1.5             79      158          0          0             -1               0               158          0.00168  168866   1.07693
  weee-1200-23-100-7          weee  1200  23   719398     1         3     1  0.001    ubs        ub    1    1.00372       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.00366       1.5             34       68          0          0             -1               0                68          0.00234   22100   1.03646
 study-1600-29-000-6         study  1600  29       59     0   1279142     1  0.001    ubs        ub    1    1.36653       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA     1.36648       1.5             43       86    0.98138         10             20               2                96          0.00172      22  36.00000
  weee-3200-53-025-2          weee  3200  53  5118369  0.25        32     1  0.001    ubs        ub    1    21.2028       NA             NA      NA          NA          NA      NA   NA       NA        NA              NA       NA           NA           NA       NA    NA        NA    21.20271       1.5             79      158          0          0             -1               0               158          0.00195  167868   1.06942
