            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau        time   ubiTime  ubiIterToBest       ubiTtb    ubiAvgCons  ubiMinCons        ubiAvg     ubi   ubiReal  ubRbTime  ubRbIterToBest  ubrbTtb  ubRbAvgCons  ubRbMinCons  ubRbAvg  ubRb  ubRbReal  ubsTime  ubsSigma  ubsSubsetSize  ubsIter  ubsTtb  ubsBsIter  ubsIterToBest  bsNumColorCalls  ubsAvgColorTime  ubs  ubsReal
  study-800-17-000-3         study   800  17       55     0    319546     1  0.001    ubi        ub    1   0.0593818   0.05933            242    0.0178705      31.85125          26      29.32250      23  37.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-4         study  3200  53       59     0   5118342     1  0.001    ubi        ub    1      2.9525   2.95245           2958      2.72469      36.45969          31      34.95156      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-000-9         study  2000  35       57     0   1998944     1  0.001    ubi        ub    1    0.758398   0.75835            575     0.218399      34.70050          30      32.91350      28  41.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-025-8          weee  4000  65  7997895  0.25       106     1  0.001    ubi        ub    1     18.5602  18.56016            422      1.92504  472449.91225      306049  416206.99225  293601   1.13997        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-4          weee  3600  59  6478145  0.25        56     1  0.001    ubi        ub    1     12.4442  12.44415            140     0.421858  380960.45167      232960  332758.83250  221389   1.09771        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-8         study  3600  59       58     0   6478143     1  0.001    ubi        ub    1     4.69685   4.69680            729     0.969302      35.81028          30      34.22583      30  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-050-4          weee   800  17   319601   0.5         0     1  0.001    ubi        ub    1    0.121875   0.12182            150     0.022129   21040.44875        6975   17007.06250    6975   0.86808        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-025-8          weee  2000  35  1998995  0.25         6     1  0.001    ubi        ub    1     1.85268   1.85263            169     0.149475  122738.72650       63272  103918.35150   63272   1.05148        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-7         study  3200  53       60   0.1   5118341     1  0.001    ubi        ub    1     2.97268   2.97263            866     0.799868      36.77375          32      35.12125      31  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-050-6          weee  3200  53  5118375   0.5        26     1  0.001    ubi        ub    1     8.13431   8.13426            656      1.67122  307540.19031      181208  266814.54563  174055   1.08686        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-5          weee  4000  65  7997903     1        98     1  0.001    ubi        ub    1     19.6813  19.68121            621      3.01533  472001.13400      290036  413116.75025  286621   1.12142        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-1          weee   800  17   319601  0.25         0     1  0.001    ubi        ub    1    0.111598   0.11155              6   0.00097096   21526.91875        8663   17429.02125    8243   0.94498        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-050-5          weee   400  11    79801   0.5         0     1  0.001    ubi        ub    1   0.0181949   0.01814              4  0.000209152    6472.91500        2361    4923.97000    2361   1.03687        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-400-11-000-2         study   400  11       52     0     79749     1  0.001    ubi        ub    1   0.0105218   0.01047            237   0.00626749      29.98500          24      26.74000      21  36.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-4         study  2400  41       61     0   2878740     1  0.001    ubi        ub    1     1.28503   1.28498            338     0.186738      36.03333          31      34.29542      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-6         study  2400  41       59     0   2878742     1  0.001    ubi        ub    1     1.32796   1.32791            106    0.0560706      36.08583          31      34.46958      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-000-4         study  4000  65       60     0   7997941     1  0.001    ubi        ub    1     6.51388   6.51382            744      1.27794      37.10925          32      35.65100      31  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-075-2          weee  1600  29  1279197  0.75         4     1  0.001    ubi        ub    1    0.911513   0.91147            766     0.449898   80609.03313       45489   66542.71250   43050   1.08168        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-100-1          weee  2000  35  1998995     1         6     1  0.001    ubi        ub    1     1.76926   1.76920            194     0.170582  122545.72850       60231  103622.34950   59846   1.01080        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-8          weee  1600  29  1279196   0.5         5     1  0.001    ubi        ub    1    0.858876   0.85883              2   0.00085382   79867.89125       43525   67089.76688   39314   1.03645        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-025-4          weee  4000  65  7997891  0.25       110     1  0.001    ubi        ub    1     19.0755  19.07545           1732      9.27068  472647.13550      289877  415369.45100  288015   1.12151        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-050-5          weee  2000  35  1998997   0.5         4     1  0.001    ubi        ub    1     1.79022   1.79017            777     0.681469  123320.68600       70090  105405.23700   70090   1.11100        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-075-3          weee   800  17   319601  0.75         0     1  0.001    ubi        ub    1    0.120437   0.12039            208    0.0318182   21753.74000       10145   17253.47375    9694   1.02114        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-050-6          weee  1200  23   719400   0.5         1     1  0.001    ubi        ub    1    0.357445   0.35739             73    0.0227704   46197.64333       19912   38352.48167   19912   0.98861        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-9          weee  4000  65  7997881     1       120     1  0.001    ubi        ub    1     17.6123  17.61228           2096      9.59541  475074.08150      302417  417520.85175  300652   1.14698        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-8         study  3200  53       60   0.1   5118341     1  0.001    ubi        ub    1     3.28921   3.28915              6   0.00620386      37.57375          33      35.87219      32  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-050-2          weee  4000  65  7997897   0.5       104     1  0.001    ubi        ub    1     18.3153  18.31527           1993      8.50396  475762.06300      315667  417076.77800  301117   1.15000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-6          weee  3600  59  6478130  0.75        71     1  0.001    ubi        ub    1     11.5902  11.59011            528      1.79344  386923.31222      232724  337615.47639  225660   1.10804        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-400-11-025-10          weee   400  11    79801  0.25         0     1  0.001    ubi        ub    1   0.0168721   0.01683             50   0.00212312    6765.55000        2260    5068.82750    2044   0.94497        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-9          weee  3600  59  6478137  0.25        64     1  0.001    ubi        ub    1     12.8399  12.83981            407       1.4081  389100.89583      241546  339402.31250  231774   1.11718        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-010-3         study   800  17       55   0.1    319546     1  0.001    ubi        ub    1   0.0590003   0.05895            242    0.0178394      31.85125          26      29.32250      23  37.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-075-5          weee  2400  41  2878790  0.75        11     1  0.001    ubi        ub    1       3.164   3.16396            295     0.382178  174180.05667      102867  150312.27250  102200   1.12486        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2000-35-010-4         study  2000  35       59   0.1   1998942     1  0.001    ubi        ub    1    0.803912   0.80386            194    0.0784699      35.66300          30      33.85250      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-1          weee  1600  29  1279197   0.5         4     1  0.001    ubi        ub    1    0.893227   0.89317             72    0.0482258   79861.13250       41084   66329.63125   41084   1.05352        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-5         study  3200  53       58     0   5118343     1  0.001    ubi        ub    1     3.15085   3.15080            851     0.802708      35.61750          31      34.03156      29  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-100-2          weee  3200  53  5118369     1        32     1  0.001    ubi        ub    1     8.26087   8.26081           1303      3.42625  306788.78187      177171  265485.21656  167868   1.06942        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-6          weee  3200  53  5118375  0.25        26     1  0.001    ubi        ub    1     8.07087   8.07081            656      1.65513  307540.19031      181208  266814.54563  174055   1.08686        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-075-8          weee  2000  35  1998995  0.75         6     1  0.001    ubi        ub    1     1.80375   1.80370            169     0.150293  122738.72650       63272  103918.35150   63272   1.05148        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-050-7          weee  2800  47  3918571   0.5        30     1  0.001    ubi        ub    1     5.26753   5.26748           1521      2.81325  233790.40143      148147  201852.10607  133815   1.10031        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-7         study  2400  41       62     0   2878739     1  0.001    ubi        ub    1     1.26618   1.26614           1073     0.565153      35.99792          30      34.26250      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3600-59-025-10          weee  3600  59  6478145  0.25        56     1  0.001    ubi        ub    1     11.7543  11.75423           1674      5.64094  386517.81583      215205  337994.41833  212104   1.06954        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-010-5         study  2400  41       59   0.1   2878742     1  0.001    ubi        ub    1      1.3293   1.32925            251     0.137509      36.04542          31      34.21292      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-9          weee  3200  53  5118362  0.25        39     1  0.001    ubi        ub    1     8.37464   8.37459            324     0.789164  303324.78187      194582  263428.62656  192066   1.15042        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-100-6          weee  3600  59  6478130     1        71     1  0.001    ubi        ub    1     11.8517  11.85167            528      1.85085  386923.31222      232724  337615.47639  225660   1.10804        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-075-9          weee  4000  65  7997881  0.75       120     1  0.001    ubi        ub    1     18.0299  18.02981           2096      9.18728  475074.08150      302417  417520.85175  300652   1.14698        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-075-2          weee   400  11    79801  0.75         0     1  0.001    ubi        ub    1   0.0178999   0.01785             52   0.00257291    6481.92000        2410    4875.98500    2410   1.02263        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-000-3         study  2400  41       59     0   2878742     1  0.001    ubi        ub    1     1.25892   1.25885           1080     0.564213      37.07583          31      35.34208      31  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2800-47-000-9         study  2800  47       59     0   3918542     1  0.001    ubi        ub    1     2.02799   2.02794            183     0.132549      36.42214          31      34.76393      31  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-025-8          weee  3600  59  6478121  0.25        80     1  0.001    ubi        ub    1     12.7027  12.70267           2806      9.97456  381943.56833      237244  334411.96417  225539   1.10489        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-075-9          weee   800  17   319600  0.75         1     1  0.001    ubi        ub    1    0.118363   0.11831             11    0.0019971   22214.82500        8061   17805.63875    6549   0.84055        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-050-6          weee  1600  29  1279198   0.5         3     1  0.001    ubi        ub    1    0.897934   0.89787           1371     0.777528   79898.37875       45633   67233.74625   44332   1.10984        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-010-1         study  4000  65       62   0.1   7997939     1  0.001    ubi        ub    1     6.75783   6.75777            957       1.6245      39.04225          34      37.64250      33  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-075-4          weee  4000  65  7997891  0.75       110     1  0.001    ubi        ub    1     18.8023  18.80228           1732      8.48272  472647.13550      289877  415369.45100  288015   1.12151        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-5          weee   800  17   319601  0.25         0     1  0.001    ubi        ub    1    0.117676   0.11763              3  0.000968001   22397.64625       10693   17799.66000   10479   1.08147        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-075-6          weee  4000  65  7997903  0.75        98     1  0.001    ubi        ub    1     18.7799  18.77983           1566      7.47057  471618.22850      301983  414416.80425  291670   1.13021        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-010-6         study  3600  59       61   0.1   6478140     1  0.001    ubi        ub    1     4.39163   4.39158           1636      1.99056      37.86639          33      36.31611      32  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-075-9          weee   400  11    79801  0.75         0     1  0.001    ubi        ub    1   0.0184441   0.01838              8  0.000309013    6438.02250        1808    4878.27750    1808   0.87115        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-025-4          weee  1600  29  1279197  0.25         4     1  0.001    ubi        ub    1    0.865514   0.86546           1104     0.591449   80249.55750       37411   67529.34438   37411   1.00622        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-400-11-100-2          weee   400  11    79801     1         0     1  0.001    ubi        ub    1   0.0188974   0.01884             52   0.00270954    6481.92000        2410    4875.98500    2410   1.02263        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-075-8          weee  2800  47  3918585  0.75        16     1  0.001    ubi        ub    1      5.3495   5.34943           2106      4.01635  235598.17786      138447  202927.84429  132824   1.08873        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-3          weee  3600  59  6478127  0.75        74     1  0.001    ubi        ub    1     12.4751  12.47507           2811      9.59885  388230.69056      225458  336424.64111  216931   1.08062        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-010-3         study  2400  41       59   0.1   2878742     1  0.001    ubi        ub    1     1.25629   1.25625           1080     0.563272      37.07583          31      35.34208      31  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  study-800-17-000-1         study   800  17       55     0    319546     1  0.001    ubi        ub    1   0.0537381   0.05369            780    0.0523586      30.92250          26      28.39500      23  38.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-9         study  3600  59       61     0   6478140     1  0.001    ubi        ub    1     4.35836   4.35831            125     0.152772      37.75889          33      36.27167      32  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-3200-53-050-10          weee  3200  53  5118370   0.5        31     1  0.001    ubi        ub    1     8.85379   8.85373            146     0.384596  304903.45687      167640  263271.68938  167640   1.06931        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-025-7          weee  3200  53  5118363  0.25        38     1  0.001    ubi        ub    1     8.54579   8.54574            782      2.03271  306870.83437      183537  266273.78625  168866   1.07693        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1200-23-025-3          weee  1200  23   719398  0.25         3     1  0.001    ubi        ub    1    0.368209   0.36816             23   0.00709294   46309.53250       24161   38206.50083   23499   1.07397        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-025-3          weee  4000  65  7997907  0.25        94     1  0.001    ubi        ub    1     18.9653  18.96521            609      2.91913  473492.77050      272763  414051.21050  269334   1.08600        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-000-8         study  3200  53       60     0   5118341     1  0.001    ubi        ub    1     3.11912   3.11907              6   0.00639722      37.57375          33      35.87219      32  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-050-2          weee  2400  41  2878782   0.5        19     1  0.001    ubi        ub    1     3.21408   3.21403            526     0.739937  176376.01000      101478  151214.79250  101478   1.11389        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-050-2          weee  3600  59  6478145   0.5        56     1  0.001    ubi        ub    1     12.1593  12.15929            587      1.96465  383241.43250      222382  335118.15917  219863   1.09090        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-010-9         study  2400  41       60   0.1   2878741     1  0.001    ubi        ub    1     1.31524   1.31519            483     0.270079      37.03167          32      35.33583      31  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-100-4          weee  4000  65  7997891     1       110     1  0.001    ubi        ub    1     19.3014  19.30132           1732      8.80527  472647.13550      289877  415369.45100  288015   1.12151        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2400-41-010-4         study  2400  41       61   0.1   2878740     1  0.001    ubi        ub    1     1.31772   1.31767            338     0.187264      36.03333          31      34.29542      30  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
   weee-800-17-025-4          weee   800  17   319601  0.25         0     1  0.001    ubi        ub    1    0.116352   0.11630            150    0.0211416   21040.44875        6975   17007.06250    6975   0.86808        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-000-5         study  3600  59       60     0   6478141     1  0.001    ubi        ub    1     4.30257   4.30252             47    0.0586523      36.86083          31      35.34500      31  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-050-7          weee  3600  59  6478147   0.5        54     1  0.001    ubi        ub    1     11.6354  11.63538           3479      11.2864  383560.31778      221842  336137.63611  203803   1.04908        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-075-9          weee  3600  59  6478137  0.75        64     1  0.001    ubi        ub    1     11.9555  11.95545            407      1.37664  389100.89583      241546  339402.31250  231774   1.11718        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-050-7          weee  3200  53  5118363   0.5        38     1  0.001    ubi        ub    1     7.90964   7.90959            782      1.89005  306870.83437      183537  266273.78625  168866   1.07693        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-5         study  3200  53       58   0.1   5118343     1  0.001    ubi        ub    1     2.96769   2.96764            851     0.778958      35.61750          31      34.03156      29  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3200-53-010-3         study  3200  53       63   0.1   5118338     1  0.001    ubi        ub    1     3.12795   3.12790            346     0.323748      38.65406          32      37.01125      32  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2400-41-075-6          weee  2400  41  2878792  0.75         9     1  0.001    ubi        ub    1     3.22543   3.22538            209     0.313619  174815.19042       92137  150139.13208   80192   0.98135        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-1600-29-000-4         study  1600  29       57     0   1279144     1  0.001    ubi        ub    1    0.417066   0.41701             14   0.00395143      34.25125          29      32.20375      28  41.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-100-3          weee  3200  53  5118372     1        29     1  0.001    ubi        ub    1     8.52233   8.52227            173     0.469724  306844.33063      173952  264603.44094  165692   1.05900        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-4000-65-000-6         study  4000  65       61     0   7997940     1  0.001    ubi        ub    1     6.77274   6.77269           3403      5.79394      37.09950          32      35.60700      31  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-2800-47-000-5         study  2800  47       61     0   3918540     1  0.001    ubi        ub    1     2.03301   2.03295           1493      1.08122      37.24286          31      35.51357      31  42.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2800-47-075-5          weee  2800  47  3918584  0.75        17     1  0.001    ubi        ub    1     5.33233   5.33228           2296       4.3502  232456.71821      136555  200197.98321  134434   1.10525        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
study-2000-35-000-10         study  2000  35       58     0   1998943     1  0.001    ubi        ub    1    0.783265   0.78321            913     0.357397      35.67650          30      33.84700      29  41.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-4000-65-050-8          weee  4000  65  7997895   0.5       106     1  0.001    ubi        ub    1     19.2296  19.22958            422        2.165  472449.91225      306049  416206.99225  293601   1.13997        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-1600-29-075-3          weee  1600  29  1279195  0.75         6     1  0.001    ubi        ub    1    0.907599   0.90755            175    0.0997427   79577.56062       37879   66103.89937   37717   1.01595        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 study-3600-59-010-7         study  3600  59       65   0.1   6478136     1  0.001    ubi        ub    1     4.68633   4.68628            518     0.706028      39.86472          34      38.34750      34  43.00000        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-2000-35-075-2          weee  2000  35  1998992  0.75         9     1  0.001    ubi        ub    1     1.80325   1.80320            924     0.819727  123979.36950       66322  105508.31400   63524   1.05406        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-050-5          weee  3200  53  5118377   0.5        24     1  0.001    ubi        ub    1     8.38778   8.38773            719      1.96066  307877.58250      176690  265589.51719  171809   1.08382        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-2800-47-100-10          weee  2800  47  3918581     1        20     1  0.001    ubi        ub    1     5.15314   5.15309           1157      2.06615  235277.96464      127269  204519.82071  114566   1.01032        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3600-59-100-9          weee  3600  59  6478137     1        64     1  0.001    ubi        ub    1      13.016  13.01594            407      1.51253  389100.89583      241546  339402.31250  231774   1.11718        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
  weee-3200-53-100-7          weee  3200  53  5118363     1        38     1  0.001    ubi        ub    1     8.37881   8.37876            782      2.02075  306870.83437      183537  266273.78625  168866   1.07693        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
 weee-4000-65-100-10          weee  4000  65  7997920     1        81     1  0.001    ubi        ub    1     19.5673  19.56727           2382      11.5006  476701.76800      267077  415603.38175  254456   1.05263        NA              NA       NA           NA           NA       NA    NA        NA       NA        NA             NA       NA      NA         NA             NA               NA               NA   NA       NA
